,2024-11-30,2024-08-31,2024-05-31,2024-02-29,2023-11-30,2023-08-31,2023-05-31
Tax Effect Of Unusual Items,-2194164.0,990990.0,51514.0,-1483793.044154,-4969944.0,,
Tax Rate For Calcs,0.006,0.21,0.043,0.158069,0.007,,
Normalized EBITDA,46320000.0,44750000.0,34791000.0,37811000.0,44345000.0,,
Total Unusual Items,-365694000.0,4719000.0,1198000.0,-9387000.0,-709992000.0,,
Total Unusual Items Excluding Goodwill,-365694000.0,4719000.0,1198000.0,-9387000.0,-709992000.0,,
Net Income From Continuing Operation Net Minority Interest,-346910000.0,-29863000.0,-38862000.0,-42201000.0,-667556000.0,,
Reconciled Depreciation,39278000.0,55223000.0,55327000.0,55934000.0,55154000.0,,
Reconciled Cost Of Revenue,42246000.0,42467000.0,43262000.0,42125000.0,43781000.0,,
EBITDA,-319374000.0,49469000.0,35989000.0,28424000.0,-665647000.0,,
EBIT,-358652000.0,-5754000.0,-19338000.0,-27510000.0,-720801000.0,,
Net Interest Income,-25423000.0,-25150000.0,-25373000.0,-26574000.0,-24643000.0,,
Interest Expense,25423000.0,25150000.0,25373000.0,26574000.0,24643000.0,,
Normalized Income,16589836.0,-33591010.0,-40008486.0,-34297793.044154,37466056.0,,
Net Income From Continuing And Discontinued Operation,-346910000.0,-29863000.0,-38862000.0,-42201000.0,-667556000.0,,
Total Expenses,144613000.0,162665000.0,171699000.0,176572000.0,168306000.0,,
Total Operating Income As Reported,-374775000.0,-15101000.0,-16845000.0,-13622000.0,-731406000.0,,
Diluted Average Shares,308904000.0,308059000.0,306732000.0,,303848000.0,303220000.0,
Basic Average Shares,308904000.0,308059000.0,306732000.0,,303848000.0,303220000.0,
Diluted EPS,-1.12,-0.1,-0.13,,-2.2,-0.12,
Basic EPS,-1.12,-0.1,-0.13,,-2.2,-0.12,
Diluted NI Availto Com Stockholders,-346910000.0,-29863000.0,-38862000.0,-42201000.0,-667556000.0,,
Net Income Common Stockholders,-346910000.0,-29863000.0,-38862000.0,-42201000.0,-667556000.0,,
Net Income,-346910000.0,-29863000.0,-38862000.0,-42201000.0,-667556000.0,,
Minority Interests,34734000.0,2990000.0,3926000.0,3334000.0,72475000.0,,
Net Income Including Noncontrolling Interests,-381644000.0,-32853000.0,-42788000.0,-45535000.0,-740031000.0,,
Net Income Continuous Operations,-381644000.0,-32853000.0,-42788000.0,-45535000.0,-740031000.0,,
Tax Provision,-2431000.0,1949000.0,-1923000.0,-8549000.0,-5413000.0,,
Pretax Income,-384075000.0,-30904000.0,-44711000.0,-54084000.0,-745444000.0,,
Other Income Expense,-365694000.0,4719000.0,1198000.0,-9387000.0,-709992000.0,,
Other Non Operating Income Expenses,,,-3974000.0,-6165000.0,2888000.0,7927000.0,-2460000.0
Special Income Charges,-370587000.0,320000.0,-2563000.0,-5504000.0,-712609000.0,,
Impairment Of Capital Assets,379100000.0,0.0,0.0,0.0,717700000.0,,
Restructuring And Mergern Acquisition,-8513000.0,-320000.0,2563000.0,5504000.0,-5091000.0,,
Gain On Sale Of Security,4893000.0,4399000.0,3761000.0,-3883000.0,2617000.0,,
Net Non Operating Interest Income Expense,-25423000.0,-25150000.0,-25373000.0,-26574000.0,-24643000.0,,
Interest Expense Non Operating,25423000.0,25150000.0,25373000.0,26574000.0,24643000.0,,
Operating Income,7042000.0,-10473000.0,-20536000.0,-18123000.0,-10809000.0,,
Operating Expense,68700000.0,85118000.0,93196000.0,98654000.0,89385000.0,,
Other Taxes,-2530000.0,-2908000.0,3974000.0,6165000.0,-2888000.0,,
Depreciation Amortization Depletion Income Statement,5611000.0,20143000.0,20086000.0,20141000.0,20014000.0,,
Depreciation And Amortization In Income Statement,5611000.0,20143000.0,20086000.0,20141000.0,20014000.0,,
Amortization,5611000.0,20143000.0,20086000.0,20141000.0,20014000.0,,
Amortization Of Intangibles Income Statement,5611000.0,20143000.0,20086000.0,20141000.0,20014000.0,,
Research And Development,23259000.0,25979000.0,24797000.0,25672000.0,24937000.0,,
Selling General And Administration,42360000.0,41904000.0,44339000.0,46676000.0,47322000.0,,
Selling And Marketing Expense,21529000.0,20325000.0,20996000.0,24042000.0,22583000.0,,
General And Administrative Expense,20831000.0,21579000.0,23343000.0,22634000.0,24739000.0,,
Other Gand A,20831000.0,21579000.0,23343000.0,22634000.0,24739000.0,,
Gross Profit,75742000.0,74645000.0,72660000.0,80531000.0,78576000.0,,
Cost Of Revenue,75913000.0,77547000.0,78503000.0,77918000.0,78921000.0,,
Total Revenue,151655000.0,152192000.0,151163000.0,158449000.0,157497000.0,,
Operating Revenue,151655000.0,152192000.0,151163000.0,158449000.0,157497000.0,,
