,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.21
Normalized EBITDA,-3135000.0,-4177000.0,-5303000.0,18687000.0,4372000.0
Total Unusual Items,0.0,,,-14893000.0,
Total Unusual Items Excluding Goodwill,0.0,,,-14893000.0,
Net Income From Continuing Operation Net Minority Interest,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Reconciled Depreciation,0.0,0.0,-30000.0,708000.0,725000.0
EBITDA,-3135000.0,-4177000.0,-5303000.0,3794000.0,4372000.0
EBIT,-3135000.0,-4177000.0,-5303000.0,3086000.0,3647000.0
Net Interest Income,169000.0,201000.0,240000.0,549000.0,490000.0
Interest Income,169000.0,201000.0,240000.0,549000.0,490000.0
Normalized Income,-2887000.0,-3590000.0,-4892000.0,4141000.0,3976000.0
Net Income From Continuing And Discontinued Operation,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Total Expenses,3135000.0,4177000.0,5356000.0,16434000.0,16408000.0
Total Operating Income As Reported,-3135000.0,-4177000.0,-5303000.0,-11807000.0,2063000.0
Diluted Average Shares,1320000.0,1299000.0,1237000.0,1236000.0,1098000.0
Basic Average Shares,1320000.0,1299000.0,1237000.0,1236000.0,1095000.0
Diluted EPS,-2.19,-2.76,-3.95,-8.7,3.62
Basic EPS,-2.19,-2.76,-3.95,-8.7,3.63
Diluted NI Availto Com Stockholders,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Net Income Common Stockholders,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Net Income,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Net Income Including Noncontrolling Interests,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Net Income Continuous Operations,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Pretax Income,-2887000.0,-3590000.0,-4892000.0,-10752000.0,3976000.0
Other Income Expense,79000.0,386000.0,171000.0,-14387000.0,-161000.0
Other Non Operating Income Expenses,79000.0,386000.0,171000.0,506000.0,-161000.0
Special Income Charges,0.0,,,-14893000.0,
Impairment Of Capital Assets,0.0,,,14893000.0,
Net Non Operating Interest Income Expense,169000.0,201000.0,240000.0,549000.0,490000.0
Interest Income Non Operating,169000.0,201000.0,240000.0,549000.0,490000.0
Operating Income,-3135000.0,-4177000.0,-5303000.0,3086000.0,3647000.0
Operating Expense,3135000.0,4177000.0,5356000.0,16434000.0,16408000.0
Other Operating Expenses,,,,,-1584000.0
Research And Development,-446000.0,751000.0,1218000.0,9595000.0,14328000.0
Selling General And Administration,3581000.0,3426000.0,4138000.0,6839000.0,3664000.0
General And Administrative Expense,3581000.0,3426000.0,4138000.0,6839000.0,3664000.0
Other Gand A,3581000.0,3426000.0,4138000.0,6839000.0,3664000.0
Total Revenue,0.0,0.0,53000.0,19520000.0,20055000.0
Operating Revenue,0.0,0.0,53000.0,19520000.0,20055000.0
