,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.23,0.0,0.0,0.0
Normalized EBITDA,-1667000.0,12837000.0,-1531000.0,-1772000.0,-1739000.0
Net Income From Continuing Operation Net Minority Interest,-2230000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Reconciled Depreciation,499000.0,498000.0,496000.0,156000.0,84000.0
Reconciled Cost Of Revenue,373000.0,417000.0,,,
EBITDA,-1667000.0,12837000.0,-1531000.0,-1772000.0,-1739000.0
EBIT,-2166000.0,12339000.0,-2027000.0,-1928000.0,-1823000.0
Net Interest Income,-14706000.0,12875000.0,-295000.0,-231000.0,-3598000.0
Interest Expense,37000.0,1884000.0,295000.0,231000.0,
Interest Income,-14659000.0,14759000.0,,,
Normalized Income,-2230000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Net Income From Continuing And Discontinued Operation,-2230000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Total Expenses,2469000.0,2588000.0,2311000.0,1928000.0,1823000.0
Total Operating Income As Reported,-2263000.0,-2420000.0,-2027000.0,-1928000.0,-1823000.0
Diluted Average Shares,,843566.0,,506537.0,
Basic Average Shares,,843566.0,,506537.0,
Diluted EPS,,8.4,,-4.0,
Basic EPS,,8.4,,-4.0,
Diluted NI Availto Com Stockholders,-7026000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Net Income Common Stockholders,-7026000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Net Income,-2230000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Net Income Including Noncontrolling Interests,-2203000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Net Income Continuous Operations,-2203000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Pretax Income,-2203000.0,10455000.0,-2322000.0,-2159000.0,-2330000.0
Net Non Operating Interest Income Expense,-14706000.0,12875000.0,-295000.0,-231000.0,-3598000.0
Total Other Finance Cost,,,,,3721000.0
Interest Expense Non Operating,37000.0,1884000.0,295000.0,231000.0,
Interest Income Non Operating,-14659000.0,14759000.0,,,
Operating Income,-2263000.0,-2420000.0,-2027000.0,-1928000.0,-1823000.0
Operating Expense,2096000.0,2171000.0,1863000.0,1928000.0,1823000.0
Other Operating Expenses,,,,-124000.0,
Research And Development,1337000.0,1407000.0,1220000.0,1568000.0,627000.0
Selling General And Administration,759000.0,764000.0,519000.0,484000.0,1205000.0
Gross Profit,-167000.0,-249000.0,,,
Cost Of Revenue,373000.0,417000.0,,,
Total Revenue,206000.0,168000.0,284000.0,0.0,0.0
Operating Revenue,206000.0,168000.0,284000.0,0.0,0.0
