,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,3393.275997,171136.0,1800.0,204490.0,361808.501503,,
Tax Rate For Calcs,0.21208,0.224,0.225,0.286,0.135509,,
Normalized EBITDA,14240000.0,10580000.0,5596000.0,8488000.0,12987000.0,,
Total Unusual Items,16000.0,764000.0,8000.0,715000.0,2670000.0,,
Total Unusual Items Excluding Goodwill,16000.0,764000.0,8000.0,715000.0,2670000.0,,
Net Income From Continuing Operation Net Minority Interest,8267000.0,5396000.0,1319000.0,3703000.0,9620000.0,,
Reconciled Depreciation,3812000.0,3746000.0,3544000.0,3662000.0,3773000.0,,
Reconciled Cost Of Revenue,126613000.0,120977000.0,112768000.0,120131000.0,124488000.0,,
EBITDA,14256000.0,11344000.0,5604000.0,9203000.0,15657000.0,,
EBIT,10444000.0,7598000.0,2060000.0,5541000.0,11884000.0,,
Net Interest Income,1827000.0,-243000.0,-257000.0,-295000.0,-576000.0,,
Interest Expense,212000.0,243000.0,257000.0,295000.0,239000.0,,
Interest Income,,,,,,143000.0,107000.0
Normalized Income,8254393.275997,4803136.0,1312800.0,3192490.0,7311808.501503,,
Net Income From Continuing And Discontinued Operation,8267000.0,5396000.0,1319000.0,3703000.0,9620000.0,,
Total Expenses,143511000.0,136997000.0,127785000.0,134352000.0,133068000.0,,
Total Operating Income As Reported,8502000.0,7085000.0,2134000.0,5063000.0,9691000.0,,
Diluted Average Shares,,4085000.0,4070000.0,4046000.0,4027000.0,4017000.0,
Basic Average Shares,,4039000.0,4035000.0,4005000.0,3988000.0,3988000.0,
Diluted EPS,,1.32,0.32,0.92,2.39,0.37,
Basic EPS,,1.34,0.33,0.92,2.41,0.38,
Diluted NI Availto Com Stockholders,8267000.0,5396000.0,1319000.0,3703000.0,9620000.0,,
Net Income Common Stockholders,8267000.0,5396000.0,1319000.0,3703000.0,9620000.0,,
Net Income,8267000.0,5396000.0,1319000.0,3703000.0,9620000.0,,
Minority Interests,205000.0,-315000.0,-79000.0,-45000.0,-447000.0,,
Net Income Including Noncontrolling Interests,8062000.0,5711000.0,1398000.0,3748000.0,10067000.0,,
Net Income Continuous Operations,8062000.0,5711000.0,1398000.0,3748000.0,10067000.0,,
Tax Provision,2170000.0,1644000.0,405000.0,1498000.0,1578000.0,,
Pretax Income,10232000.0,7355000.0,1803000.0,5246000.0,11645000.0,,
Other Income Expense,-97000.0,513000.0,-74000.0,841000.0,2234000.0,,
Other Non Operating Income Expenses,-113000.0,-251000.0,-82000.0,126000.0,-374000.0,,
Earnings From Equity Interest,,,,0.0,-62000.0,0.0,-4000.0
Gain On Sale Of Security,16000.0,764000.0,8000.0,715000.0,2670000.0,,
Net Non Operating Interest Income Expense,1827000.0,-243000.0,-257000.0,-295000.0,-576000.0,,
Interest Expense Non Operating,212000.0,243000.0,257000.0,295000.0,239000.0,,
Interest Income Non Operating,,,,,,143000.0,107000.0
Operating Income,8502000.0,7085000.0,2134000.0,4700000.0,9987000.0,,
Operating Expense,16898000.0,16020000.0,15017000.0,14221000.0,8580000.0,,
Selling General And Administration,16898000.0,16020000.0,15017000.0,14221000.0,8580000.0,,
General And Administrative Expense,,,15017000.0,14221000.0,,12824000.0,13439000.0
Other Gand A,,,15017000.0,13858000.0,,12725000.0,13439000.0
Salaries And Wages,,,,363000.0,,99000.0,99000.0
Gross Profit,25400000.0,23105000.0,17151000.0,18921000.0,18567000.0,,
Cost Of Revenue,126613000.0,120977000.0,112768000.0,120131000.0,124488000.0,,
Total Revenue,152013000.0,144082000.0,129919000.0,139052000.0,143055000.0,,
Operating Revenue,152013000.0,144082000.0,129919000.0,139052000.0,143055000.0,,
