,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,-2419200.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.008536,0.21,
Normalized EBITDA,-1293000.0,47000.0,-596000.0,-3417000.0,-7924000.0,
Total Unusual Items,0.0,-11520000.0,,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,0.0,-11520000.0,,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Reconciled Depreciation,7664000.0,7776000.0,7885000.0,7910000.0,7908000.0,
Reconciled Cost Of Revenue,35490000.0,43942000.0,43247000.0,38735000.0,50859000.0,
EBITDA,-1293000.0,-11473000.0,-596000.0,-3417000.0,-7924000.0,
EBIT,-8957000.0,-19249000.0,-8481000.0,-11327000.0,-15832000.0,
Net Interest Income,-3910000.0,-3811000.0,-3931000.0,-4019000.0,-3963000.0,
Interest Expense,3910000.0,3811000.0,3931000.0,4019000.0,3963000.0,
Normalized Income,-13146000.0,-14349200.0,-12608000.0,-15215000.0,-19884000.0,
Net Income From Continuing And Discontinued Operation,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Total Expenses,53046000.0,62601000.0,62868000.0,58607000.0,70402000.0,
Total Operating Income As Reported,-9037000.0,-19328000.0,-8696000.0,-11423000.0,-16234000.0,
Diluted Average Shares,46034799.0,45978941.0,45813729.0,,45607195.0,45412627.0
Basic Average Shares,46034799.0,45978941.0,45813729.0,,45607195.0,45412627.0
Diluted EPS,-0.29,-0.51,-0.28,,-0.44,-0.28
Basic EPS,-0.29,-0.51,-0.28,,-0.44,-0.28
Diluted NI Availto Com Stockholders,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Net Income Common Stockholders,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Net Income,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Net Income Including Noncontrolling Interests,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Net Income Continuous Operations,-13146000.0,-23450000.0,-12608000.0,-15215000.0,-19884000.0,
Tax Provision,279000.0,390000.0,196000.0,-131000.0,89000.0,
Pretax Income,-12867000.0,-23060000.0,-12412000.0,-15346000.0,-19795000.0,
Other Income Expense,80000.0,-11441000.0,215000.0,96000.0,402000.0,
Other Non Operating Income Expenses,80000.0,79000.0,215000.0,96000.0,402000.0,
Special Income Charges,0.0,-11520000.0,,0.0,0.0,0.0
Gain On Sale Of Ppe,0.0,-11520000.0,,,0.0,0.0
Write Off,,,,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-3910000.0,-3811000.0,-3931000.0,-4019000.0,-3963000.0,
Interest Expense Non Operating,3910000.0,3811000.0,3931000.0,4019000.0,3963000.0,
Operating Income,-9037000.0,-7808000.0,-8696000.0,-11423000.0,-16234000.0,
Operating Expense,17556000.0,18659000.0,19621000.0,19872000.0,19543000.0,
Selling General And Administration,17556000.0,18659000.0,19621000.0,19872000.0,19543000.0,
Gross Profit,8519000.0,10851000.0,10925000.0,8449000.0,3309000.0,
Cost Of Revenue,35490000.0,43942000.0,43247000.0,38735000.0,50859000.0,
Total Revenue,44009000.0,54793000.0,54172000.0,47184000.0,54168000.0,
Operating Revenue,44009000.0,54793000.0,54172000.0,47184000.0,54168000.0,
