,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,256212.015141,0.0,-337600.0,0.0,274803.815565,,
Tax Rate For Calcs,0.21001,0.171491,0.211,0.216,0.225434,,
Normalized EBITDA,96456000.0,59327000.0,93329000.0,83025000.0,72446000.0,,
Total Unusual Items,1220000.0,,-1600000.0,,1219000.0,,
Total Unusual Items Excluding Goodwill,1220000.0,,-1600000.0,,1219000.0,,
Net Income From Continuing Operation Net Minority Interest,64687000.0,36348000.0,61537000.0,54734000.0,45794000.0,,
Reconciled Depreciation,11902000.0,11114000.0,10673000.0,9511000.0,10612000.0,,
Reconciled Cost Of Revenue,511488000.0,441414000.0,463903000.0,450544000.0,463564000.0,,
EBITDA,97676000.0,59327000.0,91729000.0,83025000.0,73665000.0,,
EBIT,85774000.0,48213000.0,81056000.0,73514000.0,63053000.0,,
Net Interest Income,4536000.0,3997000.0,3991000.0,4737000.0,4249000.0,,
Interest Expense,1497000.0,2059000.0,2099000.0,2113000.0,2197000.0,,
Interest Income,6033000.0,6056000.0,6090000.0,6850000.0,6446000.0,,
Normalized Income,63723212.015141,36348000.0,62799400.0,54734000.0,44849803.815565,,
Net Income From Continuing And Discontinued Operation,64687000.0,36348000.0,61537000.0,54734000.0,45794000.0,,
Total Expenses,622797000.0,551709000.0,572117000.0,550199000.0,572391000.0,,
Total Operating Income As Reported,78521000.0,42158000.0,72808000.0,66678000.0,55388000.0,,
Diluted Average Shares,57444000.0,,57407000.0,58185000.0,58335000.0,55760000.0,
Basic Average Shares,57105000.0,,57407000.0,57648000.0,57865000.0,55760000.0,
Diluted EPS,1.13,,1.06,0.94,0.79,0.05,
Basic EPS,1.13,,1.07,0.95,0.79,0.05,
Diluted NI Availto Com Stockholders,64687000.0,36348000.0,61537000.0,54734000.0,45794000.0,,
Net Income Common Stockholders,64687000.0,36348000.0,61537000.0,54734000.0,45794000.0,,
Net Income,64687000.0,36348000.0,61537000.0,54734000.0,45794000.0,,
Minority Interests,-1306000.0,-1353000.0,-1290000.0,-584000.0,0.0,,
Net Income Including Noncontrolling Interests,65993000.0,37701000.0,62827000.0,55318000.0,45794000.0,,
Net Income Continuous Operations,65993000.0,37701000.0,62827000.0,55318000.0,45794000.0,,
Earnings From Equity Interest Net Of Tax,-585000.0,-538000.0,568000.0,-691000.0,-1343000.0,,
Tax Provision,17699000.0,7915000.0,16698000.0,15392000.0,13719000.0,,
Pretax Income,84277000.0,46154000.0,78957000.0,71401000.0,60856000.0,,
Other Income Expense,1220000.0,6725000.0,-2158000.0,-14000.0,1219000.0,,
Other Non Operating Income Expenses,,5525000.0,-558000.0,-14000.0,,217000.0,-756000.0
Special Income Charges,,,200000.0,,,,
Other Special Charges,,,1000000.0,,,,
Restructuring And Mergern Acquisition,,,-1200000.0,,,,
Gain On Sale Of Security,1220000.0,,-1800000.0,,1219000.0,,
Net Non Operating Interest Income Expense,4536000.0,3997000.0,3991000.0,4737000.0,4249000.0,,
Interest Expense Non Operating,1497000.0,2059000.0,2099000.0,2113000.0,2197000.0,,
Interest Income Non Operating,6033000.0,6056000.0,6090000.0,6850000.0,6446000.0,,
Operating Income,78521000.0,42158000.0,72808000.0,66678000.0,55388000.0,,
Operating Expense,111309000.0,110295000.0,108214000.0,99655000.0,108827000.0,,
Selling General And Administration,111309000.0,110295000.0,108214000.0,99655000.0,108827000.0,,
Gross Profit,189830000.0,152453000.0,181022000.0,166333000.0,164215000.0,,
Cost Of Revenue,511488000.0,441414000.0,463903000.0,450544000.0,463564000.0,,
Total Revenue,701318000.0,593867000.0,644925000.0,616877000.0,627779000.0,,
Operating Revenue,701318000.0,593867000.0,644925000.0,616877000.0,627779000.0,,
