,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-45900000.0,-34979000.0,-19639664.804469,-24012000.0,-23114000.0
Tax Rate For Calcs,0.15,0.263,0.22067,0.276,0.254
Normalized EBITDA,2358000000.0,2236000000.0,2515000000.0,2515000000.0,2314000000.0
Total Unusual Items,-306000000.0,-133000000.0,-89000000.0,-87000000.0,-91000000.0
Total Unusual Items Excluding Goodwill,-306000000.0,-133000000.0,-89000000.0,-87000000.0,-91000000.0
Net Income From Continuing Operation Net Minority Interest,157000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Reconciled Depreciation,1215000000.0,1185000000.0,1185000000.0,1170000000.0,1159000000.0
Reconciled Cost Of Revenue,2823000000.0,2703000000.0,2935000000.0,2571000000.0,2745000000.0
EBITDA,2052000000.0,2103000000.0,2426000000.0,2428000000.0,2223000000.0
EBIT,837000000.0,918000000.0,1241000000.0,1258000000.0,1064000000.0
Net Interest Income,-551000000.0,-577000000.0,-567000000.0,-572000000.0,-570000000.0
Interest Expense,516000000.0,538000000.0,525000000.0,531000000.0,536000000.0
Interest Income,1000000.0,2000000.0,2000000.0,1000000.0,0.0
Normalized Income,417100000.0,378021000.0,627360335.195531,588988000.0,461886000.0
Net Income From Continuing And Discontinued Operation,157000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Total Expenses,4038000000.0,3888000000.0,4120000000.0,3741000000.0,3904000000.0
Diluted Average Shares,541000000.0,539000000.0,547058824.0,536000000.0,534000000.0
Basic Average Shares,540000000.0,538000000.0,536538462.0,534000000.0,533000000.0
Diluted EPS,0.29,0.5,1.02,0.98,0.73
Basic EPS,0.29,0.52,1.04,0.99,0.74
Diluted NI Availto Com Stockholders,157000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Net Income Common Stockholders,157000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Net Income,157000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Minority Interests,9000000.0,,,,0.0
Net Income Including Noncontrolling Interests,148000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Net Income Continuous Operations,148000000.0,280000000.0,558000000.0,526000000.0,394000000.0
Tax Provision,173000000.0,100000000.0,158000000.0,201000000.0,134000000.0
Pretax Income,321000000.0,380000000.0,716000000.0,727000000.0,528000000.0
Other Income Expense,-306000000.0,-131000000.0,-77000000.0,-89000000.0,-91000000.0
Special Income Charges,-238000000.0,-127000000.0,-83000000.0,-91000000.0,-90000000.0
Restructuring And Mergern Acquisition,238000000.0,127000000.0,83000000.0,91000000.0,90000000.0
Earnings From Equity Interest,0.0,2000000.0,9000000.0,-2000000.0,0.0
Gain On Sale Of Security,-68000000.0,-6000000.0,-6000000.0,4000000.0,-1000000.0
Net Non Operating Interest Income Expense,-551000000.0,-577000000.0,-567000000.0,-572000000.0,-570000000.0
Total Other Finance Cost,36000000.0,41000000.0,44000000.0,42000000.0,34000000.0
Interest Expense Non Operating,516000000.0,538000000.0,525000000.0,531000000.0,536000000.0
Interest Income Non Operating,1000000.0,2000000.0,2000000.0,1000000.0,0.0
Operating Income,1178000000.0,1088000000.0,1361000000.0,1388000000.0,1189000000.0
Operating Expense,1184000000.0,1166000000.0,1172000000.0,1157000000.0,1136000000.0
Depreciation Amortization Depletion Income Statement,1184000000.0,1166000000.0,1172000000.0,1157000000.0,1136000000.0
Depreciation And Amortization In Income Statement,1184000000.0,1166000000.0,1172000000.0,1157000000.0,1136000000.0
Gross Profit,2362000000.0,2254000000.0,2533000000.0,2545000000.0,2325000000.0
Cost Of Revenue,2854000000.0,2722000000.0,2948000000.0,2584000000.0,2768000000.0
Total Revenue,5216000000.0,4976000000.0,5481000000.0,5129000000.0,5093000000.0
Operating Revenue,5216000000.0,4976000000.0,5481000000.0,5129000000.0,5093000000.0
