,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-3299.879017,2327.6,-2201.48853,6990.4,-5235.481215,
Tax Rate For Calcs,0.206242,0.2116,0.220149,0.2056,0.163609,
Total Unusual Items,-16000.0,11000.0,-10000.0,34000.0,-32000.0,
Total Unusual Items Excluding Goodwill,-16000.0,11000.0,-10000.0,34000.0,-32000.0,
Net Income From Continuing Operation Net Minority Interest,120721000.0,84306000.0,94408000.0,95267000.0,96507000.0,
Net Interest Income,274537000.0,260055000.0,232608000.0,230256000.0,225715000.0,
Interest Expense,146659000.0,143592000.0,143426000.0,152467000.0,148469000.0,
Interest Income,421196000.0,403647000.0,376034000.0,382723000.0,374184000.0,
Normalized Income,120733700.120983,84297327.6,94415798.51147,95239990.4,96533764.518785,
Net Income From Continuing And Discontinued Operation,120721000.0,84306000.0,94408000.0,95267000.0,96507000.0,
Diluted Average Shares,142444497.0,142698118.0,135732069.0,135504911.0,135314785.0,
Basic Average Shares,142206539.0,142330694.0,135235641.0,135158476.0,135137901.0,
Diluted EPS,0.85,0.59,0.69,0.7,0.71,
Basic EPS,0.85,0.59,0.7,0.7,0.71,
Diluted NI Availto Com Stockholders,120448000.0,84123000.0,95036000.0,95056000.0,96290000.0,
Net Income Common Stockholders,120448000.0,84123000.0,95036000.0,95056000.0,96290000.0,
Otherunder Preferred Stock Dividend,273000.0,183000.0,,211000.0,217000.0,198000.0
Net Income,120721000.0,84306000.0,94408000.0,95267000.0,96507000.0,
Net Income Including Noncontrolling Interests,120721000.0,84306000.0,94408000.0,95267000.0,96507000.0,
Net Income Continuous Operations,120721000.0,84306000.0,94408000.0,95267000.0,96507000.0,
Tax Provision,31367000.0,22627000.0,26651000.0,24649000.0,18878000.0,
Pretax Income,152088000.0,106933000.0,121059000.0,119916000.0,115385000.0,
Gain On Sale Of Security,425000.0,521000.0,-688000.0,-6715000.0,-218000.0,
Selling General And Administration,80895000.0,78885000.0,75946000.0,75903000.0,75706000.0,
General And Administrative Expense,80895000.0,78885000.0,75946000.0,75903000.0,75706000.0,
Insurance And Claims,4532000.0,4728000.0,3884000.0,4338000.0,5058000.0,
Salaries And Wages,76363000.0,74157000.0,72062000.0,71565000.0,70648000.0,
Total Revenue,305393000.0,289020000.0,261040000.0,261168000.0,254293000.0,
Operating Revenue,305393000.0,289020000.0,261040000.0,261168000.0,254293000.0,
Occupancy And Equipment,21076000.0,21183000.0,18544000.0,19082000.0,18948000.0,
Other Non Interest Expense,45445000.0,52916000.0,38800000.0,39324000.0,38475000.0,
