,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.318,0.21,0.253,0.307
Normalized EBITDA,152722000.0,93351000.0,79092000.0,151621000.0,146579000.0
Net Income From Continuing Operation Net Minority Interest,41828000.0,13248000.0,-7359000.0,55361000.0,51264000.0
Reconciled Depreciation,44683000.0,42597000.0,45997000.0,44040000.0,41150000.0
Reconciled Cost Of Revenue,611711000.0,561588000.0,658424000.0,642198000.0,635055000.0
EBITDA,152722000.0,93351000.0,79092000.0,151621000.0,146579000.0
EBIT,108039000.0,50754000.0,33095000.0,107581000.0,105429000.0
Net Interest Income,-34011000.0,-30942000.0,-32535000.0,-34196000.0,-31115000.0
Interest Expense,34865000.0,32042000.0,33620000.0,35288000.0,32314000.0
Interest Income,854000.0,1100000.0,1085000.0,1092000.0,1199000.0
Normalized Income,41828000.0,13248000.0,-7359000.0,55361000.0,51264000.0
Net Income From Continuing And Discontinued Operation,41828000.0,13248000.0,-7359000.0,55361000.0,51264000.0
Total Expenses,798051000.0,742216000.0,830957000.0,813586000.0,816511000.0
Diluted Average Shares,54952000.0,56029000.0,56658000.0,56650000.0,56636000.0
Basic Average Shares,54443000.0,54998000.0,55106000.0,54975000.0,54946000.0
Diluted EPS,0.76,0.24,-0.13,0.98,0.91
Basic EPS,0.77,0.24,-0.13,1.01,0.93
Diluted NI Availto Com Stockholders,41828000.0,13248000.0,-7359000.0,55361000.0,51264000.0
Net Income Common Stockholders,41828000.0,13248000.0,-7359000.0,55361000.0,51264000.0
Net Income,41828000.0,13248000.0,-7359000.0,55361000.0,51264000.0
Minority Interests,-17000.0,-16000.0,-107000.0,22000.0,-33000.0
Net Income Including Noncontrolling Interests,41845000.0,13264000.0,-7252000.0,55339000.0,51297000.0
Net Income Continuous Operations,41845000.0,13264000.0,-7252000.0,55339000.0,51297000.0
Earnings From Equity Interest Net Of Tax,1397000.0,497000.0,1158000.0,1310000.0,600000.0
Tax Provision,32726000.0,5945000.0,7885000.0,18264000.0,22418000.0
Pretax Income,73174000.0,18712000.0,-525000.0,72293000.0,73115000.0
Other Income Expense,7141000.0,3207000.0,-60317000.0,2148000.0,3634000.0
Other Non Operating Income Expenses,7141000.0,3207000.0,-10973000.0,2148000.0,3634000.0
Net Non Operating Interest Income Expense,-34011000.0,-30942000.0,-32535000.0,-34196000.0,-31115000.0
Interest Expense Non Operating,34865000.0,32042000.0,33620000.0,35288000.0,32314000.0
Interest Income Non Operating,854000.0,1100000.0,1085000.0,1092000.0,1199000.0
Operating Income,100044000.0,46447000.0,92327000.0,104341000.0,100596000.0
Operating Expense,186340000.0,180628000.0,172533000.0,171388000.0,181456000.0
Selling General And Administration,186340000.0,180628000.0,122968000.0,171388000.0,181456000.0
Gross Profit,286384000.0,227075000.0,264860000.0,275729000.0,282052000.0
Cost Of Revenue,611711000.0,561588000.0,658424000.0,642198000.0,635055000.0
Total Revenue,898095000.0,788663000.0,923284000.0,917927000.0,917107000.0
Operating Revenue,898095000.0,788663000.0,923284000.0,917927000.0,917107000.0
