,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,-181860.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.015997,0.062,0.088461,0.114929
Total Unusual Items,-866000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-866000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Reconciled Depreciation,1710000.0,1451000.0,1425000.0,1450000.0,1441000.0
Net Interest Income,18600000.0,18431000.0,18161000.0,19958000.0,21432000.0
Interest Expense,23610000.0,24115000.0,23335000.0,20966000.0,18984000.0
Interest Income,42210000.0,42546000.0,41496000.0,40924000.0,40416000.0
Normalized Income,5283140.0,4798000.0,4435000.0,6059000.0,6800000.0
Net Income From Continuing And Discontinued Operation,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Diluted Average Shares,22667323.0,22560853.0,22594395.0,22709257.0,22656630.0
Basic Average Shares,22529051.0,22510359.0,22520568.0,22586296.0,22569716.0
Diluted EPS,0.2,0.21,0.2,0.27,0.3
Basic EPS,0.2,0.21,0.2,0.27,0.3
Diluted NI Availto Com Stockholders,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Net Income Common Stockholders,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Net Income,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Net Income Including Noncontrolling Interests,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Net Income Continuous Operations,4599000.0,4798000.0,4435000.0,6059000.0,6800000.0
Tax Provision,-410000.0,78000.0,294000.0,588000.0,883000.0
Pretax Income,4189000.0,4876000.0,4729000.0,6647000.0,7683000.0
Special Income Charges,-866000.0,,,,0.0
Restructuring And Mergern Acquisition,866000.0,,,,0.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0,0.0
Selling General And Administration,9695000.0,9500000.0,9974000.0,8105000.0,9649000.0
General And Administrative Expense,9695000.0,9500000.0,9974000.0,8105000.0,9649000.0
Salaries And Wages,9695000.0,9500000.0,9974000.0,8105000.0,9649000.0
Total Revenue,21810000.0,21295000.0,20935000.0,22115000.0,23676000.0
Operating Revenue,21810000.0,21295000.0,20935000.0,22115000.0,23676000.0
Occupancy And Equipment,2965000.0,3110000.0,3214000.0,3166000.0,3253000.0
Other Non Interest Expense,3925000.0,3239000.0,3018000.0,3536000.0,3262000.0
