,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-112264.377914,-242750.0,-891052.269197,0.0,-200493.370293
Tax Rate For Calcs,0.255728,0.25,0.263781,0.247,0.243613
Total Unusual Items,-439000.0,-971000.0,-3378000.0,0.0,-823000.0
Total Unusual Items Excluding Goodwill,-439000.0,-971000.0,-3378000.0,0.0,-823000.0
Net Income From Continuing Operation Net Minority Interest,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Reconciled Depreciation,3328000.0,3260000.0,3579000.0,3604000.0,3627000.0
Net Interest Income,88685000.0,85830000.0,84988000.0,83008000.0,80001000.0
Interest Expense,65387000.0,67898000.0,73159000.0,76552000.0,75354000.0
Interest Income,154072000.0,153728000.0,158147000.0,159560000.0,155355000.0
Normalized Income,22352735.622086,19828250.0,20022947.730803,20142000.0,16994506.629707
Net Income From Continuing And Discontinued Operation,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Diluted Average Shares,89612781.0,89567747.0,89483964.0,89319611.0,89222315.0
Basic Average Shares,89104605.0,89103510.0,89098443.0,89033463.0,88904692.0
Diluted EPS,0.25,0.21,0.2,0.23,0.18
Basic EPS,0.25,0.21,0.2,0.23,0.18
Diluted NI Availto Com Stockholders,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Net Income Common Stockholders,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Net Income,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Net Income Including Noncontrolling Interests,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Net Income Continuous Operations,22026000.0,19100000.0,17536000.0,20142000.0,16372000.0
Tax Provision,7568000.0,6382000.0,6283000.0,6606000.0,5273000.0
Pretax Income,29594000.0,25482000.0,23819000.0,26748000.0,21645000.0
Special Income Charges,-439000.0,-971000.0,-3378000.0,0.0,-823000.0
Restructuring And Mergern Acquisition,439000.0,971000.0,3378000.0,0.0,823000.0
Gain On Sale Of Security,-7000.0,58000.0,1219000.0,172000.0,145000.0
Depreciation Amortization Depletion Income Statement,1431000.0,1430000.0,1701000.0,1668000.0,1669000.0
Depreciation And Amortization In Income Statement,1431000.0,1430000.0,1701000.0,1668000.0,1669000.0
Amortization,1431000.0,1430000.0,1701000.0,1668000.0,1669000.0
Amortization Of Intangibles Income Statement,1431000.0,1430000.0,1701000.0,1668000.0,1669000.0
Selling General And Administration,38398000.0,38758000.0,40522000.0,38107000.0,38291000.0
Selling And Marketing Expense,1371000.0,868000.0,1303000.0,859000.0,1504000.0
General And Administrative Expense,37027000.0,37890000.0,39219000.0,37248000.0,36787000.0
Insurance And Claims,1880000.0,2037000.0,2017000.0,2118000.0,2025000.0
Salaries And Wages,35147000.0,35853000.0,37202000.0,35130000.0,34762000.0
Total Revenue,94652000.0,91478000.0,91679000.0,89528000.0,86436000.0
Operating Revenue,94652000.0,91478000.0,91679000.0,89528000.0,86436000.0
Occupancy And Equipment,12190000.0,12733000.0,12173000.0,12174000.0,12283000.0
Professional Expense And Contract Services Expense,1471000.0,1726000.0,1345000.0,2143000.0,1745000.0
Other Non Interest Expense,4132000.0,4404000.0,4600000.0,3856000.0,4373000.0
