,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.194521,0.196,0.20911,0.196721,0.173913,
Net Income From Continuing Operation Net Minority Interest,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Reconciled Depreciation,6600000.0,7000000.0,7000000.0,6400000.0,6400000.0,
EBIT,45100000.0,56400000.0,56800000.0,51400000.0,13300000.0,
Net Interest Income,-8600000.0,-8900000.0,-8500000.0,-8700000.0,-8700000.0,
Interest Expense,8600000.0,8900000.0,8500000.0,8700000.0,8700000.0,
Normalized Income,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Net Income From Continuing And Discontinued Operation,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Total Expenses,355100000.0,352600000.0,344800000.0,354900000.0,374400000.0,
Diluted Average Shares,41600000.0,41600000.0,,41400000.0,41600000.0,41500000.0
Basic Average Shares,41300000.0,41300000.0,,41200000.0,41400000.0,41300000.0
Diluted EPS,0.71,0.92,,0.83,0.09,0.64
Basic EPS,0.71,0.93,,0.83,0.09,0.64
Diluted NI Availto Com Stockholders,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Net Income Common Stockholders,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Net Income,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Net Income Including Noncontrolling Interests,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Net Income Continuous Operations,29400000.0,38200000.0,38200000.0,34300000.0,3800000.0,
Tax Provision,7100000.0,9300000.0,10100000.0,8400000.0,800000.0,
Pretax Income,36500000.0,47500000.0,48300000.0,42700000.0,4600000.0,
Other Income Expense,4200000.0,5500000.0,6700000.0,6200000.0,4700000.0,
Net Non Operating Interest Income Expense,-8600000.0,-8900000.0,-8500000.0,-8700000.0,-8700000.0,
Interest Expense Non Operating,8600000.0,8900000.0,8500000.0,8700000.0,8700000.0,
Other Operating Expenses,100000000.0,90800000.0,95100000.0,82900000.0,82100000.0,
Depreciation And Amortization In Income Statement,3600000.0,3600000.0,3600000.0,3600000.0,3700000.0,
Amortization,3600000.0,3600000.0,3600000.0,3600000.0,3700000.0,
Total Revenue,391600000.0,400100000.0,393100000.0,397600000.0,379000000.0,
Operating Revenue,391600000.0,400100000.0,393100000.0,397600000.0,379000000.0,
Loss Adjustment Expense,183500000.0,183200000.0,170100000.0,191300000.0,207300000.0,
Net Policyholder Benefits And Claims,183500000.0,183200000.0,170100000.0,191300000.0,207300000.0,
Policyholder Benefits Gross,194500000.0,194200000.0,177100000.0,202500000.0,217500000.0,
Policyholder Benefits Ceded,11000000.0,11000000.0,7000000.0,11200000.0,10200000.0,
