,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-2932440.0,-1778880.0,1155174.913082,-1591590.0,-729750.0,,
Tax Rate For Calcs,0.21,0.32,0.227531,0.21,0.21,,
Normalized EBITDA,45371000.0,138859000.0,173017000.0,-2407000.0,29316000.0,,
Total Unusual Items,-13964000.0,-5559000.0,5077000.0,-7579000.0,-3475000.0,,
Total Unusual Items Excluding Goodwill,-13964000.0,-5559000.0,5077000.0,-7579000.0,-3475000.0,,
Net Income From Continuing Operation Net Minority Interest,30077000.0,85422000.0,119090000.0,-14390000.0,6613000.0,,
Reconciled Depreciation,6159000.0,5963000.0,22138000.0,-3367000.0,8930000.0,,
Reconciled Cost Of Revenue,109574000.0,102450000.0,102355000.0,96706000.0,96946000.0,,
EBITDA,31407000.0,133300000.0,178094000.0,-9986000.0,25841000.0,,
EBIT,25248000.0,127337000.0,155956000.0,-9986000.0,16911000.0,,
Net Interest Income,3247000.0,4308000.0,5156000.0,5130000.0,5129000.0,,
Interest Expense,1000.0,1027000.0,1788000.0,1639000.0,1656000.0,,
Interest Income,3248000.0,5335000.0,6944000.0,6769000.0,6785000.0,,
Normalized Income,41108560.0,89202120.0,115168174.913082,-8402590.0,9358250.0,,
Net Income From Continuing And Discontinued Operation,30077000.0,85422000.0,119090000.0,-14390000.0,6613000.0,,
Total Expenses,367277000.0,348633000.0,346596000.0,334226000.0,337552000.0,,
Total Operating Income As Reported,17279000.0,126989000.0,142989000.0,-11661000.0,12966000.0,,
Diluted Average Shares,182160000.0,188826000.0,191272000.0,171250000.0,177000000.0,,
Basic Average Shares,170776000.0,171804000.0,172000000.0,171250000.0,170314000.0,,
Diluted EPS,0.17,0.455,0.625,-0.085,0.04,,
Basic EPS,0.18,0.495,0.69,-0.085,0.04,,
Diluted NI Availto Com Stockholders,30077000.0,85422000.0,119014000.0,-14390000.0,6613000.0,,
Net Income Common Stockholders,30077000.0,85422000.0,119090000.0,-14390000.0,6613000.0,,
Net Income,30077000.0,85422000.0,119090000.0,-14390000.0,6613000.0,,
Net Income Including Noncontrolling Interests,30077000.0,85422000.0,119090000.0,-14390000.0,6613000.0,,
Net Income Continuous Operations,30077000.0,85422000.0,119090000.0,-14390000.0,6613000.0,,
Tax Provision,-4830000.0,40888000.0,35078000.0,2765000.0,8642000.0,,
Pretax Income,25247000.0,126310000.0,154168000.0,-11625000.0,15255000.0,,
Other Income Expense,4765000.0,-4998000.0,4778000.0,-7579000.0,-3475000.0,,
Other Non Operating Income Expenses,18729000.0,561000.0,-299000.0,,,1684000.0,25000.0
Special Income Charges,44000.0,-11000.0,-1245000.0,-2485000.0,-635000.0,,
Other Special Charges,,,0.0,,,32403000.0,
Restructuring And Mergern Acquisition,-44000.0,11000.0,1245000.0,2485000.0,635000.0,,
Gain On Sale Of Security,-14008000.0,-5548000.0,6322000.0,-5094000.0,-2840000.0,,
Net Non Operating Interest Income Expense,3247000.0,4308000.0,5156000.0,5130000.0,5129000.0,,
Interest Expense Non Operating,1000.0,1027000.0,1788000.0,1639000.0,1656000.0,,
Interest Income Non Operating,3248000.0,5335000.0,6944000.0,6769000.0,6785000.0,,
Operating Income,17235000.0,127000000.0,144234000.0,-9176000.0,13601000.0,,
Operating Expense,257703000.0,246183000.0,244241000.0,237520000.0,240606000.0,,
Research And Development,78784000.0,74286000.0,76379000.0,74157000.0,75425000.0,,
Selling General And Administration,178919000.0,171897000.0,167862000.0,163363000.0,165181000.0,,
Selling And Marketing Expense,147131000.0,138069000.0,139655000.0,127669000.0,139761000.0,,
General And Administrative Expense,31788000.0,33828000.0,28207000.0,35694000.0,25420000.0,,
Other Gand A,31788000.0,33828000.0,28207000.0,35694000.0,25420000.0,,
Gross Profit,274938000.0,373183000.0,388475000.0,228344000.0,254207000.0,,
Cost Of Revenue,109574000.0,102450000.0,102355000.0,96706000.0,96946000.0,,
Total Revenue,384512000.0,475633000.0,490830000.0,325050000.0,351153000.0,,
Operating Revenue,384512000.0,475633000.0,490830000.0,325050000.0,351153000.0,,
