,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-12375000.0,-12489000.0,-11655000.0,-11744000.0,-7543000.0
Total Unusual Items,-97000.0,-91000.0,-450000.0,-345000.0,-57000.0
Total Unusual Items Excluding Goodwill,-97000.0,-91000.0,-450000.0,-345000.0,-57000.0
Net Income From Continuing Operation Net Minority Interest,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Reconciled Depreciation,55000.0,62000.0,58000.0,57000.0,57000.0
EBITDA,-12472000.0,-12580000.0,-12105000.0,-12089000.0,-7600000.0
EBIT,-12527000.0,-12642000.0,-12163000.0,-12146000.0,-7657000.0
Net Interest Income,1000.0,137000.0,285000.0,307000.0,29000.0
Interest Expense,191000.0,185000.0,197000.0,366000.0,804000.0
Interest Income,192000.0,322000.0,482000.0,673000.0,833000.0
Normalized Income,-12621000.0,-12736000.0,-11910000.0,-12167000.0,-8404000.0
Net Income From Continuing And Discontinued Operation,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Total Expenses,12563000.0,12894000.0,12190000.0,12466000.0,8431000.0
Diluted Average Shares,34685072.0,34685072.0,34510786.0,34355050.0,34318709.0
Basic Average Shares,34685072.0,34685072.0,34510786.0,34355050.0,34318709.0
Diluted EPS,-0.37,-0.37,-0.36,-0.36,-0.25
Basic EPS,-0.37,-0.37,-0.36,-0.36,-0.25
Diluted NI Availto Com Stockholders,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Net Income Common Stockholders,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Net Income,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Net Income Including Noncontrolling Interests,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Net Income Continuous Operations,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Pretax Income,-12718000.0,-12827000.0,-12360000.0,-12512000.0,-8461000.0
Other Income Expense,-156000.0,-70000.0,-455000.0,-353000.0,-59000.0
Other Non Operating Income Expenses,-59000.0,21000.0,-5000.0,-8000.0,-2000.0
Special Income Charges,-97000.0,-91000.0,-450000.0,-345000.0,-57000.0
Other Special Charges,,,0.0,283000.0,
Restructuring And Mergern Acquisition,97000.0,91000.0,450000.0,62000.0,57000.0
Net Non Operating Interest Income Expense,1000.0,137000.0,285000.0,307000.0,29000.0
Interest Expense Non Operating,191000.0,185000.0,197000.0,366000.0,804000.0
Interest Income Non Operating,192000.0,322000.0,482000.0,673000.0,833000.0
Operating Income,-12563000.0,-12894000.0,-12190000.0,-12466000.0,-8431000.0
Operating Expense,12563000.0,12894000.0,12190000.0,12466000.0,8431000.0
Research And Development,6707000.0,7097000.0,7296000.0,7609000.0,5113000.0
Selling General And Administration,5856000.0,5797000.0,4894000.0,4857000.0,3318000.0
General And Administrative Expense,5856000.0,5797000.0,4894000.0,4857000.0,3318000.0
Other Gand A,5856000.0,5797000.0,4894000.0,4857000.0,3318000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
