,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-3500000.0,-4830000.0,-4173913.043478,210.0,-15330.0,,
Tax Rate For Calcs,0.25,0.21,0.130435,0.21,0.21,,
Normalized EBITDA,85000000.0,80000000.0,42000000.0,15720000.0,20673000.0,,
Total Unusual Items,-14000000.0,-23000000.0,-32000000.0,1000.0,-73000.0,,
Total Unusual Items Excluding Goodwill,-14000000.0,-23000000.0,-32000000.0,1000.0,-73000.0,,
Net Income From Continuing Operation Net Minority Interest,-18000000.0,-41000000.0,-60000000.0,-20002000.0,-15795000.0,,
Reconciled Depreciation,58000000.0,58000000.0,53000000.0,15829000.0,15542000.0,,
Reconciled Cost Of Revenue,704000000.0,692000000.0,592000000.0,296620000.0,292656000.0,,
EBITDA,71000000.0,57000000.0,10000000.0,15721000.0,20600000.0,,
EBIT,13000000.0,-1000000.0,-43000000.0,-108000.0,5058000.0,,
Net Interest Income,-37000000.0,-39000000.0,-26000000.0,-18167000.0,-17627000.0,,
Interest Expense,37000000.0,39000000.0,26000000.0,18404000.0,17900000.0,,
Interest Income,,,,237000.0,273000.0,261000.0,327000.0
Normalized Income,-7500000.0,-22830000.0,-32173913.043478,-20002790.0,-15737330.0,,
Net Income From Continuing And Discontinued Operation,-18000000.0,-41000000.0,-60000000.0,-15247000.0,-16279000.0,,
Total Expenses,812000000.0,797000000.0,692000000.0,329131000.0,322076000.0,,
Total Operating Income As Reported,13000000.0,4000000.0,-22000000.0,2971000.0,7294000.0,,
Diluted Average Shares,35600000.0,35600000.0,35400000.0,3495538.0,3487538.0,,
Basic Average Shares,35600000.0,35600000.0,35400000.0,3495538.0,3487538.0,,
Diluted EPS,-0.51,-1.15,-1.69,-4.29,-4.81,,
Basic EPS,-0.51,-1.15,-1.69,-4.29,-4.81,,
Diluted NI Availto Com Stockholders,-18000000.0,-41000000.0,-60000000.0,-15247000.0,-16279000.0,,
Net Income Common Stockholders,-18000000.0,-41000000.0,-60000000.0,-15247000.0,-16279000.0,,
Net Income,-18000000.0,-41000000.0,-60000000.0,-15247000.0,-16279000.0,,
Net Income Including Noncontrolling Interests,-18000000.0,-41000000.0,-60000000.0,-15247000.0,-16279000.0,,
Net Income Discontinuous Operations,,,,4755000.0,-484000.0,-197000.0,-56000.0
Net Income Continuous Operations,-18000000.0,-41000000.0,-60000000.0,-20002000.0,-15795000.0,,
Tax Provision,-6000000.0,1000000.0,-9000000.0,1490000.0,2953000.0,,
Pretax Income,-24000000.0,-40000000.0,-69000000.0,-18512000.0,-12842000.0,,
Other Income Expense,-14000000.0,-28000000.0,-53000000.0,-3315000.0,-2582000.0,,
Other Non Operating Income Expenses,,-5000000.0,-21000000.0,-3316000.0,-2509000.0,-2027000.0,
Special Income Charges,-14000000.0,-23000000.0,-32000000.0,1000.0,-73000.0,,
Gain On Sale Of Ppe,,,,1000.0,-73000.0,2000.0,-239000.0
Gain On Sale Of Business,,,,0.0,,,-560000.0
Impairment Of Capital Assets,,,,,,,0.0
Restructuring And Mergern Acquisition,14000000.0,23000000.0,32000000.0,,,,
Net Non Operating Interest Income Expense,-37000000.0,-39000000.0,-26000000.0,-18167000.0,-17627000.0,,
Interest Expense Non Operating,37000000.0,39000000.0,26000000.0,18404000.0,17900000.0,,
Interest Income Non Operating,,,,237000.0,273000.0,261000.0,327000.0
Operating Income,27000000.0,27000000.0,10000000.0,2970000.0,7367000.0,,
Operating Expense,63000000.0,61000000.0,61000000.0,32511000.0,29420000.0,,
Other Operating Expenses,,,3000000.0,,,,
Depreciation Amortization Depletion Income Statement,13000000.0,14000000.0,14000000.0,,,,
Depreciation And Amortization In Income Statement,13000000.0,14000000.0,14000000.0,,,,
Amortization,13000000.0,14000000.0,14000000.0,,,,
Amortization Of Intangibles Income Statement,13000000.0,14000000.0,14000000.0,,,,
Selling General And Administration,50000000.0,47000000.0,44000000.0,32511000.0,29420000.0,,
Gross Profit,90000000.0,88000000.0,71000000.0,35481000.0,36787000.0,,
Cost Of Revenue,749000000.0,736000000.0,631000000.0,296620000.0,292656000.0,,
Total Revenue,839000000.0,824000000.0,702000000.0,332101000.0,329443000.0,,
Operating Revenue,839000000.0,824000000.0,702000000.0,332101000.0,329443000.0,,
