,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-19719000.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.342593,0.21,0.21,0.21,
Normalized EBITDA,22800000.0,26800000.0,16700000.0,16000000.0,14400000.0,
Total Unusual Items,-93900000.0,,,,0.0,
Total Unusual Items Excluding Goodwill,-93900000.0,,,,0.0,
Net Income From Continuing Operation Net Minority Interest,-89100000.0,6900000.0,-300000.0,-50000000.0,1400000.0,
Reconciled Depreciation,6800000.0,6600000.0,7100000.0,6600000.0,7000000.0,
Reconciled Cost Of Revenue,135500000.0,136200000.0,131300000.0,138600000.0,142200000.0,
EBITDA,-71100000.0,26800000.0,16700000.0,16000000.0,14400000.0,
EBIT,-77900000.0,20200000.0,9600000.0,9400000.0,7400000.0,
Net Interest Income,-6900000.0,-7300000.0,-5900000.0,-5800000.0,-5600000.0,
Interest Expense,8700000.0,9400000.0,7100000.0,6900000.0,6600000.0,
Interest Income,2500000.0,2900000.0,2100000.0,1800000.0,1800000.0,
Normalized Income,-14919000.0,6900000.0,-300000.0,-50000000.0,1400000.0,
Net Income From Continuing And Discontinued Operation,-89100000.0,6900000.0,-300000.0,-50000000.0,1400000.0,
Total Expenses,189800000.0,190800000.0,188600000.0,194800000.0,199800000.0,
Total Operating Income As Reported,-80700000.0,22100000.0,11200000.0,10900000.0,9300000.0,
Diluted Average Shares,41500000.0,51200000.0,41100000.0,40900000.0,41200000.0,
Basic Average Shares,41500000.0,41400000.0,41100000.0,40900000.0,40900000.0,
Diluted EPS,-2.15,0.17,-0.01,-1.22,0.03,
Basic EPS,-2.15,0.17,-0.01,-1.22,0.03,
Diluted NI Availto Com Stockholders,-89100000.0,8500000.0,-300000.0,-50000000.0,1400000.0,
Average Dilution Earnings,,1600000.0,,,,0.0
Net Income Common Stockholders,-89100000.0,6900000.0,-300000.0,-50000000.0,1400000.0,
Net Income,-89100000.0,6900000.0,-300000.0,-50000000.0,1400000.0,
Minority Interests,0.0,-200000.0,-200000.0,-100000.0,-100000.0,
Net Income Including Noncontrolling Interests,-89100000.0,7100000.0,-100000.0,-49900000.0,1500000.0,
Net Income Continuous Operations,-89100000.0,7100000.0,-100000.0,-49900000.0,1500000.0,
Tax Provision,2500000.0,3700000.0,2600000.0,52400000.0,-700000.0,
Pretax Income,-86600000.0,10800000.0,2500000.0,2500000.0,800000.0,
Other Income Expense,-92900000.0,-4000000.0,-2800000.0,-2600000.0,-2900000.0,
Other Non Operating Income Expenses,1000000.0,-4000000.0,-2800000.0,-1400000.0,-2900000.0,
Special Income Charges,-93900000.0,,,,0.0,
Impairment Of Capital Assets,93900000.0,,,,0.0,
Net Non Operating Interest Income Expense,-6900000.0,-7300000.0,-5900000.0,-5800000.0,-5600000.0,
Total Other Finance Cost,700000.0,800000.0,900000.0,700000.0,800000.0,
Interest Expense Non Operating,8700000.0,9400000.0,7100000.0,6900000.0,6600000.0,
Interest Income Non Operating,2500000.0,2900000.0,2100000.0,1800000.0,1800000.0,
Operating Income,13200000.0,22100000.0,11200000.0,10900000.0,9300000.0,
Operating Expense,54300000.0,54600000.0,57300000.0,56200000.0,57600000.0,
Research And Development,21400000.0,22000000.0,23500000.0,21900000.0,22000000.0,
Selling General And Administration,32900000.0,32600000.0,33800000.0,34300000.0,35600000.0,
Gross Profit,67500000.0,76700000.0,68500000.0,67100000.0,66900000.0,
Cost Of Revenue,135500000.0,136200000.0,131300000.0,138600000.0,142200000.0,
Total Revenue,203000000.0,212900000.0,199800000.0,205700000.0,209100000.0,
Operating Revenue,203000000.0,212900000.0,199800000.0,205700000.0,209100000.0,
