,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-15120000.0,-4620000.0,-28560000.0,117294000.0,74909090.909091,,
Tax Rate For Calcs,0.21,0.21,0.21,0.226,0.222944,,
Normalized EBITDA,275000000.0,228000000.0,224000000.0,229000000.0,259000000.0,,
Total Unusual Items,-72000000.0,-22000000.0,-136000000.0,519000000.0,336000000.0,,
Total Unusual Items Excluding Goodwill,-72000000.0,-22000000.0,-136000000.0,519000000.0,336000000.0,,
Net Income From Continuing Operation Net Minority Interest,-3000000.0,20000000.0,-56000000.0,471000000.0,359000000.0,,
Reconciled Depreciation,91000000.0,88000000.0,84000000.0,90000000.0,93000000.0,,
Reconciled Cost Of Revenue,1425000000.0,1378000000.0,1286000000.0,1301000000.0,1333000000.0,,
EBITDA,203000000.0,206000000.0,88000000.0,748000000.0,595000000.0,,
EBIT,112000000.0,118000000.0,4000000.0,658000000.0,502000000.0,,
Net Interest Income,-36000000.0,-31000000.0,-14000000.0,-11000000.0,-16000000.0,,
Interest Expense,74000000.0,66000000.0,52000000.0,50000000.0,40000000.0,,
Interest Income,38000000.0,35000000.0,38000000.0,39000000.0,24000000.0,,
Normalized Income,53880000.0,37380000.0,51440000.0,69294000.0,97909090.909091,,
Net Income From Continuing And Discontinued Operation,-3000000.0,20000000.0,-56000000.0,471000000.0,359000000.0,,
Total Expenses,1693000000.0,1602000000.0,1506000000.0,1517000000.0,1541000000.0,,
Diluted Average Shares,97400000.0,98100000.0,96200000.0,101685682.0,103699913.0,,
Basic Average Shares,95600000.0,96000000.0,96200000.0,99149433.0,101112028.0,,
Diluted EPS,-0.03,0.19,-0.58,4.63,3.46,,
Basic EPS,-0.03,0.2,-0.58,4.75,3.55,,
Diluted NI Availto Com Stockholders,-3000000.0,20000000.0,-56000000.0,471000000.0,359000000.0,,
Net Income Common Stockholders,-3000000.0,20000000.0,-56000000.0,471000000.0,359000000.0,,
Net Income,-3000000.0,20000000.0,-56000000.0,471000000.0,359000000.0,,
Minority Interests,1000000.0,-4000000.0,0.0,0.0,0.0,,
Net Income Including Noncontrolling Interests,-4000000.0,24000000.0,-56000000.0,471000000.0,359000000.0,,
Net Income Continuous Operations,-4000000.0,24000000.0,-56000000.0,471000000.0,359000000.0,,
Tax Provision,42000000.0,28000000.0,8000000.0,137000000.0,103000000.0,,
Pretax Income,38000000.0,52000000.0,-48000000.0,608000000.0,462000000.0,,
Other Income Expense,-41000000.0,-33000000.0,-130000000.0,507000000.0,316000000.0,,
Other Non Operating Income Expenses,25000000.0,1000000.0,7000000.0,1000000.0,10000000.0,,
Special Income Charges,-99000000.0,-22000000.0,-163000000.0,-29000000.0,-3000000.0,,
Other Special Charges,,,-5000000.0,-6000000.0,-6000000.0,-6000000.0,-6000000.0
Write Off,,,5000000.0,1000000.0,,,0.0
Impairment Of Capital Assets,10000000.0,4000000.0,161000000.0,35000000.0,0.0,,
Restructuring And Mergern Acquisition,89000000.0,18000000.0,2000000.0,-1000000.0,3000000.0,,
Earnings From Equity Interest,6000000.0,-12000000.0,-1000000.0,-13000000.0,-30000000.0,,
Gain On Sale Of Security,27000000.0,,27000000.0,548000000.0,339000000.0,441000000.0,
Net Non Operating Interest Income Expense,-36000000.0,-31000000.0,-14000000.0,-11000000.0,-16000000.0,,
Interest Expense Non Operating,74000000.0,66000000.0,52000000.0,50000000.0,40000000.0,,
Interest Income Non Operating,38000000.0,35000000.0,38000000.0,39000000.0,24000000.0,,
Operating Income,115000000.0,116000000.0,96000000.0,112000000.0,162000000.0,,
Operating Expense,259000000.0,216000000.0,212000000.0,207000000.0,199000000.0,,
Provision For Doubtful Accounts,25000000.0,10000000.0,,1000000.0,-2000000.0,0.0,
Depreciation Amortization Depletion Income Statement,82000000.0,80000000.0,76000000.0,81000000.0,84000000.0,,
Depreciation And Amortization In Income Statement,82000000.0,80000000.0,76000000.0,81000000.0,84000000.0,,
Selling General And Administration,152000000.0,126000000.0,136000000.0,126000000.0,117000000.0,,
General And Administrative Expense,152000000.0,126000000.0,136000000.0,126000000.0,117000000.0,,
Other Gand A,152000000.0,126000000.0,136000000.0,126000000.0,117000000.0,,
Gross Profit,374000000.0,332000000.0,308000000.0,319000000.0,361000000.0,,
Cost Of Revenue,1434000000.0,1386000000.0,1294000000.0,1310000000.0,1342000000.0,,
Total Revenue,1808000000.0,1718000000.0,1602000000.0,1629000000.0,1703000000.0,,
Operating Revenue,867000000.0,841000000.0,763000000.0,776000000.0,867000000.0,,
