,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-5370960.0,-671790.0,5343690.578972,3049830.0,9063490.213528,,
Tax Rate For Calcs,0.21,0.21,0.333106,0.21,0.33017,,
Normalized EBITDA,222021000.0,12516000.0,151107000.0,100941000.0,196118000.0,,
Total Unusual Items,-25576000.0,-3199000.0,16042000.0,14523000.0,27451000.0,,
Total Unusual Items Excluding Goodwill,-25576000.0,-3199000.0,16042000.0,14523000.0,27451000.0,,
Net Income From Continuing Operation Net Minority Interest,95087000.0,-19709000.0,93311000.0,85467000.0,127736000.0,,
Reconciled Depreciation,26511000.0,24203000.0,24362000.0,25622000.0,27411000.0,,
Reconciled Cost Of Revenue,317351000.0,238363000.0,287952000.0,285956000.0,318997000.0,,
EBITDA,196445000.0,9317000.0,167149000.0,115464000.0,223569000.0,,
EBIT,169934000.0,-14886000.0,142787000.0,89842000.0,196158000.0,,
Net Interest Income,-1776000.0,-847000.0,-1546000.0,-2623000.0,-3125000.0,,
Interest Expense,3145000.0,2366000.0,3333000.0,4979000.0,5129000.0,,
Interest Income,1369000.0,1519000.0,1787000.0,2356000.0,2004000.0,,
Normalized Income,115292040.0,-17181790.0,82612690.578972,73993830.0,109348490.213528,,
Net Income From Continuing And Discontinued Operation,95083000.0,-19496000.0,93632000.0,85463000.0,128130000.0,,
Total Expenses,330819000.0,249353000.0,299175000.0,296591000.0,332650000.0,,
Total Operating Income As Reported,193337000.0,-13191000.0,124219000.0,72040000.0,166595000.0,,
Diluted Average Shares,,147563000.0,151500000.0,152200000.0,154350000.0,157011000.0,
Basic Average Shares,,147563000.0,150700000.0,151600000.0,153847000.0,157011000.0,
Diluted EPS,,-0.13,0.62,0.561761,0.83,-0.07,
Basic EPS,,-0.13,0.62,0.563984,0.83,-0.07,
Diluted NI Availto Com Stockholders,95083000.0,-19496000.0,93632000.0,85463000.0,128130000.0,,
Net Income Common Stockholders,95083000.0,-19496000.0,93632000.0,85463000.0,128130000.0,,
Net Income,95083000.0,-19496000.0,93632000.0,85463000.0,128130000.0,,
Minority Interests,-2343000.0,57000.0,66000.0,136000.0,-221000.0,,
Net Income Including Noncontrolling Interests,97426000.0,-19553000.0,93566000.0,85327000.0,128351000.0,,
Net Income Discontinuous Operations,-4000.0,213000.0,321000.0,-4000.0,394000.0,,
Net Income Continuous Operations,97430000.0,-19766000.0,93245000.0,85331000.0,127957000.0,,
Earnings From Equity Interest Net Of Tax,,3000.0,244000.0,,,-7000.0,174000.0
Tax Provision,69359000.0,2517000.0,46453000.0,-468000.0,63072000.0,,
Pretax Income,166789000.0,-17252000.0,139454000.0,84863000.0,191029000.0,,
Other Income Expense,-24772000.0,-3214000.0,16781000.0,15446000.0,27559000.0,,
Other Non Operating Income Expenses,804000.0,-15000.0,739000.0,923000.0,108000.0,,
Special Income Charges,,0.0,1751000.0,0.0,0.0,-3086000.0,
Gain On Sale Of Business,,0.0,1782000.0,0.0,0.0,-3086000.0,
Impairment Of Capital Assets,,,0.0,,0.0,,1453000.0
Gain On Sale Of Security,-25576000.0,-3199000.0,14291000.0,14523000.0,27451000.0,,
Net Non Operating Interest Income Expense,-1776000.0,-847000.0,-1546000.0,-2623000.0,-3125000.0,,
Interest Expense Non Operating,3145000.0,2366000.0,3333000.0,4979000.0,5129000.0,,
Interest Income Non Operating,1369000.0,1519000.0,1787000.0,2356000.0,2004000.0,,
Operating Income,193337000.0,-13191000.0,124219000.0,72040000.0,166595000.0,,
Operating Expense,13468000.0,10990000.0,11223000.0,10635000.0,13653000.0,,
Selling General And Administration,13468000.0,10990000.0,11223000.0,10635000.0,13653000.0,,
General And Administrative Expense,13468000.0,10990000.0,11223000.0,10635000.0,13653000.0,,
Other Gand A,13468000.0,10990000.0,11223000.0,10635000.0,13653000.0,,
Gross Profit,206805000.0,-2201000.0,135442000.0,82675000.0,180248000.0,,
Cost Of Revenue,317351000.0,238363000.0,287952000.0,285956000.0,318997000.0,,
Total Revenue,524156000.0,236162000.0,423394000.0,368631000.0,499245000.0,,
Operating Revenue,626584000.0,283576000.0,513662000.0,426170000.0,586020000.0,,
