,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-2781000.0,-2228000.0,-3341000.0,-3480000.0,-4077000.0,,
Total Unusual Items,,,,,,,137000.0
Total Unusual Items Excluding Goodwill,,,,,,,137000.0
Net Income From Continuing Operation Net Minority Interest,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Reconciled Depreciation,1000.0,1000.0,0.0,1000.0,1000.0,,
EBITDA,-2781000.0,-2228000.0,-3341000.0,-3480000.0,-4077000.0,,
EBIT,-2782000.0,-2229000.0,-3341000.0,-3481000.0,-4078000.0,,
Net Interest Income,-2000.0,-1000.0,-3000.0,-6000.0,-2000.0,,
Interest Expense,2000.0,1000.0,3000.0,6000.0,2000.0,,
Normalized Income,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Net Income From Continuing And Discontinued Operation,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Total Expenses,2843000.0,2310000.0,3382000.0,3593000.0,4211000.0,,
Total Operating Income As Reported,-2843000.0,-2310000.0,-3382000.0,-3593000.0,-4211000.0,,
Diluted Average Shares,4797196.0,4795646.0,,1500409.0,1228453.0,768137.0,
Basic Average Shares,4797196.0,4795646.0,,1500409.0,1228453.0,768137.0,
Diluted EPS,-0.58,-0.47,,-2.32,-3.32,-4.59,
Basic EPS,-0.58,-0.47,,-2.32,-3.32,-4.59,
Diluted NI Availto Com Stockholders,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Net Income Common Stockholders,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Otherunder Preferred Stock Dividend,,,0.0,0.0,,,
Net Income,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Net Income Including Noncontrolling Interests,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Net Income Continuous Operations,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Pretax Income,-2784000.0,-2230000.0,-3344000.0,-3487000.0,-4080000.0,,
Other Income Expense,61000.0,81000.0,41000.0,112000.0,133000.0,,
Other Non Operating Income Expenses,61000.0,81000.0,41000.0,112000.0,133000.0,,
Special Income Charges,,,,,,,137000.0
Restructuring And Mergern Acquisition,,,,,,,225000.0
Net Non Operating Interest Income Expense,-2000.0,-1000.0,-3000.0,-6000.0,-2000.0,,
Interest Expense Non Operating,2000.0,1000.0,3000.0,6000.0,2000.0,,
Operating Income,-2843000.0,-2310000.0,-3382000.0,-3593000.0,-4211000.0,,
Operating Expense,2843000.0,2310000.0,3382000.0,3593000.0,4211000.0,,
Research And Development,1675000.0,950000.0,2084000.0,2137000.0,2628000.0,,
Selling General And Administration,1168000.0,1360000.0,1298000.0,1456000.0,1583000.0,,
General And Administrative Expense,1168000.0,1360000.0,1298000.0,1456000.0,1583000.0,,
Other Gand A,1168000.0,1360000.0,1298000.0,1456000.0,1583000.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
