,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,48422.408242,0.0
Tax Rate For Calcs,0.185107,0.166474,0.19704,0.242112,0.077356
Total Unusual Items,,,,200000.0,
Total Unusual Items Excluding Goodwill,,,,200000.0,
Net Income From Continuing Operation Net Minority Interest,3852000.0,2158000.0,3635000.0,2354000.0,3113000.0
Reconciled Depreciation,1033000.0,938000.0,914000.0,921000.0,875000.0
Net Interest Income,12128000.0,11279000.0,10897000.0,10186000.0,9659000.0
Interest Expense,6339000.0,6093000.0,5950000.0,6362000.0,5995000.0
Interest Income,18467000.0,17372000.0,16847000.0,16548000.0,15654000.0
Normalized Income,3852000.0,2158000.0,3635000.0,2202422.408242,3113000.0
Net Income From Continuing And Discontinued Operation,3852000.0,2158000.0,3635000.0,2354000.0,3113000.0
Diluted Average Shares,6459000.0,6502000.0,6599000.0,6675000.0,6700000.0
Basic Average Shares,6448000.0,6481000.0,6575000.0,6660000.0,6692000.0
Diluted EPS,0.6,0.33,0.55,0.35,0.47
Basic EPS,0.6,0.33,0.55,0.35,0.47
Diluted NI Availto Com Stockholders,3852000.0,2158000.0,3661000.0,2346000.0,3113000.0
Net Income Common Stockholders,3852000.0,2158000.0,3661000.0,2346000.0,3113000.0
Otherunder Preferred Stock Dividend,,,,8000.0,
Net Income,3852000.0,2158000.0,3635000.0,2354000.0,3113000.0
Net Income Including Noncontrolling Interests,3852000.0,2158000.0,3635000.0,2354000.0,3113000.0
Net Income Continuous Operations,3852000.0,2158000.0,3635000.0,2354000.0,3113000.0
Tax Provision,875000.0,431000.0,892000.0,752000.0,261000.0
Pretax Income,4727000.0,2589000.0,4527000.0,3106000.0,3374000.0
Selling General And Administration,6961000.0,6576000.0,6560000.0,6526000.0,6344000.0
Selling And Marketing Expense,190000.0,165000.0,207000.0,241000.0,176000.0
General And Administrative Expense,6771000.0,6411000.0,6353000.0,6285000.0,6168000.0
Salaries And Wages,6771000.0,6411000.0,6353000.0,6285000.0,6168000.0
Total Revenue,17176000.0,15386000.0,15454000.0,14309000.0,14045000.0
Operating Revenue,17176000.0,15386000.0,15454000.0,14309000.0,14045000.0
Occupancy And Equipment,1914000.0,1965000.0,1829000.0,1775000.0,1767000.0
Professional Expense And Contract Services Expense,892000.0,1034000.0,895000.0,659000.0,615000.0
Other Non Interest Expense,2085000.0,2835000.0,1719000.0,2043000.0,1945000.0
