,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-1138983.889294,-36490.0,-555670.329322,398889.0,1143138.722854,
Tax Rate For Calcs,0.195601,0.205,0.065304,0.069,0.162193,
Normalized EBITDA,200188000.0,172946000.0,230881000.0,226629000.0,211675000.0,
Total Unusual Items,-5823000.0,-178000.0,-8509000.0,5781000.0,7048000.0,
Total Unusual Items Excluding Goodwill,-5823000.0,-178000.0,-8509000.0,5781000.0,7048000.0,
Net Income From Continuing Operation Net Minority Interest,55222000.0,41669000.0,88383000.0,93386000.0,72606000.0,
Reconciled Depreciation,102778000.0,97422000.0,105033000.0,107670000.0,107344000.0,
Reconciled Cost Of Revenue,327728000.0,289216000.0,317082000.0,299233000.0,306179000.0,
EBITDA,194365000.0,172768000.0,222372000.0,232410000.0,218723000.0,
EBIT,91587000.0,75346000.0,117339000.0,124740000.0,111379000.0,
Net Interest Income,-14592000.0,-12883000.0,-12953000.0,-1619000.0,-4205000.0,
Interest Expense,22937000.0,22964000.0,22781000.0,24383000.0,24717000.0,
Interest Income,8345000.0,10081000.0,9828000.0,22764000.0,20512000.0,
Normalized Income,59906016.110706,41810510.0,96336329.670678,88003889.0,66701138.722854,
Net Income From Continuing And Discontinued Operation,53948000.0,42237000.0,94645000.0,94367000.0,55360000.0,
Total Expenses,631219000.0,592532000.0,604844000.0,587854000.0,607866000.0,
Total Operating Income As Reported,90760000.0,72230000.0,118750000.0,98151000.0,85724000.0,
Diluted Average Shares,117538000.0,120233000.0,121581000.0,123026000.0,123477000.0,
Basic Average Shares,116331000.0,119409000.0,120646000.0,122810000.0,123354000.0,
Diluted EPS,0.46,0.35,0.78,0.77,0.45,
Basic EPS,0.463746,0.353717,0.784485,0.77,0.45,
Diluted NI Availto Com Stockholders,53948000.0,42237000.0,94645000.0,94367000.0,55360000.0,
Net Income Common Stockholders,53948000.0,42237000.0,94645000.0,94367000.0,55360000.0,
Net Income,53948000.0,42237000.0,94645000.0,94367000.0,55360000.0,
Net Income Including Noncontrolling Interests,53948000.0,42237000.0,94645000.0,94367000.0,55360000.0,
Net Income Discontinuous Operations,-1274000.0,568000.0,6262000.0,981000.0,-17246000.0,
Net Income Continuous Operations,55222000.0,41669000.0,88383000.0,93386000.0,72606000.0,
Tax Provision,13428000.0,10713000.0,6175000.0,6971000.0,14056000.0,
Pretax Income,68650000.0,52382000.0,94558000.0,100357000.0,86662000.0,
Other Income Expense,-5823000.0,-6965000.0,-17017000.0,5781000.0,7048000.0,
Other Non Operating Income Expenses,,-6787000.0,,,,-1917000.0
Gain On Sale Of Security,-5823000.0,-178000.0,-8509000.0,5781000.0,7048000.0,
Net Non Operating Interest Income Expense,-14592000.0,-12883000.0,-12953000.0,-1619000.0,-4205000.0,
Interest Expense Non Operating,22937000.0,22964000.0,22781000.0,24383000.0,24717000.0,
Interest Income Non Operating,8345000.0,10081000.0,9828000.0,22764000.0,20512000.0,
Operating Income,89065000.0,72230000.0,124528000.0,96195000.0,83819000.0,
Operating Expense,303491000.0,303316000.0,287762000.0,288621000.0,301687000.0,
Research And Development,53270000.0,53597000.0,49208000.0,49144000.0,48132000.0,
Selling General And Administration,250221000.0,249719000.0,238554000.0,239477000.0,253555000.0,
General And Administrative Expense,250221000.0,249719000.0,,239477000.0,253555000.0,260571000.0
Other Gand A,248526000.0,249719000.0,,237521000.0,251650000.0,260571000.0
Salaries And Wages,1695000.0,,,1956000.0,1905000.0,1917000.0
Gross Profit,392556000.0,375546000.0,412290000.0,384816000.0,385506000.0,
Cost Of Revenue,327728000.0,289216000.0,317082000.0,299233000.0,306179000.0,
Total Revenue,720284000.0,664762000.0,729372000.0,684049000.0,691685000.0,
Operating Revenue,720284000.0,664762000.0,729372000.0,684049000.0,691685000.0,
