,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-1215.471932,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.010436,,
Normalized EBITDA,-2857827.0,-5003372.0,-4473611.0,-473365.0,-710465.0,,
Total Unusual Items,-5921285.0,2746633.0,7818077.0,-2016975.0,-116473.0,,
Total Unusual Items Excluding Goodwill,-5921285.0,2746633.0,7818077.0,-2016975.0,-116473.0,,
Net Income From Continuing Operation Net Minority Interest,-10385750.0,-1688532.0,-464075.0,-6412344.0,-4765447.0,,
Reconciled Depreciation,1586248.0,2185349.0,3807459.0,3917537.0,3981426.0,,
Reconciled Cost Of Revenue,8203532.0,10795101.0,11048321.0,12221764.0,12127965.0,,
EBITDA,-8779112.0,-2256739.0,3344466.0,-2490340.0,-826938.0,,
EBIT,-10365360.0,-4442088.0,-462993.0,-6407877.0,-4808364.0,,
Net Interest Income,-20390.0,6923.0,-17079.0,-4467.0,-7338.0,,
Interest Expense,20390.0,,41079.0,4467.0,7338.0,10236.0,
Normalized Income,-4464465.0,-4435165.0,-8282152.0,-4395369.0,-4650189.471932,,
Net Income From Continuing And Discontinued Operation,-10385750.0,-1688532.0,-464075.0,-6412344.0,-4765447.0,,
Total Expenses,12272867.0,13718675.0,13182518.0,13566642.0,13922555.0,,
Rent Expense Supplemental,,,0.0,0.0,0.0,0.0,-152456.0
Total Operating Income As Reported,,-4615348.0,-2178076.0,-5105901.0,-4432921.0,846869.0,
Diluted Average Shares,36623575.0,34966831.0,,31181273.0,29349573.0,29245155.0,
Basic Average Shares,36623575.0,34966831.0,,31181273.0,29349573.0,29245155.0,
Diluted EPS,-0.28,-0.05,,-0.21,-0.16,0.17,
Basic EPS,-0.28,-0.05,,-0.21,-0.16,0.17,
Diluted NI Availto Com Stockholders,-10385750.0,-1688532.0,-464075.0,-6412344.0,-4765447.0,,
Net Income Common Stockholders,-10385750.0,-1688532.0,-464075.0,-6412344.0,-4765447.0,,
Net Income,-10385750.0,-1688532.0,-464075.0,-6412344.0,-4765447.0,,
Net Income Including Noncontrolling Interests,-10385750.0,-1688532.0,-504072.0,-6412344.0,-4765447.0,,
Net Income Continuous Operations,-10385750.0,-1688532.0,-504072.0,-6412344.0,-4765447.0,,
Tax Provision,0.0,0.0,,,-50255.0,50255.0,0.0
Pretax Income,-10385750.0,-1688532.0,-504072.0,-6412344.0,-4815702.0,,
Other Income Expense,-6203944.0,2746633.0,7057985.0,-2016975.0,-116473.0,,
Other Non Operating Income Expenses,-282659.0,,-760092.0,,,-19730.0,-112168.0
Special Income Charges,,,,,,,-1363941.0
Gain On Sale Of Ppe,,,,,,,0.0
Gain On Sale Of Security,-5921285.0,2746633.0,7818077.0,-2016975.0,-116473.0,,
Net Non Operating Interest Income Expense,-20390.0,6923.0,-17079.0,-4467.0,-7338.0,,
Total Other Finance Cost,,-6923.0,,,,10236.0,
Interest Expense Non Operating,20390.0,,41079.0,4467.0,7338.0,10236.0,
Operating Income,-4161416.0,-4442088.0,-7544978.0,-4390902.0,-4691891.0,,
Operating Expense,4069335.0,2923574.0,2134197.0,1344878.0,1794590.0,,
Other Operating Expenses,77938.0,104191.0,35662.0,12664.0,15519.0,,
Selling General And Administration,3991397.0,2819383.0,2098535.0,1332214.0,1779071.0,,
General And Administrative Expense,3991397.0,2819383.0,2098535.0,1332214.0,1779071.0,,
Other Gand A,1922356.0,1780598.0,1616801.0,815843.0,1274931.0,,
Salaries And Wages,2069041.0,1038785.0,481734.0,516371.0,504140.0,,
Gross Profit,-92081.0,-1518514.0,-5410781.0,-3046024.0,-2897301.0,,
Cost Of Revenue,8203532.0,10795101.0,11048321.0,12221764.0,12127965.0,,
Total Revenue,8111451.0,9276587.0,5637540.0,9175740.0,9230664.0,,
Operating Revenue,8111451.0,9276587.0,5637540.0,9175740.0,9230664.0,,
