,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.22,0.0,
Normalized EBITDA,-128000.0,-8205000.0,-1306000.0,58000.0,-3261000.0,
Total Unusual Items,0.0,-1087000.0,,0.0,-113000.0,2757000.0
Total Unusual Items Excluding Goodwill,0.0,-1087000.0,,0.0,-113000.0,2757000.0
Net Income From Continuing Operation Net Minority Interest,-162000.0,-8205000.0,-1306000.0,58000.0,-3382000.0,
Reconciled Cost Of Revenue,5807000.0,5246000.0,5195000.0,4091000.0,5586000.0,
EBITDA,-128000.0,-8205000.0,-1306000.0,58000.0,-3374000.0,
EBIT,-128000.0,-8205000.0,-1306000.0,58000.0,-3374000.0,
Net Interest Income,17000.0,121000.0,135000.0,139000.0,141000.0,
Interest Expense,34000.0,0.0,0.0,0.0,8000.0,
Interest Income,51000.0,121000.0,135000.0,139000.0,149000.0,
Normalized Income,-162000.0,-8205000.0,-1306000.0,58000.0,-3269000.0,
Net Income From Continuing And Discontinued Operation,-162000.0,-8205000.0,-1306000.0,58000.0,-3382000.0,
Total Expenses,7674000.0,7224000.0,7130000.0,5903000.0,7190000.0,
Total Operating Income As Reported,-177000.0,-8324000.0,-1443000.0,-95000.0,-3324000.0,
Diluted Average Shares,7451977.0,7451977.0,7451314.0,6813696.0,3662049.0,
Basic Average Shares,7451977.0,7451977.0,7451314.0,6813696.0,3659412.0,
Diluted EPS,-0.08,-1.16,-0.23,-0.42,-1.06,
Basic EPS,-0.08,-1.16,-0.23,-0.42,-1.06,
Diluted NI Availto Com Stockholders,-616000.0,-8623000.0,-1698000.0,-9064000.0,-3891000.0,
Net Income Common Stockholders,-616000.0,-8623000.0,-1698000.0,-2842000.0,-3891000.0,
Otherunder Preferred Stock Dividend,,0.0,,0.0,0.0,15000.0
Preferred Stock Dividends,454000.0,418000.0,392000.0,2900000.0,509000.0,
Net Income,-162000.0,-8205000.0,-1306000.0,58000.0,-3382000.0,
Net Income Including Noncontrolling Interests,-162000.0,-8205000.0,-1306000.0,58000.0,-3382000.0,
Net Income Continuous Operations,-162000.0,-8205000.0,-1306000.0,58000.0,-3382000.0,
Pretax Income,-162000.0,-8205000.0,-1306000.0,58000.0,-3382000.0,
Other Income Expense,-2000.0,-7839000.0,2000.0,14000.0,-199000.0,
Other Non Operating Income Expenses,7000.0,-6742000.0,7000.0,12000.0,-86000.0,
Special Income Charges,0.0,-1087000.0,,,0.0,0.0
Write Off,0.0,1087000.0,,,0.0,0.0
Earnings From Equity Interest,-9000.0,-10000.0,-5000.0,,0.0,0.0
Gain On Sale Of Security,,,,0.0,-113000.0,2757000.0
Net Non Operating Interest Income Expense,17000.0,121000.0,135000.0,139000.0,141000.0,
Interest Expense Non Operating,34000.0,0.0,0.0,0.0,8000.0,
Interest Income Non Operating,51000.0,121000.0,135000.0,139000.0,149000.0,
Operating Income,-177000.0,-487000.0,-1443000.0,-95000.0,-3324000.0,
Operating Expense,1867000.0,1978000.0,1935000.0,1812000.0,1604000.0,
Other Operating Expenses,313000.0,326000.0,300000.0,434000.0,310000.0,
Selling General And Administration,1554000.0,1652000.0,1635000.0,1378000.0,1294000.0,
General And Administrative Expense,1554000.0,1652000.0,1635000.0,1378000.0,1294000.0,
Other Gand A,1554000.0,1652000.0,1635000.0,1378000.0,1294000.0,
Gross Profit,1690000.0,1491000.0,492000.0,1717000.0,-1720000.0,
Cost Of Revenue,5807000.0,5246000.0,5195000.0,4091000.0,5586000.0,
Total Revenue,7497000.0,6737000.0,5687000.0,5808000.0,3866000.0,
Operating Revenue,7497000.0,6737000.0,5687000.0,5808000.0,3866000.0,
