,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-1447666.0,-1542543.0,-2102975.0,-2668567.0,-1813362.0,
Net Income From Continuing Operation Net Minority Interest,-1192434.0,-1653931.0,-2148611.0,-2573051.0,-1886290.0,
Reconciled Depreciation,33918.0,68209.0,39980.0,39321.0,63358.0,
Reconciled Cost Of Revenue,513101.0,751990.0,1178707.0,938207.0,262474.0,
EBITDA,-1447666.0,-1542543.0,-2102975.0,-2668567.0,-1813362.0,
EBIT,-1481584.0,-1610752.0,-2142955.0,-2707888.0,-1876720.0,
Net Interest Income,-109.0,-482.0,-516.0,-351.0,3298.0,
Normalized Income,-1192434.0,-1653931.0,-2148611.0,-2573051.0,-1886290.0,
Net Income From Continuing And Discontinued Operation,-1440197.0,-1653931.0,-2148611.0,-2573051.0,-2025337.0,
Total Expenses,1848472.0,2216513.0,3496941.0,3490598.0,2144743.0,
Total Operating Income As Reported,-1481584.0,-1610752.0,-2142955.0,-2707888.0,-1876720.0,
Diluted Average Shares,1561410.0,1295445.0,1168221.0,,770063.0,702862.0
Basic Average Shares,1561410.0,1295445.0,1168221.0,,770063.0,702862.0
Diluted EPS,-0.92,-1.28,-1.84,,-2.63,-2.8
Basic EPS,-0.92,-1.28,-1.84,,-2.63,-2.8
Diluted NI Availto Com Stockholders,-1440197.0,-1653931.0,-2148611.0,-2573051.0,-2025337.0,
Net Income Common Stockholders,-1440197.0,-1653931.0,-2148611.0,-2573051.0,-2025337.0,
Net Income,-1440197.0,-1653931.0,-2148611.0,-2573051.0,-2025337.0,
Net Income Including Noncontrolling Interests,-1440197.0,-1653931.0,-2148611.0,-2573051.0,-2025337.0,
Net Income Discontinuous Operations,-247763.0,,,,-139047.0,
Net Income Continuous Operations,-1192434.0,-1653931.0,-2148611.0,-2573051.0,-1886290.0,
Pretax Income,-1192434.0,-1653931.0,-2148611.0,-2573051.0,-1886290.0,
Other Income Expense,289259.0,-42697.0,-5140.0,135188.0,-12868.0,
Other Non Operating Income Expenses,290925.0,-42625.0,-3089.0,137213.0,-11015.0,
Earnings From Equity Interest,-1666.0,-72.0,-2051.0,-2025.0,-1853.0,
Net Non Operating Interest Income Expense,-109.0,-482.0,-516.0,-351.0,3298.0,
Total Other Finance Cost,109.0,482.0,516.0,351.0,-3298.0,
Operating Income,-1481584.0,-1610752.0,-2142955.0,-2707888.0,-1876720.0,
Operating Expense,1335371.0,1464523.0,2318234.0,2552391.0,1882269.0,
Gross Profit,-146213.0,-146229.0,175279.0,-155497.0,5549.0,
Cost Of Revenue,513101.0,751990.0,1178707.0,938207.0,262474.0,
Total Revenue,366888.0,605761.0,1353986.0,782710.0,268023.0,
Operating Revenue,366888.0,605761.0,1353986.0,782710.0,268023.0,
