,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,26624000.0,15947000.0,19044000.0,27523000.0,29322000.0,,
Total Unusual Items,350000.0,7118000.0,1611000.0,-14000.0,-5000.0,,
Total Unusual Items Excluding Goodwill,350000.0,7118000.0,1611000.0,-14000.0,-5000.0,,
Net Income From Continuing Operation Net Minority Interest,5376000.0,1536000.0,-1708000.0,4251000.0,6848000.0,,
Reconciled Depreciation,15345000.0,14981000.0,15233000.0,15232000.0,14862000.0,,
Reconciled Cost Of Revenue,49453000.0,47851000.0,50824000.0,55032000.0,52879000.0,,
EBITDA,26974000.0,23065000.0,20655000.0,27509000.0,29317000.0,,
EBIT,11579000.0,8033000.0,5369000.0,12222000.0,14403000.0,,
Net Interest Income,-6355000.0,-6789000.0,-7503000.0,-8165000.0,-7039000.0,,
Interest Expense,6080000.0,6514000.0,7223000.0,7883000.0,7369000.0,,
Interest Income,59000.0,63000.0,85000.0,97000.0,684000.0,,
Normalized Income,5026000.0,-5582000.0,-3319000.0,4265000.0,6853000.0,,
Net Income From Continuing And Discontinued Operation,5376000.0,1536000.0,-1708000.0,4251000.0,6848000.0,,
Total Expenses,68790000.0,67445000.0,71072000.0,74659000.0,72401000.0,,
Total Operating Income As Reported,11854000.0,8308000.0,5649000.0,12504000.0,14090000.0,,
Diluted Average Shares,49565693.0,48960924.0,48907102.0,49066464.0,49013530.0,,
Basic Average Shares,48998696.0,48960924.0,48907102.0,48904179.0,48900609.0,,
Diluted EPS,0.07,-0.01,-0.08,0.05,0.1,,
Basic EPS,0.07,-0.01,-0.08,0.05,0.1,,
Diluted NI Availto Com Stockholders,3389000.0,-500000.0,-3823000.0,2264000.0,4861000.0,,
Net Income Common Stockholders,3389000.0,-500000.0,-3823000.0,2264000.0,4861000.0,,
Otherunder Preferred Stock Dividend,,49000.0,,,,32000.0,
Preferred Stock Dividends,1987000.0,1987000.0,1988000.0,1987000.0,1987000.0,,
Net Income,5376000.0,1536000.0,-1708000.0,4251000.0,6848000.0,,
Minority Interests,-123000.0,17000.0,146000.0,-88000.0,-186000.0,,
Net Income Including Noncontrolling Interests,5499000.0,1519000.0,-1854000.0,4339000.0,7034000.0,,
Net Income Continuous Operations,5499000.0,1519000.0,-1854000.0,4339000.0,7034000.0,,
Tax Provision,0.0,0.0,0.0,0.0,0.0,,
Pretax Income,5499000.0,1519000.0,-1854000.0,4339000.0,7034000.0,,
Other Income Expense,350000.0,7118000.0,1611000.0,-14000.0,-5000.0,,
Special Income Charges,0.0,,-4256000.0,0.0,-17000.0,0.0,
Other Special Charges,,,0.0,,17000.0,,0.0
Gain On Sale Of Security,350000.0,7118000.0,5867000.0,-14000.0,12000.0,,
Net Non Operating Interest Income Expense,-6355000.0,-6789000.0,-7503000.0,-8165000.0,-7039000.0,,
Total Other Finance Cost,334000.0,338000.0,365000.0,379000.0,354000.0,,
Interest Expense Non Operating,6080000.0,6514000.0,7223000.0,7883000.0,7369000.0,,
Interest Income Non Operating,59000.0,63000.0,85000.0,97000.0,684000.0,,
Operating Income,11504000.0,1190000.0,4038000.0,12518000.0,14078000.0,,
Operating Expense,19387000.0,19645000.0,20301000.0,19682000.0,19574000.0,,
Other Operating Expenses,,7000.0,250000.0,,27000.0,50000.0,2256000.0
Depreciation Amortization Depletion Income Statement,15395000.0,15032000.0,15286000.0,15287000.0,14914000.0,,
Depreciation And Amortization In Income Statement,15395000.0,15032000.0,15286000.0,15287000.0,14914000.0,,
Selling General And Administration,3992000.0,4606000.0,4765000.0,4395000.0,4633000.0,,
General And Administrative Expense,3992000.0,4606000.0,4765000.0,4395000.0,4633000.0,,
Other Gand A,3992000.0,4606000.0,4765000.0,4395000.0,4633000.0,,
Gross Profit,30891000.0,20835000.0,24339000.0,32200000.0,33652000.0,,
Cost Of Revenue,49403000.0,47800000.0,50771000.0,54977000.0,52827000.0,,
Total Revenue,80294000.0,68635000.0,75110000.0,87177000.0,86479000.0,,
Operating Revenue,75260000.0,64077000.0,70459000.0,82068000.0,81171000.0,,
