,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,-98000.0,-51000.0,-839000.0,-161000.0,-203000.0,
Total Unusual Items,0.0,0.0,0.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Reconciled Depreciation,727000.0,671000.0,474000.0,747000.0,1284000.0,
Reconciled Cost Of Revenue,3648000.0,3632000.0,4091000.0,4330000.0,4304000.0,
EBITDA,-98000.0,-51000.0,-839000.0,-161000.0,-203000.0,
EBIT,-825000.0,-722000.0,-1313000.0,-908000.0,-1487000.0,
Net Interest Income,19000.0,-31000.0,-78000.0,25000.0,-29000.0,
Interest Expense,,,,194000.0,51000.0,
Interest Income,19000.0,,,219000.0,22000.0,
Normalized Income,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Net Income From Continuing And Discontinued Operation,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Total Expenses,13378000.0,12796000.0,12886000.0,13515000.0,14098000.0,
Total Operating Income As Reported,-825000.0,-722000.0,-1313000.0,-1121000.0,-1320000.0,
Diluted Average Shares,,47725000.0,47715000.0,47381000.0,47425000.0,47162000.0
Basic Average Shares,,43064000.0,43054000.0,42720000.0,42764000.0,42501000.0
Diluted EPS,,-0.02,-0.03,-0.02,-0.04,-0.06
Basic EPS,,-0.02,-0.03,-0.02,-0.04,-0.06
Diluted NI Availto Com Stockholders,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Net Income Common Stockholders,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Net Income,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Net Income Including Noncontrolling Interests,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Net Income Continuous Operations,-831000.0,-756000.0,-1450000.0,-1143000.0,-1547000.0,
Tax Provision,25000.0,3000.0,59000.0,41000.0,9000.0,
Pretax Income,-806000.0,-753000.0,-1391000.0,-1102000.0,-1538000.0,
Other Income Expense,,,,-6000.0,-189000.0,1000.0
Other Non Operating Income Expenses,,,,-6000.0,-189000.0,
Special Income Charges,0.0,0.0,0.0,0.0,0.0,
Restructuring And Mergern Acquisition,0.0,0.0,0.0,0.0,0.0,
Net Non Operating Interest Income Expense,19000.0,-31000.0,-78000.0,25000.0,-29000.0,
Total Other Finance Cost,,31000.0,78000.0,,,31000.0
Interest Expense Non Operating,,,,194000.0,51000.0,
Interest Income Non Operating,19000.0,,,219000.0,22000.0,
Operating Income,-825000.0,-722000.0,-1313000.0,-1121000.0,-1320000.0,
Operating Expense,9154000.0,8644000.0,8472000.0,8832000.0,9041000.0,
Depreciation Amortization Depletion Income Statement,151000.0,151000.0,151000.0,394000.0,531000.0,
Depreciation And Amortization In Income Statement,151000.0,151000.0,151000.0,394000.0,531000.0,
Amortization,151000.0,151000.0,151000.0,394000.0,531000.0,
Amortization Of Intangibles Income Statement,151000.0,151000.0,151000.0,394000.0,531000.0,
Research And Development,3106000.0,3223000.0,3245000.0,3153000.0,3942000.0,
Selling General And Administration,5897000.0,5270000.0,5076000.0,5285000.0,4568000.0,
Selling And Marketing Expense,3224000.0,2742000.0,2787000.0,2492000.0,2319000.0,
General And Administrative Expense,2673000.0,2528000.0,2289000.0,2793000.0,2249000.0,
Other Gand A,2673000.0,2528000.0,2289000.0,2793000.0,2249000.0,
Gross Profit,8329000.0,7922000.0,7159000.0,7711000.0,7721000.0,
Cost Of Revenue,4224000.0,4152000.0,4414000.0,4683000.0,5057000.0,
Total Revenue,12553000.0,12074000.0,11573000.0,12394000.0,12778000.0,
Operating Revenue,12553000.0,12074000.0,11573000.0,12394000.0,12778000.0,
