Date,Close,High,Low,Open,Volume,"('Close', 'GORO')","('High', 'GORO')","('Low', 'GORO')","('Open', 'GORO')","('Volume', 'GORO')"
2024-06-03,0.5,0.5,0.4699999988079071,0.4699999988079071,569700.0,,,,,
2024-06-04,0.4699999988079071,0.5,0.4600000083446502,0.4900000095367431,483000.0,,,,,
2024-06-05,0.4799999892711639,0.4900000095367431,0.4699999988079071,0.4699999988079071,180500.0,,,,,
2024-06-06,0.5199999809265137,0.5199999809265137,0.4699999988079071,0.4799999892711639,873500.0,,,,,
2024-06-07,0.4699999988079071,0.5,0.4600000083446502,0.4900000095367431,1110100.0,,,,,
2024-06-10,0.4799999892711639,0.4799999892711639,0.449999988079071,0.4699999988079071,406100.0,,,,,
2024-06-11,0.4699999988079071,0.4799999892711639,0.4600000083446502,0.4699999988079071,179000.0,,,,,
2024-06-12,0.449999988079071,0.4799999892711639,0.4399999976158142,0.4699999988079071,383600.0,,,,,
2024-06-13,0.4399999976158142,0.4699999988079071,0.4300000071525574,0.449999988079071,535700.0,,,,,
2024-06-14,0.449999988079071,0.4600000083446502,0.4399999976158142,0.4600000083446502,348600.0,,,,,
2024-06-17,0.4199999868869781,0.4600000083446502,0.4199999868869781,0.449999988079071,514400.0,,,,,
2024-06-18,0.4199999868869781,0.4399999976158142,0.4199999868869781,0.4199999868869781,270000.0,,,,,
2024-06-20,0.4300000071525574,0.4600000083446502,0.4199999868869781,0.4199999868869781,555700.0,,,,,
2024-06-21,0.4300000071525574,0.4399999976158142,0.4199999868869781,0.4300000071525574,396100.0,,,,,
2024-06-24,0.4199999868869781,0.4399999976158142,0.4199999868869781,0.4199999868869781,203000.0,,,,,
2024-06-25,0.4000000059604645,0.4300000071525574,0.4000000059604645,0.4300000071525574,232200.0,,,,,
2024-06-26,0.4000000059604645,0.4000000059604645,0.3899999856948852,0.4000000059604645,362800.0,,,,,
2024-06-27,0.4000000059604645,0.4099999964237213,0.3899999856948852,0.4099999964237213,393500.0,,,,,
2024-06-28,0.3700000047683716,0.4099999964237213,0.3700000047683716,0.4000000059604645,304000.0,,,,,
2024-07-01,0.3700000047683716,0.3899999856948852,0.3700000047683716,0.3799999952316284,339500.0,,,,,
2024-07-02,0.3799999952316284,0.3899999856948852,0.3700000047683716,0.3899999856948852,258100.0,,,,,
2024-07-03,0.4099999964237213,0.4099999964237213,0.3899999856948852,0.3899999856948852,463900.0,,,,,
2024-07-05,0.4300000071525574,0.4300000071525574,0.4000000059604645,0.4099999964237213,503300.0,,,,,
2024-07-08,0.4099999964237213,0.4300000071525574,0.4000000059604645,0.4199999868869781,172700.0,,,,,
2024-07-09,0.4099999964237213,0.4199999868869781,0.4099999964237213,0.4099999964237213,168700.0,,,,,
2024-07-10,0.4300000071525574,0.4399999976158142,0.4099999964237213,0.4099999964237213,555100.0,,,,,
2024-07-11,0.4600000083446502,0.4699999988079071,0.4399999976158142,0.449999988079071,611400.0,,,,,
2024-07-12,0.4799999892711639,0.4900000095367431,0.449999988079071,0.449999988079071,473800.0,,,,,
2024-07-15,0.4799999892711639,0.5,0.4699999988079071,0.4799999892711639,690400.0,,,,,
2024-07-16,0.5,0.5099999904632568,0.4900000095367431,0.5,980400.0,,,,,
2024-07-17,0.4799999892711639,0.5099999904632568,0.449999988079071,0.5,682000.0,,,,,
2024-07-18,0.4900000095367431,0.5,0.4799999892711639,0.4799999892711639,1599000.0,,,,,
2024-07-19,0.449999988079071,0.4799999892711639,0.449999988079071,0.4699999988079071,459300.0,,,,,
2024-07-22,0.449999988079071,0.449999988079071,0.4399999976158142,0.449999988079071,234900.0,,,,,
2024-07-23,0.4399999976158142,0.4600000083446502,0.4399999976158142,0.4600000083446502,168400.0,,,,,
2024-07-24,0.449999988079071,0.4699999988079071,0.449999988079071,0.4600000083446502,216300.0,,,,,
2024-07-25,0.4300000071525574,0.449999988079071,0.4300000071525574,0.449999988079071,507000.0,,,,,
2024-07-26,0.4399999976158142,0.449999988079071,0.4300000071525574,0.4300000071525574,142800.0,,,,,
2024-07-29,0.4399999976158142,0.449999988079071,0.4300000071525574,0.4399999976158142,260000.0,,,,,
2024-07-30,0.4199999868869781,0.4399999976158142,0.4199999868869781,0.4300000071525574,193400.0,,,,,
2024-07-31,0.449999988079071,0.449999988079071,0.4300000071525574,0.4300000071525574,286800.0,,,,,
2024-08-01,0.4199999868869781,0.4699999988079071,0.4099999964237213,0.449999988079071,497900.0,,,,,
2024-08-02,0.4000000059604645,0.4399999976158142,0.4000000059604645,0.4300000071525574,741700.0,,,,,
2024-08-05,0.4000000059604645,0.4000000059604645,0.3600000143051147,0.3700000047683716,684600.0,,,,,
2024-08-06,0.3899999856948852,0.4199999868869781,0.3899999856948852,0.4199999868869781,468200.0,,,,,
2024-08-07,0.3499999940395355,0.3799999952316284,0.3000000119209289,0.3700000047683716,1597500.0,,,,,
2024-08-08,0.3499999940395355,0.3899999856948852,0.3400000035762787,0.3700000047683716,837100.0,,,,,
2024-08-09,0.3700000047683716,0.3700000047683716,0.3400000035762787,0.3499999940395355,560800.0,,,,,
2024-08-12,0.3799999952316284,0.3799999952316284,0.3600000143051147,0.3700000047683716,300900.0,,,,,
2024-08-13,0.3300000131130218,0.3799999952316284,0.3199999928474426,0.3799999952316284,1478500.0,,,,,
2024-08-14,0.3300000131130218,0.3400000035762787,0.3000000119209289,0.3300000131130218,897600.0,,,,,
2024-08-15,0.3400000035762787,0.3400000035762787,0.3199999928474426,0.3300000131130218,493400.0,,,,,
2024-08-16,0.3899999856948852,0.3899999856948852,0.3400000035762787,0.3499999940395355,1158800.0,,,,,
2024-08-19,0.4199999868869781,0.4300000071525574,0.3799999952316284,0.3799999952316284,762300.0,,,,,
2024-08-20,0.4300000071525574,0.449999988079071,0.4199999868869781,0.4300000071525574,595300.0,,,,,
2024-08-21,0.4399999976158142,0.4399999976158142,0.3799999952316284,0.4399999976158142,408400.0,,,,,
2024-08-22,0.4199999868869781,0.4399999976158142,0.4000000059604645,0.4300000071525574,441100.0,,,,,
