Date,Close,High,Low,Open,Volume,"('Close', 'NOMD')","('High', 'NOMD')","('Low', 'NOMD')","('Open', 'NOMD')","('Volume', 'NOMD')"
2024-06-03,16.793907165527344,16.918093391180665,16.631508672250717,16.860776811806918,1280700.0,,,,,
2024-06-04,16.82256507873535,16.946751294884123,16.68882397435083,16.736589305224253,1017800.0,,,,,
2024-06-05,16.78435516357422,16.87988401663249,16.631509727505506,16.822567433622055,1273100.0,,,,,
2024-06-06,16.69837760925293,17.018398959790705,16.660167165313855,16.784353385692263,480900.0,,,,,
2024-06-07,16.813011169433594,16.918091247963513,16.52642466474778,16.56463692753028,633600.0,,,,,
2024-06-10,16.516874313354492,16.688824038981533,16.44236112572781,16.688824038981533,428800.0,,,,,
2024-06-11,16.5455322265625,16.564638359605546,16.34492329579391,16.38313373981887,357800.0,,,,,
2024-06-12,16.373579025268555,16.76524560292343,16.373579025268555,16.76524560292343,589600.0,,,,,
2024-06-13,16.19207763671875,16.52642584973435,16.087950488612943,16.3640273653863,703300.0,,,,,
2024-06-14,15.85772705078125,16.182524008194655,15.85772705078125,16.144311743999648,427000.0,,,,,
2024-06-17,15.962806701660156,15.98191283324115,15.733538588871218,15.85772662208668,482300.0,,,,,
2024-06-18,15.86728286743164,16.086997958457538,15.79086014785475,16.001022171175865,614900.0,,,,,
2024-06-20,15.895938873291016,16.086996566735095,15.685776868151487,15.781305714873527,543600.0,,,,,
2024-06-21,15.838622093200684,16.039232850978735,15.743093247690238,15.848175159957846,433700.0,,,,,
2024-06-24,16.09654998779297,16.12043174448366,15.771752995028104,15.867281843852108,389200.0,,,,,
2024-06-25,15.972362518310549,16.201630670585477,15.862504975890976,16.048785235735526,395500.0,,,,,
2024-06-26,15.829069137573242,15.829069137573242,15.657117578859472,15.79085869233751,423800.0,,,,,
2024-06-27,15.848174095153809,16.138579652402882,15.790857520522987,16.07744221573815,598100.0,,,,,
2024-06-28,15.74309253692627,15.876833643427265,15.561589742918148,15.848174444449674,427400.0,,,,,
2024-07-01,15.685775756835938,15.95325614429479,15.676222690634434,15.790857662991392,338000.0,,,,,
2024-07-02,15.87683391571045,15.915044359608109,15.56159000979499,15.676223163549087,381200.0,,,,,
