Date,Close,High,Low,Open,Volume,"('Close', 'LION')","('High', 'LION')","('Low', 'LION')","('Open', 'LION')","('Volume', 'LION')"
2024-06-03,8.25,8.5,8.010000228881836,8.489999771118164,100800.0,,,,,
2024-06-04,7.96999979019165,8.399999618530273,7.869999885559082,8.1899995803833,103200.0,,,,,
2024-06-05,7.679999828338623,8.039999961853027,6.829999923706055,7.869999885559082,98300.0,,,,,
2024-06-06,7.71999979019165,7.75,7.400000095367432,7.679999828338623,106700.0,,,,,
2024-06-07,7.650000095367432,7.940000057220459,7.215000152587891,7.699999809265137,415700.0,,,,,
2024-06-10,7.880000114440918,7.920000076293945,7.650000095367432,7.699999809265137,31400.0,,,,,
2024-06-11,7.860000133514404,8.0,7.639999866485596,7.639999866485596,27100.0,,,,,
2024-06-12,7.929999828338623,8.100000381469727,7.769999980926514,7.769999980926514,71400.0,,,,,
2024-06-13,8.0,8.09000015258789,7.86299991607666,7.96999979019165,27700.0,,,,,
2024-06-14,7.880000114440918,8.0600004196167,7.760000228881836,8.020000457763672,29900.0,,,,,
2024-06-17,7.889999866485596,8.010000228881836,7.71999979019165,8.0,42800.0,,,,,
2024-06-18,7.880000114440918,8.039999961853027,7.659999847412109,7.659999847412109,35600.0,,,,,
2024-06-20,8.039999961853027,8.119999885559082,7.690000057220459,7.760000228881836,34500.0,,,,,
2024-06-21,7.880000114440918,8.210000038146973,7.784999847412109,8.210000038146973,67200.0,,,,,
2024-06-24,8.0600004196167,8.5,7.75,7.75,69400.0,,,,,
2024-06-25,7.909999847412109,8.09000015258789,7.800000190734863,8.09000015258789,71300.0,,,,,
2024-06-26,8.34000015258789,8.390000343322754,7.670000076293945,7.960000038146973,58200.0,,,,,
2024-06-27,8.029999732971191,8.53499984741211,7.809999942779541,8.109999656677246,73100.0,,,,,
2024-06-28,8.0600004196167,8.574999809265137,7.940000057220459,8.0600004196167,97400.0,,,,,
2024-07-01,8.369999885559082,8.420000076293945,8.039999961853027,8.079999923706055,29400.0,,,,,
2024-07-02,8.3100004196167,8.59000015258789,8.166999816894531,8.40999984741211,26100.0,,,,,
2024-07-03,8.479999542236328,8.729999542236328,8.130000114440918,8.390000343322754,12100.0,,,,,
2024-07-05,8.40999984741211,8.579999923706055,8.039999961853027,8.479999542236328,26000.0,,,,,
2024-07-08,8.229999542236328,8.5,8.15999984741211,8.460000038146973,28700.0,,,,,
2024-07-09,8.170000076293945,8.383999824523926,8.081000328063965,8.270000457763672,104000.0,,,,,
2024-07-10,8.270000457763672,8.399999618530273,8.010000228881836,8.239999771118164,30000.0,,,,,
2024-07-11,8.25,8.496999740600586,8.149999618530273,8.319999694824219,183700.0,,,,,
2024-07-12,8.270000457763672,8.350000381469727,8.0600004196167,8.260000228881836,75300.0,,,,,
2024-07-15,8.270000457763672,8.350000381469727,8.1899995803833,8.34000015258789,48900.0,,,,,
2024-07-16,8.25,8.359999656677246,8.154999732971191,8.359999656677246,28300.0,,,,,
2024-07-17,8.25,8.37399959564209,8.199999809265137,8.270000457763672,44300.0,,,,,
2024-07-18,8.020000457763672,8.25,8.0,8.121000289916992,67300.0,,,,,
2024-07-19,7.659999847412109,8.239999771118164,7.579999923706055,8.15999984741211,107300.0,,,,,
2024-07-22,7.789999961853027,8.210000038146973,7.690000057220459,7.739999771118164,72900.0,,,,,
2024-07-23,7.769999980926514,7.959000110626221,7.5,7.800000190734863,76300.0,,,,,
2024-07-24,7.769999980926514,8.020000457763672,7.644999980926514,7.829999923706055,49900.0,,,,,
2024-07-25,7.739999771118164,7.880000114440918,7.26800012588501,7.789999961853027,83600.0,,,,,
2024-07-26,7.690000057220459,7.980000019073486,7.329999923706055,7.670000076293945,97100.0,,,,,
2024-07-29,7.485000133514404,7.782999992370605,7.364999771118164,7.539999961853027,75600.0,,,,,
2024-07-30,7.590000152587891,7.630000114440918,7.085000038146973,7.579999923706055,469100.0,,,,,
2024-07-31,7.230000019073486,7.699999809265137,6.96999979019165,7.699999809265137,699600.0,,,,,
2024-08-01,7.269999980926514,7.394999980926514,6.900000095367432,7.300000190734863,217800.0,,,,,
2024-08-02,7.050000190734863,7.355000019073486,6.739999771118164,7.059999942779541,313200.0,,,,,
2024-08-05,7.119999885559082,7.230000019073486,6.880000114440918,7.010000228881836,32800.0,,,,,
2024-08-06,7.199999809265137,7.760000228881836,7.039999961853027,7.260000228881836,104600.0,,,,,
2024-08-07,7.300000190734863,7.465000152587891,7.130000114440918,7.28000020980835,78400.0,,,,,
2024-08-08,7.25,7.360000133514404,7.179999828338623,7.21999979019165,38200.0,,,,,
2024-08-09,7.199999809265137,7.300000190734863,7.110000133514404,7.179999828338623,92100.0,,,,,
2024-08-12,7.010000228881836,7.199999809265137,6.960000038146973,7.150000095367432,157700.0,,,,,
2024-08-13,7.099999904632568,7.199999809265137,7.0,7.079999923706055,23500.0,,,,,
2024-08-14,7.130000114440918,7.159999847412109,6.941999912261963,7.119999885559082,35300.0,,,,,
2024-08-15,6.980000019073486,7.260000228881836,6.929999828338623,6.984000205993652,159900.0,,,,,
2024-08-16,7.03000020980835,7.239999771118164,6.900000095367432,7.099999904632568,178100.0,,,,,
2024-08-19,7.840000152587891,7.840000152587891,6.920000076293945,6.920000076293945,193100.0,,,,,
2024-08-20,7.269999980926514,7.699999809265137,7.199999809265137,7.690000057220459,97300.0,,,,,
2024-08-21,7.46999979019165,7.519999980926514,7.170000076293945,7.230000019073486,137000.0,,,,,
