Date,Close,High,Low,Open,Volume,"('Close', 'TROW')","('High', 'TROW')","('Low', 'TROW')","('Open', 'TROW')","('Volume', 'TROW')"
2024-06-03,108.6701889038086,110.31656283641608,107.71212881511028,110.08402370434248,1227200.0,,,,,
2024-06-04,108.42833709716795,109.54452199860238,108.05627309784632,108.05627309784632,988600.0,,,,,
2024-06-05,108.69808959960938,108.73529671134432,107.47028329847925,108.73529671134432,984600.0,,,,,
2024-06-06,108.11209106445312,108.71668710074728,107.3307559290944,108.31671952948132,637800.0,,,,,
2024-06-07,107.47958374023438,108.0469797588438,106.46570949025676,107.25634107628493,649800.0,,,,,
2024-06-10,107.0331039428711,107.93535684767318,106.36339015388272,107.1540217283432,862300.0,,,,,
2024-06-11,106.49361419677734,106.837774651677,105.8704110537298,106.3912964154972,867400.0,,,,,
2024-06-12,110.12123107910156,112.12106903899966,109.04225319390866,109.24688166953422,1756000.0,,,,,
2024-06-13,108.42833709716795,109.52592199207504,107.80513397880928,109.4515077729046,1077200.0,,,,,
2024-06-14,108.02407836914062,108.09929267682348,106.57623522398625,107.03691030608908,768600.0,,,,,
2024-06-17,110.0360107421875,110.08301430327084,107.11212097892748,107.63860676917876,859000.0,,,,,
2024-06-18,110.53429412841795,111.07958708712538,109.5941368228525,109.99840475115889,910100.0,,,,,
2024-06-20,111.11719512939452,111.55907021419974,109.7163555684523,110.09241992825444,1032600.0,,,,,
2024-06-21,111.33343505859376,111.46505651777862,110.39327767994088,111.12659928763706,1670500.0,,,,,
2024-06-24,111.76589965820312,112.55563553714964,111.0325780960014,111.2112102821694,866300.0,,,,,
2024-06-25,110.38386535644533,111.77529405946228,109.56592597272105,111.77529405946228,804500.0,,,,,
2024-06-26,109.53772735595705,110.75992752356429,109.38729874729906,109.8291738191933,860700.0,,,,,
2024-06-27,108.52235412597656,109.70695429634804,108.27791122701689,109.65053998253842,884300.0,,,,,
2024-06-28,108.40953826904295,109.60354208217495,107.96766318100975,108.92662766415228,1598500.0,,,,,
2024-07-01,107.03690338134766,109.0582429393588,106.801864064668,108.691582179165,861500.0,,,,,
2024-07-02,107.74202728271484,107.77963443620057,106.98990573149356,107.09332361037154,638300.0,,,,,
2024-07-03,108.84201049804688,109.25568201688054,107.40357093661494,107.7514317295279,839500.0,,,,,
2024-07-05,107.92066192626952,108.39074059629972,107.25315107556642,108.39074059629972,853700.0,,,,,
2024-07-08,107.80783081054688,108.59756663535995,107.20613074060864,108.1274880074188,727200.0,,,,,
2024-07-09,107.61981201171876,108.28732286333585,107.29075837681332,107.817244192662,904500.0,,,,,
2024-07-10,109.13346099853516,109.18986814117396,107.74202503985305,107.97706436462272,623800.0,,,,,
2024-07-11,110.1582260131836,111.88811912627466,109.80096883147698,110.5342903571452,843300.0,,,,,
2024-07-12,110.95736694335938,111.66248495365046,110.38387756066078,110.976174107086,797500.0,,,,,
2024-07-15,111.63428497314452,112.50863162095412,111.14540629299032,111.314634907819,894800.0,,,,,
2024-07-16,113.52399444580078,113.91885879195893,111.72829055239488,111.99154062266462,972900.0,,,,,
2024-07-17,111.07958984375,113.80604753211762,110.919764819317,113.1761366704049,1281000.0,,,,,
2024-07-18,109.67874908447266,112.89408518310285,109.35909188710446,110.71292063298267,835500.0,,,,,
2024-07-19,107.92066192626952,109.84798016969454,107.74202973635204,109.84798016969454,820800.0,,,,,
2024-07-22,109.0300521850586,109.38730940618676,107.68562684870592,108.76680926708714,815000.0,,,,,
2024-07-23,110.00780487060548,110.43087277566336,108.22150461168069,108.76679755322743,921700.0,,,,,
2024-07-24,107.53519439697266,110.44968790089162,107.07451930692336,109.64115201143208,1383700.0,,,,,
2024-07-25,108.57876586914062,110.66591624779302,107.35656566819996,108.11809079501542,1391300.0,,,,,
2024-07-26,105.3728256225586,106.59502573598556,102.9848253622049,106.43520072599468,1972700.0,,,,,
2024-07-29,106.331787109375,106.44460856538078,103.7181510143033,105.09077978463482,1910500.0,,,,,
2024-07-30,105.95571899414062,108.13688352286886,105.8617047038946,106.98989770533852,1207100.0,,,,,
2024-07-31,107.37537384033205,108.42835269140002,106.595041491045,106.595041491045,2012900.0,,,,,
2024-08-01,105.32582092285156,107.62921060611576,104.46087793037164,107.11212122320332,1283800.0,,,,,
2024-08-02,100.09854888916016,103.5489244590429,99.33702377138611,103.41730301085556,1987800.0,,,,,
2024-08-05,96.98663330078124,98.66950860409794,94.47640778622304,97.58833341626269,2308200.0,,,,,
2024-08-06,97.67294311523438,99.29001484855664,96.91141798356814,97.18406446631026,1180100.0,,,,,
2024-08-07,96.67637634277344,99.8353054270302,96.55415130384142,99.53445537961676,1072800.0,,,,,
