Date,Close,High,Low,Open,Volume,"('Close', 'BORR')","('High', 'BORR')","('Low', 'BORR')","('Open', 'BORR')","('Volume', 'BORR')"
2024-06-03,6.314087390899658,6.503984572215948,6.24762315106366,6.456510503262172,2511200.0,,,,,
2024-06-04,6.1336846351623535,6.257118025225356,6.052978222640435,6.181159155263686,2940000.0,,,,,
2024-06-05,6.105199813842773,6.26661263839198,6.105199813842773,6.152674333798625,1027000.0,,,,,
2024-06-06,5.934292793273926,6.152674786176431,5.934292793273926,6.086210543901543,1874200.0,,,,,
2024-06-07,5.839343547821045,6.038735799655219,5.829848463090579,5.877322981241787,1464200.0,,,,,
2024-06-10,6.190653324127197,6.20014840853678,5.943787015235137,5.972271362962795,2157200.0,,,,,
2024-06-11,6.266612529754639,6.295097331784456,6.105199708003668,6.114694792930464,1633000.0,,,,,
2024-06-12,6.295097351074219,6.475499890481011,6.285602266118328,6.437520456158588,1868600.0,,,,,
2024-06-13,6.076714992523193,6.28560186806828,6.029240476251312,6.247622436150992,825200.0,,,,,
2024-06-14,5.867827892303467,6.071967686356484,5.867827892303467,6.038735795324805,1231900.0,,,,,
2024-06-17,5.934292793273926,5.981767316720361,5.88681826982749,5.88681826982749,815600.0,,,,,
2024-06-18,5.962777137756348,6.038736007208563,5.953282052699533,5.991261487425641,866500.0,,,,,
2024-06-20,6.038735389709473,6.06721973646606,5.9865133327381805,6.019745674288238,831500.0,,,,,
2024-06-21,5.905807971954346,6.038736456128199,5.877323620167526,6.0007570185787005,1313100.0,,,,,
2024-06-24,5.886817932128906,5.943787538096799,5.772879625694289,5.791869343433391,1100300.0,,,,,
2024-06-25,5.820354461669922,5.877323617972897,5.720658324952063,5.79186965714313,1144600.0,,,,,
2024-06-26,5.962777137756348,5.981766855119401,5.834596205992804,5.877323183247318,1190800.0,,,,,
2024-06-27,6.1336846351623535,6.162168985022691,6.0292409625897685,6.0292409625897685,1189900.0,,,,,
2024-06-28,6.124189376831055,6.209643329496323,6.048230509017734,6.171663895589663,12035400.0,,,,,
2024-07-01,5.943787574768066,6.143179385883538,5.924797404161216,6.07671559976191,1478300.0,,,,,
2024-07-02,5.9912614822387695,6.143179221011678,5.972271764892156,5.98176684994075,1118900.0,,,,,
2024-07-03,6.010250568389893,6.124188860503794,5.972271137685259,6.048229999094526,641900.0,,,,,
2024-07-05,5.934292793273926,6.000757035548813,5.910555531550708,6.000757035548813,967800.0,,,,,
2024-07-08,6.067219734191895,6.133683964516568,5.905806926796639,5.915302010878961,1082200.0,,,,,
2024-07-09,5.934292793273926,6.010251668587735,5.867828550999039,6.000757035548813,1628400.0,,,,,
2024-07-10,5.962777137756348,6.000756572482455,5.915302617973426,5.93429233533648,626800.0,,,,,
2024-07-11,6.190653324127197,6.233380298469228,5.962776731303758,5.962776731303758,1436400.0,,,,,
2024-07-12,6.247622489929199,6.276107290487627,6.173562461227832,6.247622489929199,1104800.0,,,,,
2024-07-15,6.494489669799805,6.532469104485721,6.209643456904854,6.276107693980496,1939400.0,,,,,
2024-07-16,6.57044792175293,6.589437637311442,6.399540028975781,6.456509628401852,2298600.0,,,,,
2024-07-17,6.655901908874512,6.684386256011335,6.456509667914612,6.456509667914612,2416000.0,,,,,
2024-07-18,6.513479232788086,6.731861203432238,6.484994431073386,6.570448383466921,2045900.0,,,,,
2024-07-19,6.266612529754639,6.480246960351278,6.247622812651617,6.409035634402588,1312200.0,,,,,
2024-07-22,6.371056079864502,6.409035513353217,6.209643261162183,6.295097212887073,1161300.0,,,,,
2024-07-23,6.409035682678223,6.4375204849226,6.233380684964518,6.323581728695664,1253400.0,,,,,
2024-07-24,6.257117748260498,6.475499716109135,6.228632946910433,6.409035481459356,1368700.0,,,,,
2024-07-25,6.409035682678223,6.499236726409368,6.190653707973238,6.285602294203542,1823800.0,,,,,
2024-07-26,6.361560821533203,6.493539869968404,6.27610732489059,6.43752013918854,2860900.0,,,,,
2024-07-29,6.124189376831055,6.409035583881573,6.081462853248985,6.409035583881573,1578600.0,,,,,
2024-07-30,6.266612529754639,6.318834591350876,6.067220273797624,6.095705075827441,1622100.0,,,,,
2024-07-31,6.503984451293945,6.579943322408235,6.371056426843938,6.475500101001379,2313200.0,,,,,
2024-08-01,6.181158542633057,6.489741534455526,6.119441853718457,6.475499360936936,1958600.0,,,,,
2024-08-02,5.687425136566162,5.929544354615447,5.658940789001859,5.905807096478166,2870700.0,,,,,
2024-08-05,5.383590221405029,5.488033896038711,5.207935217964639,5.279146546771348,2634200.0,,,,,
2024-08-06,5.526013374328613,5.582982528362856,5.364600544856297,5.42156969889054,2416800.0,,,,,
2024-08-07,5.497528553009033,5.753889971702439,5.488033920409583,5.687425732503931,1461800.0,,,,,
2024-08-08,5.725404739379883,5.753889085541929,5.535507136380661,5.601971365342966,891400.0,,,,,
2024-08-09,5.734899997711182,5.791869149016192,5.687425478581722,5.7443950826373005,843500.0,,,,,
2024-08-12,6.076714992523193,6.109946882263185,5.877322748582158,5.972271328375379,1943500.0,,,,,
2024-08-13,6.105199813842773,6.128937073820699,5.991261509249419,6.038736029205271,1166100.0,,,,,
2024-08-14,6.162168502807617,6.219138103571342,6.08146254935185,6.219138103571342,1590700.0,,,,,
2024-08-15,6.342571258544922,6.475499728090432,6.124189290292224,6.200148609782754,1793500.0,,,,,
2024-08-16,5.934292793273926,6.190654223833335,5.905807988655942,6.1811595907944135,1872900.0,,,,,
2024-08-19,5.934292793273926,6.052978649139404,5.88681826982749,5.97227223093083,1413000.0,,,,,
2024-08-20,5.810858726501465,5.9627769124152845,5.80136409455404,5.943787195769877,1129500.0,,,,,
