Date,Close,High,Low,Open,Volume,"('Close', 'ZIM')","('High', 'ZIM')","('Low', 'ZIM')","('Open', 'ZIM')","('Volume', 'ZIM')"
2024-06-03,13.264022827148438,13.888574823218493,12.63328581669319,13.832922667656833,10423400.0,,,,,
2024-06-04,13.301528930664062,13.807836777581404,13.092129248298992,13.564059146145258,5849000.0,,,,,
2024-06-05,14.876708984375,14.889210707032246,13.439044261228553,13.439044261228553,7972100.0,,,,,
2024-06-06,12.088889122009276,13.576559532453023,11.754475792917786,13.532804695709077,20201800.0,,,,,
2024-06-07,12.21390438079834,12.56394427894815,11.938872436137098,11.995128997368486,8832500.0,,,,,
2024-06-10,12.838977813720703,12.995245793777302,12.2139058934943,12.39517613040032,4963300.0,,,,,
2024-06-11,11.03251838684082,11.907618775896326,10.52621050046792,11.901369106290849,12958400.0,,,,,
2024-06-12,11.538825035095217,11.816982991892116,11.226289130236994,11.3950588049956,4689800.0,,,,,
2024-06-13,11.732598304748535,11.788854863721768,11.276296163947755,11.751349696253028,4061400.0,,,,,
2024-06-14,11.582581520080566,11.907617967858284,11.563828935846695,11.595082050673238,3973400.0,,,,,
2024-06-17,11.776352882385254,11.845111162336744,11.38880783933574,11.682592350234035,2389100.0,,,,,
2024-06-18,11.88261604309082,12.157647991644833,11.626336679289334,11.926370881950106,3343000.0,,,,,
2024-06-20,12.601449012756348,12.98899410316312,12.19515252896586,12.213905114579571,5282200.0,,,,,
2024-06-21,12.28266143798828,12.55144252039223,12.00888014329391,12.288912299466272,3780300.0,,,,,
2024-06-24,12.657705307006836,12.979616937004776,12.288912810090954,12.47018422379502,4305500.0,,,,,
2024-06-25,12.945237159729004,13.020246304679064,12.595197265165178,12.595197265165178,2583000.0,,,,,
2024-06-26,13.50155258178711,13.55468311827524,12.970241255755932,13.0702526592171,2935100.0,,,,,
2024-06-27,13.57655906677246,14.12662291842017,13.357784890556736,13.50780197948888,3140200.0,,,,,
2024-06-28,13.857843399047852,14.139126217307068,13.60156402784722,13.645318867969772,3889300.0,,,,,
2024-07-01,14.357897758483888,14.36414861909072,13.789082557789357,13.995356188895837,3426200.0,,,,,
2024-07-02,14.11412239074707,14.864209091116615,13.907848726979935,14.370401755056845,3750600.0,,,,,
2024-07-03,14.207881927490234,14.607928695827315,14.201631066334826,14.357899018530444,1781700.0,,,,,
2024-07-05,13.82033920288086,13.951603721179774,13.045250239729755,13.589062090153776,6443600.0,,,,,
