Date,Close,High,Low,Open,Volume,"('Close', 'SOUN')","('High', 'SOUN')","('Low', 'SOUN')","('Open', 'SOUN')","('Volume', 'SOUN')"
2024-06-03,4.78000020980835,5.089000225067139,4.730000019073486,5.045000076293945,16634400.0,,,,,
2024-06-04,4.929999828338623,4.980000019073486,4.760000228881836,4.78000020980835,10778700.0,,,,,
2024-06-05,4.980000019073486,5.119999885559082,4.889999866485596,4.980000019073486,16953100.0,,,,,
2024-06-06,4.840000152587891,4.96999979019165,4.809999942779541,4.949999809265137,10920200.0,,,,,
2024-06-07,4.650000095367432,4.840000152587891,4.619999885559082,4.78000020980835,13862900.0,,,,,
2024-06-10,4.769999980926514,4.860000133514404,4.644999980926514,4.690000057220459,18617400.0,,,,,
2024-06-11,4.650000095367432,4.769999980926514,4.579999923706055,4.730000019073486,12853200.0,,,,,
2024-06-12,4.650000095367432,4.849999904632568,4.619999885559082,4.739999771118164,16710400.0,,,,,
2024-06-13,4.619999885559082,4.71999979019165,4.510000228881836,4.699999809265137,12404400.0,,,,,
2024-06-14,4.429999828338623,4.539999961853027,4.400000095367432,4.510000228881836,11948400.0,,,,,
2024-06-17,4.289999961853027,4.5,4.28000020980835,4.349999904632568,17527000.0,,,,,
2024-06-18,4.090000152587891,4.235000133514404,4.050000190734863,4.210000038146973,19039600.0,,,,,
2024-06-20,4.050000190734863,4.284999847412109,3.9800000190734863,4.090000152587891,21690400.0,,,,,
2024-06-21,4.0,4.045000076293945,3.869999885559082,4.0,18980700.0,,,,,
2024-06-24,3.9800000190734863,4.070000171661377,3.880000114440918,4.0,10165400.0,,,,,
2024-06-25,3.920000076293945,4.03000020980835,3.859999895095825,3.930000066757202,9031100.0,,,,,
2024-06-26,3.9800000190734863,4.019999980926514,3.890000104904175,3.910000085830689,7955600.0,,,,,
2024-06-27,3.990000009536743,4.050000190734863,3.920000076293945,3.920000076293945,8909800.0,,,,,
2024-06-28,3.950000047683716,4.130000114440918,3.900000095367432,4.050000190734863,34150900.0,,,,,
2024-07-01,3.890000104904175,4.0,3.819999933242798,3.9800000190734863,9481400.0,,,,,
2024-07-02,3.940000057220459,4.079999923706055,3.880000114440918,3.880000114440918,7675700.0,,,,,
2024-07-03,3.930000066757202,3.990000009536743,3.859999895095825,3.940000057220459,8949300.0,,,,,
2024-07-05,4.190000057220459,4.21999979019165,3.869999885559082,3.930000066757202,17360300.0,,,,,
2024-07-08,4.199999809265137,4.309999942779541,4.119999885559082,4.289999961853027,14871900.0,,,,,
2024-07-09,4.139999866485596,4.25,4.020999908447266,4.230000019073486,8562100.0,,,,,
2024-07-10,5.070000171661377,5.139999866485596,4.139999866485596,4.239999771118164,78868400.0,,,,,
2024-07-11,5.369999885559082,6.192999839782715,5.21999979019165,5.514999866485596,129537900.0,,,,,
2024-07-12,6.199999809265137,6.449999809265137,5.34499979019165,5.369999885559082,108530100.0,,,,,
2024-07-15,5.630000114440918,6.449999809265137,5.510000228881836,6.289999961853027,58065300.0,,,,,
2024-07-16,5.829999923706055,5.920000076293945,5.400000095367432,5.739999771118164,34913500.0,,,,,
2024-07-17,5.489999771118164,6.059999942779541,5.360000133514404,5.599999904632568,32410300.0,,,,,
2024-07-18,5.0,5.699999809265137,4.900000095367432,5.690000057220459,34312300.0,,,,,
2024-07-19,4.929999828338623,5.135000228881836,4.849999904632568,5.010000228881836,16088600.0,,,,,
2024-07-22,4.980000019073486,5.099999904632568,4.739999771118164,4.96999979019165,18587900.0,,,,,
2024-07-23,4.940000057220459,5.110000133514404,4.860000133514404,4.889999866485596,14065600.0,,,,,
2024-07-24,4.550000190734863,4.875,4.539999961853027,4.820000171661377,15059200.0,,,,,
2024-07-25,4.829999923706055,4.980000019073486,4.369999885559082,4.5,18931000.0,,,,,
2024-07-26,5.119999885559082,5.21999979019165,4.820000171661377,4.989999771118164,20615400.0,,,,,
2024-07-29,4.78000020980835,5.25,4.760000228881836,5.199999809265137,16138300.0,,,,,
2024-07-30,4.949999809265137,5.139999866485596,4.809999942779541,4.869999885559082,19097000.0,,,,,
2024-07-31,5.090000152587891,5.309999942779541,4.989999771118164,5.050000190734863,20691900.0,,,,,
2024-08-01,4.659999847412109,5.204999923706055,4.619999885559082,5.110000133514404,19216200.0,,,,,
2024-08-02,4.619999885559082,4.820000171661377,4.309999942779541,4.340000152587891,17958800.0,,,,,
2024-08-05,4.21999979019165,4.5,3.940000057220459,3.950000047683716,23921700.0,,,,,
2024-08-06,4.460000038146973,4.579999923706055,4.114999771118164,4.46999979019165,16124800.0,,,,,
2024-08-07,4.300000190734863,4.679999828338623,4.25,4.599999904632568,20246400.0,,,,,
2024-08-08,5.210000038146973,5.239999771118164,4.380000114440918,4.480000019073486,67607200.0,,,,,
2024-08-09,4.869999885559082,5.309999942779541,4.829999923706055,5.099999904632568,38585900.0,,,,,
2024-08-12,5.159999847412109,5.360000133514404,4.710000038146973,4.869999885559082,44650500.0,,,,,
2024-08-13,4.989999771118164,5.519999980926514,4.920000076293945,5.300000190734863,36175300.0,,,,,
2024-08-14,4.980000019073486,5.179999828338623,4.880000114440918,5.050000190734863,21538300.0,,,,,
2024-08-15,4.949999809265137,5.159999847412109,4.920000076293945,5.090000152587891,21159800.0,,,,,
2024-08-16,4.96999979019165,5.039999961853027,4.900000095367432,4.929999828338623,14803000.0,,,,,
2024-08-19,4.949999809265137,5.105000019073486,4.909999847412109,5.019999980926514,19142000.0,,,,,
2024-08-20,5.139999866485596,5.199999809265137,4.744999885559082,4.940000057220459,24328600.0,,,,,
2024-08-21,5.360000133514404,5.5,5.059999942779541,5.139999866485596,33154000.0,,,,,
2024-08-22,4.929999828338623,5.449999809265137,4.889999866485596,5.400000095367432,23122200.0,,,,,
2024-08-23,5.03000020980835,5.130000114440918,4.949999809265137,5.0,15404200.0,,,,,
2024-08-26,5.0,5.079999923706055,4.920000076293945,5.059999942779541,10775400.0,,,,,
2024-08-27,4.949999809265137,5.03000020980835,4.860000133514404,4.949999809265137,11532800.0,,,,,
2024-08-28,4.849999904632568,5.067999839782715,4.769999980926514,4.949999809265137,15917800.0,,,,,
2024-08-29,4.840000152587891,5.050000190734863,4.840000152587891,4.880000114440918,10806600.0,,,,,
2024-08-30,4.889999866485596,4.960000038146973,4.829999923706055,4.900000095367432,9303200.0,,,,,
2024-09-03,4.559999942779541,4.909999847412109,4.519999980926514,4.880000114440918,14905200.0,,,,,
2024-09-04,4.489999771118164,4.650000095367432,4.449999809265137,4.480000019073486,11850500.0,,,,,
2024-09-05,4.480000019073486,4.559999942779541,4.409999847412109,4.5,12629300.0,,,,,
2024-09-06,4.349999904632568,4.570000171661377,4.324999809265137,4.480000019073486,10207000.0,,,,,
2024-09-09,4.619999885559082,4.670000076293945,4.400000095367432,4.400000095367432,11937700.0,,,,,
2024-09-10,4.599999904632568,4.730000019073486,4.46999979019165,4.699999809265137,9894100.0,,,,,
2024-09-11,4.840000152587891,4.849999904632568,4.574999809265137,4.610000133514404,10166000.0,,,,,
2024-09-12,4.869999885559082,4.929999828338623,4.769999980926514,4.880000114440918,8931700.0,,,,,
2024-09-13,4.849999904632568,4.980000019073486,4.840000152587891,4.940000057220459,9541200.0,,,,,
2024-09-16,4.760000228881836,4.840000152587891,4.71999979019165,4.78000020980835,9004900.0,,,,,
2024-09-17,4.800000190734863,4.880000114440918,4.730000019073486,4.840000152587891,7223300.0,,,,,
