Date,Close,High,Low,Open,Volume,"('Close', 'NGD')","('High', 'NGD')","('Low', 'NGD')","('Open', 'NGD')","('Volume', 'NGD')"
2024-06-03,2.130000114440918,2.2300000190734863,2.0999999046325684,2.200000047683716,10422000.0,,,,,
2024-06-04,2.039999961853028,2.109999895095825,1.9800000190734863,2.0899999141693115,10956600.0,,,,,
2024-06-05,2.049999952316284,2.0799999237060547,1.9900000095367432,2.059999942779541,9965600.0,,,,,
2024-06-06,2.130000114440918,2.1700000762939453,2.039999961853028,2.039999961853028,9215800.0,,,,,
2024-06-07,1.9700000286102293,2.049999952316284,1.9600000381469729,2.0299999713897705,8707800.0,,,,,
2024-06-10,1.950000047683716,2.0199999809265137,1.919999957084656,2.0,7967500.0,,,,,
2024-06-11,1.9900000095367432,2.009999990463257,1.899999976158142,1.9299999475479128,9463200.0,,,,,
2024-06-12,1.9900000095367432,2.059999942779541,1.9700000286102293,2.039999961853028,7739400.0,,,,,
2024-06-13,1.950000047683716,2.0299999713897705,1.909999966621399,1.9900000095367432,9806000.0,,,,,
2024-06-14,1.9700000286102293,2.009999990463257,1.950000047683716,1.9800000190734863,11217900.0,,,,,
2024-06-17,1.919999957084656,1.9800000190734863,1.899999976158142,1.950000047683716,6057600.0,,,,,
2024-06-18,1.9600000381469729,1.9900000095367432,1.899999976158142,1.919999957084656,7025200.0,,,,,
2024-06-20,2.0,2.039999961853028,1.940000057220459,1.9800000190734863,6147300.0,,,,,
2024-06-21,1.940000057220459,2.0,1.9299999475479128,1.9900000095367432,9369600.0,,,,,
2024-06-24,1.9600000381469729,2.0,1.9600000381469729,1.9800000190734863,5830000.0,,,,,
2024-06-25,1.940000057220459,1.9800000190734863,1.9299999475479128,1.9600000381469729,3607800.0,,,,,
2024-06-26,1.950000047683716,1.9900000095367432,1.909999966621399,1.9299999475479128,4318000.0,,,,,
2024-06-27,1.9900000095367432,2.0199999809265137,1.9600000381469729,1.9800000190734863,3411600.0,,,,,
2024-06-28,1.950000047683716,2.0299999713897705,1.9299999475479128,2.0,4128900.0,,,,,
2024-07-01,1.950000047683716,2.0,1.950000047683716,1.9600000381469729,2584000.0,,,,,
2024-07-02,1.9700000286102293,1.9900000095367432,1.919999957084656,1.950000047683716,4924700.0,,,,,
2024-07-03,2.109999895095825,2.119999885559082,2.0,2.0199999809265137,6848200.0,,,,,
2024-07-05,2.140000104904175,2.190000057220459,2.109999895095825,2.119999885559082,6677700.0,,,,,
2024-07-08,2.190000057220459,2.200000047683716,2.0899999141693115,2.109999895095825,6385200.0,,,,,
2024-07-09,2.25,2.25,2.190000057220459,2.200000047683716,6040400.0,,,,,
2024-07-10,2.380000114440918,2.450000047683716,2.2799999713897705,2.2799999713897705,13518900.0,,,,,
2024-07-11,2.400000095367432,2.4600000381469727,2.3499999046325684,2.430000066757202,9746400.0,,,,,
2024-07-12,2.369999885559082,2.400000095367432,2.3399999141693115,2.3399999141693115,5270200.0,,,,,
2024-07-15,2.3499999046325684,2.400000095367432,2.319999933242798,2.400000095367432,5847600.0,,,,,
2024-07-16,2.4100000858306885,2.440000057220459,2.3499999046325684,2.380000114440918,8936700.0,,,,,
2024-07-17,2.309999942779541,2.4200000762939453,2.299999952316284,2.4200000762939453,9900700.0,,,,,
2024-07-18,2.2699999809265137,2.359999895095825,2.2300000190734863,2.3299999237060547,11562200.0,,,,,
2024-07-19,2.220000028610229,2.2799999713897705,2.190000057220459,2.200000047683716,5752500.0,,,,,
2024-07-22,2.190000057220459,2.2300000190734863,2.150000095367432,2.220000028610229,6650800.0,,,,,
2024-07-23,2.200000047683716,2.2100000381469727,2.150000095367432,2.200000047683716,4975400.0,,,,,
2024-07-24,2.150000095367432,2.289999961853028,2.140000104904175,2.2300000190734863,10130200.0,,,,,
2024-07-25,2.069999933242798,2.119999885559082,2.049999952316284,2.0999999046325684,8764100.0,,,,,
2024-07-26,2.0199999809265137,2.0999999046325684,2.0199999809265137,2.069999933242798,10731200.0,,,,,
2024-07-29,2.0799999237060547,2.0899999141693115,2.0199999809265137,2.0299999713897705,6242900.0,,,,,
2024-07-30,2.059999942779541,2.0899999141693115,2.009999990463257,2.0899999141693115,5936200.0,,,,,
2024-07-31,2.309999942779541,2.380000114440918,2.109999895095825,2.119999885559082,17024300.0,,,,,
2024-08-01,2.299999952316284,2.400000095367432,2.240000009536743,2.390000104904175,9975900.0,,,,,
2024-08-02,2.190000057220459,2.359999895095825,2.1600000858306885,2.359999895095825,8301700.0,,,,,
2024-08-05,2.109999895095825,2.150000095367432,1.940000057220459,2.039999961853028,9166000.0,,,,,
2024-08-06,2.150000095367432,2.1600000858306885,2.059999942779541,2.0999999046325684,5640900.0,,,,,
2024-08-07,2.049999952316284,2.190000057220459,2.039999961853028,2.180000066757202,8112600.0,,,,,
2024-08-08,2.119999885559082,2.150000095367432,2.049999952316284,2.0799999237060547,6458700.0,,,,,
2024-08-09,2.1700000762939453,2.190000057220459,2.119999885559082,2.1700000762939453,5471500.0,,,,,
2024-08-12,2.3299999237060547,2.400000095367432,2.200000047683716,2.2300000190734863,13894900.0,,,,,
2024-08-13,2.4200000762939453,2.430000066757202,2.299999952316284,2.3299999237060547,7620100.0,,,,,
2024-08-14,2.390000104904175,2.4100000858306885,2.3299999237060547,2.400000095367432,4815800.0,,,,,
2024-08-15,2.400000095367432,2.430000066757202,2.3399999141693115,2.380000114440918,5963700.0,,,,,
2024-08-16,2.559999942779541,2.5999999046325684,2.400000095367432,2.430000066757202,12739200.0,,,,,
2024-08-19,2.640000104904175,2.700000047683716,2.549999952316284,2.549999952316284,11181400.0,,,,,
2024-08-20,2.6600000858306885,2.7100000381469727,2.609999895095825,2.690000057220459,8303700.0,,,,,
2024-08-21,2.690000057220459,2.7300000190734863,2.640000104904175,2.6700000762939453,12369700.0,,,,,
2024-08-22,2.630000114440918,2.6700000762939453,2.5799999237060547,2.6700000762939453,8362000.0,,,,,
2024-08-23,2.650000095367432,2.680000066757202,2.609999895095825,2.650000095367432,7843700.0,,,,,
2024-08-26,2.650000095367432,2.690000057220459,2.619999885559082,2.680000066757202,2925400.0,,,,,
2024-08-27,2.5999999046325684,2.640000104904175,2.569999933242798,2.619999885559082,5434000.0,,,,,
