Date,Close,High,Low,Open,Volume,"('Close', 'GBDC')","('High', 'GBDC')","('Low', 'GBDC')","('Open', 'GBDC')","('Volume', 'GBDC')"
2024-06-03,14.33450984954834,14.490132054574696,14.256698747035164,14.395029229496496,1339700.0,,,,,
2024-06-04,13.9281644821167,14.317218351761245,13.884935175025449,14.291282416535944,1692500.0,,,,,
2024-06-05,13.9281644821167,14.049203243913295,13.8330616555454,13.980038001596748,1709200.0,,,,,
2024-06-06,13.88493537902832,13.988684068542186,13.72066813224172,13.96274648390635,1469700.0,,,,,
2024-06-07,13.87628936767578,13.988683917521522,13.850353432349424,13.858999293801364,942700.0,,,,,
2024-06-10,13.858999252319336,14.040557395178238,13.841707529467216,13.919518633272304,1402400.0,,,,,
2024-06-11,13.616920471191406,13.962746693034813,13.590983710681838,13.89358144866613,3173800.0,,,,,
2024-06-12,13.746604919433594,13.841707747589464,13.703377260651552,13.703377260651552,1714900.0,,,,,
2024-06-13,13.720585823059082,13.815988657700808,13.67722180052998,13.75527753735179,1150100.0,,,,,
2024-06-14,13.590493202209473,13.729260070621836,13.52110976800329,13.703241489573465,1368500.0,,,,,
2024-06-17,13.651203155517578,13.781297711704685,13.59049285889972,13.651203155517578,2515400.0,,,,,
2024-06-18,13.538453102111816,13.668547641301195,13.495089082831008,13.625182794904736,1395300.0,,,,,
2024-06-20,13.512435913085938,13.74660561141079,13.477744197828448,13.616511058858404,3168400.0,,,,,
2024-06-21,13.460399627685549,13.63385821523494,13.434380219216296,13.590493361568644,2686300.0,,,,,
2024-06-24,13.651203155517578,13.659876291353203,13.512436290610609,13.512436290610609,3268100.0,,,,,
2024-06-25,13.538453102111816,13.711912487697656,13.5124345251202,13.659874506598774,1320000.0,,,,,
2024-06-26,13.443052291870115,13.564473707106734,13.382341997809672,13.529781992341375,1321000.0,,,,,
2024-06-27,13.685894012451172,13.711913418324372,13.443052014111236,13.469070592868732,2015700.0,,,,,
2024-06-28,13.625185012817385,13.789970463408984,13.625185012817385,13.746606437069362,868800.0,,,,,
2024-07-01,13.547126770019531,13.720585335316926,13.529781327047631,13.651201909197969,1032400.0,,,,,
2024-07-02,13.633858680725098,13.668550399419429,13.529783524642106,13.5558021068839,815400.0,,,,,
2024-07-03,13.763952255249023,13.868027410093449,13.6598771004046,13.685895682336756,683600.0,,,,,
2024-07-05,13.677220344543455,13.763949207484789,13.668547210114635,13.74660376574277,1038400.0,,,,,
2024-07-08,13.815988540649414,13.833333984090958,13.677221684654242,13.720585706815957,1313800.0,,,,,
2024-07-09,13.599165916442873,13.8333347928463,13.573146509085792,13.8333347928463,2286000.0,,,,,
