Date,Close,High,Low,Open,Volume,"('Close', 'FTRE')","('High', 'FTRE')","('Low', 'FTRE')","('Open', 'FTRE')","('Volume', 'FTRE')"
2024-06-03,24.850000381469727,25.670000076293945,24.600000381469727,25.309999465942383,1622700.0,,,,,
2024-06-04,24.8799991607666,25.100000381469727,24.308000564575195,24.75,1354600.0,,,,,
2024-06-05,27.350000381469727,27.450000762939453,24.899999618530277,25.1299991607666,1821600.0,,,,,
2024-06-06,27.61000061035156,27.940000534057617,27.049999237060547,27.209999084472656,1718700.0,,,,,
2024-06-07,26.51000022888184,27.61000061035156,26.40999984741211,27.600000381469727,1365100.0,,,,,
2024-06-10,25.40999984741211,26.32999992370605,25.149999618530277,26.209999084472656,1473900.0,,,,,
2024-06-11,25.280000686645508,25.57999992370605,25.07999992370605,25.239999771118164,895800.0,,,,,
2024-06-12,24.82999992370605,25.915000915527344,24.81999969482422,25.82999992370605,740800.0,,,,,
2024-06-13,24.700000762939453,25.0,24.21999931335449,24.809999465942383,924700.0,,,,,
2024-06-14,23.96999931335449,24.530000686645508,23.780000686645508,24.530000686645508,1353500.0,,,,,
2024-06-17,24.059999465942383,24.770000457763672,23.6299991607666,23.88999938964844,923800.0,,,,,
2024-06-18,23.34000015258789,24.25,23.165000915527344,24.200000762939453,1888400.0,,,,,
2024-06-20,23.93000030517578,25.06999969482422,23.3799991607666,23.700000762939453,2127400.0,,,,,
2024-06-21,23.149999618530277,24.020000457763672,22.950000762939453,23.90999984741211,2659300.0,,,,,
2024-06-24,23.0,23.795000076293945,23.0,23.26000022888184,1068300.0,,,,,
2024-06-25,22.479999542236328,23.309999465942383,22.34000015258789,22.86000061035156,952600.0,,,,,
2024-06-26,22.68000030517578,22.86000061035156,22.149999618530277,22.32999992370605,861800.0,,,,,
2024-06-27,22.8799991607666,23.0049991607666,22.18000030517578,22.649999618530277,1148000.0,,,,,
2024-06-28,23.34000015258789,23.90999984741211,22.600000381469727,23.040000915527344,2783600.0,,,,,
2024-07-01,23.86000061035156,24.31999969482422,23.049999237060547,23.5,1845600.0,,,,,
2024-07-02,23.799999237060547,24.1200008392334,23.36000061035156,23.76000022888184,1376100.0,,,,,
2024-07-03,23.46999931335449,23.98500061035156,23.299999237060547,23.8700008392334,421600.0,,,,,
2024-07-05,23.350000381469727,23.93000030517578,23.07999992370605,23.540000915527344,1480000.0,,,,,
2024-07-08,23.200000762939453,23.82999992370605,23.1200008392334,23.51000022888184,1188400.0,,,,,
2024-07-09,23.200000762939453,23.559999465942383,22.68000030517578,23.190000534057617,964900.0,,,,,
2024-07-10,23.489999771118164,23.569000244140625,22.940000534057617,23.239999771118164,616300.0,,,,,
2024-07-11,24.75,25.100000381469727,23.61000061035156,23.8799991607666,1560300.0,,,,,
2024-07-12,26.0,26.229999542236328,24.700000762939453,25.13999938964844,1912100.0,,,,,
2024-07-15,26.989999771118164,27.26499938964844,25.825000762939453,26.190000534057617,1618100.0,,,,,
2024-07-16,27.920000076293945,28.40999984741211,26.989999771118164,27.059999465942383,2310900.0,,,,,
2024-07-17,26.96999931335449,28.280000686645508,26.729999542236328,27.81999969482422,1803300.0,,,,,
