Date,Close,High,Low,Open,Volume,"('Close', 'EVV')","('High', 'EVV')","('Low', 'EVV')","('Open', 'EVV')","('Volume', 'EVV')"
2024-06-03,8.629556655883789,8.66474339617726,8.576776125984551,8.629556655883789,251500.0,,,,,
2024-06-04,8.620757102966309,8.682333669763917,8.620757102966309,8.629553995056769,286900.0,,,,,
2024-06-05,8.682334899902344,8.699928686576001,8.655945058809781,8.66474195214661,201700.0,,,,,
2024-06-06,8.673538208007812,8.691131995090084,8.594368682891414,8.673538208007812,289600.0,,,,,
2024-06-07,8.65594482421875,8.69113155769452,8.638351038021915,8.673537771497685,105200.0,,,,,
2024-06-10,8.691132545471191,8.691132545471191,8.620759070521464,8.664742702094543,216400.0,,,,,
2024-06-11,8.70872688293457,8.735117569435932,8.638353396767197,8.691133930851791,208300.0,,,,,
2024-06-12,8.682334899902344,8.708724740994908,8.673538006565515,8.708724740994908,244800.0,,,,,
2024-06-13,8.699185371398926,8.725788146836836,8.654846848544421,8.725788146836836,252900.0,,,,,
2024-06-14,8.645978927612305,8.681449576564773,8.592772531340112,8.663714674932027,405600.0,,,,,
2024-06-17,8.63710880279541,8.63710880279541,8.58390326607757,8.63710880279541,205100.0,,,,,
2024-06-18,8.63710880279541,8.67257944250289,8.592770291739372,8.64597667414397,311300.0,,,,,
2024-06-20,8.690316200256348,8.690316200256348,8.628241939252721,8.690316200256348,367700.0,,,,,
2024-06-21,8.619375228881836,8.69918439189627,8.601639483462233,8.69918439189627,207600.0,,,,,
2024-06-24,8.619375228881836,8.672580773766866,8.566168838309917,8.663713746743953,376000.0,,,,,
2024-06-25,8.628242492675781,8.654846111535226,8.5927718465501,8.654846111535226,291200.0,,,,,
2024-06-26,8.619375228881836,8.645978001324352,8.583904583729518,8.628242255904748,329400.0,,,,,
2024-06-27,8.575035095214844,8.663712114229556,8.55729935313721,8.619373604722199,354000.0,,,,,
2024-06-28,8.63710880279541,8.63710880279541,8.566167523380452,8.61937390578505,329800.0,,,,,
2024-07-01,8.610506057739258,8.65484456891529,8.566167546563225,8.65484456891529,369100.0,,,,,
2024-07-02,8.601640701293945,8.645979225433571,8.557302177154321,8.6193764492246,376500.0,,,,,
2024-07-03,8.601640701293945,8.637111351468244,8.575037925084974,8.575037925084974,192300.0,,,,,
2024-07-05,8.619375228881836,8.63711012861455,8.592771610752433,8.63711012861455,249600.0,,,,,
2024-07-08,8.645978927612305,8.645978927612305,8.592772531340112,8.601640404999973,311200.0,,,,,
2024-07-09,8.716917991638184,8.716917991638184,8.637108840526025,8.645976711913324,294900.0,,,,,
2024-07-10,8.73465347290039,8.73465347290039,8.663712195299485,8.708049859534999,341800.0,,,,,
2024-07-11,8.787396430969238,8.787396430969238,8.724821143762586,8.724821143762586,451000.0,,,,,
2024-07-12,8.841031074523926,8.849969790374637,8.769516232573258,8.796334085173719,323900.0,,,,,
2024-07-15,8.778457641601562,8.841033786899501,8.751639780773546,8.841033786899501,423200.0,,,,,
2024-07-16,8.805274963378906,8.814213680559298,8.751638397675107,8.796335393674225,411200.0,,,,,
2024-07-17,8.79633617401123,8.805275744508956,8.733760885575887,8.805275744508956,401600.0,,,,,
2024-07-18,8.733763694763184,8.823156870920368,8.689066680422272,8.805278576698788,685500.0,,,,,
2024-07-19,8.644366264343262,8.7695176847432,8.608608837446752,8.760578114887995,1420800.0,,,,,
2024-07-22,8.671185493469238,8.689064636008752,8.644367632184409,8.662245922199482,416300.0,,,,,
2024-07-23,8.760577201843262,8.760577201843262,8.644365363410357,8.680122786580156,371500.0,,,,,
2024-07-24,8.689064025878906,8.733761026564709,8.65330659583514,8.733761026564709,419800.0,,,,,
2024-07-25,8.689064025878906,8.733761026564709,8.68012445523687,8.724821455922672,308200.0,,,,,
2024-07-26,8.760577201843262,8.760577201843262,8.706940640826454,8.715880209749958,205500.0,,,,,
2024-07-29,8.778457641601562,8.787397212719043,8.71588234882805,8.760579351891026,271200.0,,,,,
2024-07-30,8.841031074523926,8.841031074523926,8.778454948423969,8.805273653548593,319400.0,,,,,
2024-07-31,8.8320951461792,8.858913009832284,8.814216002060801,8.841034718238399,419900.0,,,,,
2024-08-01,8.84997272491455,8.84997272491455,8.823154863421625,8.841034006099873,292400.0,,,,,
2024-08-02,8.805274963378906,8.841032389673343,8.787395823969543,8.832092819968661,407600.0,,,,,
2024-08-05,8.662243843078613,8.689062550450828,8.59072899513451,8.671183412202685,498500.0,,,,,
2024-08-06,8.79633617401123,8.805275744508956,8.617549026678557,8.698002603584985,496100.0,,,,,
2024-08-07,8.894669532775879,8.894669532775879,8.796336807789107,8.805276378930929,505000.0,,,,,
2024-08-08,8.975125312805176,8.984064885286474,8.876792573084566,8.912550010485202,525500.0,,,,,
2024-08-09,8.993003845214844,9.010882136435116,8.96618512959769,9.00194256456273,443800.0,,,,,
2024-08-12,8.974980354309082,9.02003564826876,8.929925060349404,9.011024417605173,322300.0,,,,,
