Date,Close,High,Low,Open,Volume,"('Close', 'CLYM')","('High', 'CLYM')","('Low', 'CLYM')","('Open', 'CLYM')","('Volume', 'CLYM')"
2024-06-03,8.34000015258789,8.34000015258789,7.71999979019165,7.71999979019165,65900.0,,,,,
2024-06-04,8.229999542236328,8.489999771118164,8.010000228881836,8.350000381469727,29800.0,,,,,
2024-06-05,8.720000267028809,9.579999923706056,8.34000015258789,8.5,245200.0,,,,,
2024-06-06,8.479999542236328,8.880000114440918,7.849999904632568,8.529999732971191,94300.0,,,,,
2024-06-07,8.880000114440918,9.149999618530272,8.329999923706055,8.331999778747559,59000.0,,,,,
2024-06-10,8.65999984741211,9.489999771118164,8.5,8.8100004196167,53500.0,,,,,
2024-06-11,8.289999961853027,8.699999809265137,8.074999809265137,8.619999885559082,87900.0,,,,,
2024-06-12,8.5,8.970000267028809,8.289999961853027,8.380000114440918,72500.0,,,,,
2024-06-13,8.6899995803833,8.699999809265137,7.929999828338623,8.260000228881836,40500.0,,,,,
2024-06-14,8.8100004196167,9.25,8.520000457763672,8.630000114440918,179500.0,,,,,
2024-06-17,7.659999847412109,8.680000305175781,7.510000228881836,8.680000305175781,105300.0,,,,,
2024-06-18,7.349999904632568,7.78000020980835,7.21999979019165,7.539999961853027,71800.0,,,,,
2024-06-20,7.75,8.050000190734863,7.130000114440918,7.210000038146973,126700.0,,,,,
2024-06-21,8.289999961853027,8.399999618530273,7.559999942779541,7.559999942779541,106400.0,,,,,
2024-06-24,7.570000171661377,8.4399995803833,7.559999942779541,8.020000457763672,88300.0,,,,,
2024-06-25,7.170000076293945,7.920000076293945,7.010000228881836,7.590000152587891,172600.0,,,,,
2024-06-26,7.889999866485596,7.909999847412109,6.840000152587891,7.050000190734863,464000.0,,,,,
2024-06-27,7.53000020980835,8.210000038146973,7.460000038146973,8.069999694824219,318300.0,,,,,
2024-06-28,7.110000133514404,8.402000427246094,7.010000228881836,8.0,1105200.0,,,,,
2024-07-01,7.050000190734863,7.420000076293945,6.920000076293945,7.090000152587891,43100.0,,,,,
2024-07-02,6.809999942779541,7.329999923706055,6.570000171661377,7.190000057220459,93700.0,,,,,
2024-07-03,6.860000133514404,6.869999885559082,6.684999942779541,6.760000228881836,85400.0,,,,,
2024-07-05,6.630000114440918,7.150000095367432,6.550000190734863,6.849999904632568,267800.0,,,,,
2024-07-08,6.78000020980835,6.949999809265137,6.650000095367432,6.71999979019165,138500.0,,,,,
2024-07-09,6.550000190734863,6.820000171661377,6.5,6.71999979019165,106400.0,,,,,
2024-07-10,7.170000076293945,7.170000076293945,6.519999980926514,6.519999980926514,394500.0,,,,,
2024-07-11,7.070000171661377,7.425000190734863,6.980000019073486,7.210000038146973,126100.0,,,,,
2024-07-12,7.21999979019165,7.230000019073486,6.829999923706055,7.03000020980835,132100.0,,,,,
2024-07-15,6.989999771118164,7.284999847412109,6.75,7.199999809265137,155800.0,,,,,
2024-07-16,7.059999942779541,7.699999809265137,6.989999771118164,7.0,255500.0,,,,,
2024-07-17,6.849999904632568,7.019999980926514,6.699999809265137,6.900000095367432,64300.0,,,,,
2024-07-18,6.769999980926514,7.050000190734863,6.699999809265137,6.929999828338623,88400.0,,,,,
2024-07-19,7.300000190734863,7.409999847412109,6.659999847412109,6.820000171661377,337200.0,,,,,
2024-07-22,8.319999694824219,8.350000381469727,7.514999866485596,7.75,959400.0,,,,,
2024-07-23,8.930000305175781,9.074999809265137,8.175000190734863,8.350000381469727,292600.0,,,,,
2024-07-24,8.670000076293945,9.210000038146973,8.350000381469727,8.880000114440918,201400.0,,,,,
2024-07-25,8.899999618530273,8.9399995803833,8.4399995803833,8.600000381469727,209900.0,,,,,
2024-07-26,8.649999618530273,9.04599952697754,8.40999984741211,8.90999984741211,382200.0,,,,,
2024-07-29,8.5,8.970000267028809,8.399999618530273,8.609999656677246,178800.0,,,,,
2024-07-30,8.140000343322754,8.869999885559082,7.849999904632568,8.479999542236328,196400.0,,,,,
2024-07-31,8.289999961853027,8.335000038146973,7.849999904632568,8.09000015258789,85200.0,,,,,
2024-08-01,7.920000076293945,8.470000267028809,7.599999904632568,8.260000228881836,129500.0,,,,,
2024-08-02,7.889999866485596,7.989999771118164,7.489999771118164,7.690000057220459,84400.0,,,,,
2024-08-05,7.78000020980835,7.820000171661377,7.309000015258789,7.420000076293945,150400.0,,,,,
2024-08-06,7.159999847412109,7.989999771118164,6.909999847412109,7.789999961853027,469700.0,,,,,
2024-08-07,6.050000190734863,7.190000057220459,5.510000228881836,7.190000057220459,639000.0,,,,,
2024-08-08,6.599999904632568,6.889999866485596,6.260000228881836,6.260000228881836,254700.0,,,,,
2024-08-09,6.130000114440918,6.599999904632568,6.130000114440918,6.599999904632568,123800.0,,,,,
2024-08-12,5.989999771118164,6.189000129699707,5.75,6.070000171661377,96700.0,,,,,
2024-08-13,6.21999979019165,6.320000171661377,5.900000095367432,6.099999904632568,188400.0,,,,,
2024-08-14,6.010000228881836,6.46999979019165,5.559999942779541,6.46999979019165,89000.0,,,,,
2024-08-15,6.090000152587891,6.389999866485596,6.074999809265137,6.190000057220459,161300.0,,,,,
2024-08-16,6.150000095367432,6.28000020980835,5.909999847412109,6.130000114440918,124000.0,,,,,
2024-08-19,6.119999885559082,6.21999979019165,5.940000057220459,6.0,106200.0,,,,,
2024-08-20,5.989999771118164,6.190000057220459,5.809999942779541,6.130000114440918,98500.0,,,,,
2024-08-21,6.079999923706055,6.099999904632568,5.864999771118164,6.039999961853027,97200.0,,,,,
2024-08-22,5.809999942779541,6.079999923706055,5.71999979019165,6.079999923706055,93600.0,,,,,
2024-08-23,6.0,6.019999980926514,5.650000095367432,5.769999980926514,140100.0,,,,,
2024-08-26,5.949999809265137,6.110000133514404,5.699999809265137,6.110000133514404,91000.0,,,,,
2024-08-27,6.070000171661377,6.099999904632568,5.789999961853027,5.929999828338623,265900.0,,,,,
2024-08-28,6.199999809265137,6.260000228881836,6.019999980926514,6.070000171661377,253100.0,,,,,
2024-08-29,7.360000133514404,7.889999866485596,6.269999980926514,6.289999961853027,945500.0,,,,,
2024-08-30,6.989999771118164,7.510000228881836,6.710000038146973,7.369999885559082,1109100.0,,,,,
2024-09-03,6.829999923706055,7.190000057220459,6.769999980926514,6.900000095367432,360800.0,,,,,
2024-09-04,7.239999771118164,7.460000038146973,6.785999774932861,6.800000190734863,354600.0,,,,,
2024-09-05,7.570000171661377,7.650000095367432,7.199999809265137,7.199999809265137,321800.0,,,,,
2024-09-06,7.389999866485596,7.78000020980835,7.380000114440918,7.559999942779541,190300.0,,,,,
2024-09-09,7.829999923706055,8.25,7.199999809265137,7.429999828338623,552800.0,,,,,
2024-09-10,7.820000171661377,8.069999694824219,7.710000038146973,7.78000020980835,245100.0,,,,,
2024-09-11,7.869999885559082,8.140000343322754,7.699999809265137,7.820000171661377,247600.0,,,,,
2024-09-12,8.0,8.210000038146973,7.800000190734863,7.840000152587891,183400.0,,,,,
2024-09-13,8.460000038146973,8.5,8.039999961853027,8.039999961853027,297100.0,,,,,
2024-09-16,8.239999771118164,8.789999961853027,8.029999732971191,8.460000038146973,243100.0,,,,,
2024-09-17,7.960000038146973,8.40999984741211,7.880000114440918,8.300000190734863,251900.0,,,,,
2024-09-18,7.980000019073486,8.140000343322754,7.809999942779541,7.989999771118164,413400.0,,,,,
