Date,Close,High,Low,Open,Volume,"('Close', 'NOG')","('High', 'NOG')","('Low', 'NOG')","('Open', 'NOG')","('Volume', 'NOG')"
2024-06-03,35.92885971069336,37.727147839383775,35.81819685416267,37.68103860898839,1513100.0,,,,,
2024-06-04,34.849891662597656,35.59687039983188,34.720784400256385,35.458542697855826,1488000.0,,,,,
2024-06-05,34.90522003173828,35.04355124645364,34.49023342341005,34.97899761769552,1157400.0,,,,,
2024-06-06,34.831443786621094,35.02510466079108,34.61933851711463,34.90521785005831,869900.0,,,,,
2024-06-07,34.62855911254883,34.895997569275096,34.39800944666247,34.62855911254883,910700.0,,,,,
2024-06-10,35.181884765625,35.42165489987341,34.527120960047924,34.64700778612671,661800.0,,,,,
2024-06-11,35.22799301147461,35.393989068180126,34.628562415825904,35.015887720775126,1125300.0,,,,,
2024-06-12,35.09888458251953,36.07641297517333,34.99744216035909,35.96575011368419,994100.0,,,,,
2024-06-13,34.44411849975586,35.117326616453965,34.02913191761391,35.08043782580309,1203900.0,,,,,
2024-06-14,34.16746139526367,34.43489986462699,33.7524712734773,34.43489986462699,1535600.0,,,,,
2024-06-17,34.351898193359375,34.55478301311799,33.69713802511285,34.20434655660088,1149800.0,,,,,
2024-06-18,34.361122131347656,34.61934016040663,34.158240808833526,34.361122131347656,1098300.0,,,,,
2024-06-20,34.37034606933594,34.794556628249666,34.24123881383253,34.361122112280626,1625200.0,,,,,
2024-06-21,33.9000244140625,34.573232595573764,33.71558747886883,34.39801258206712,2856100.0,,,,,
2024-06-24,35.44931411743164,35.624534108823866,34.222791767229054,34.24123616200237,822300.0,,,,,
2024-06-25,35.430870056152344,35.45853840752705,34.942105902738994,35.41242917911405,907900.0,,,,,
2024-06-26,35.47698974609375,35.53231942385512,35.052775615103755,35.42165655042306,825100.0,,,,,
2024-06-27,35.12286758422852,36.269089728689245,34.973765603360576,35.989523958920806,1484500.0,,,,,
2024-06-28,34.638282775878906,35.700638312676475,34.59168907673452,35.560853660371926,6973800.0,,,,,
2024-07-01,35.11355209350586,35.486308842515264,34.601014229771785,35.178783991351736,1541100.0,,,,,
2024-07-02,35.47698974609375,35.85906383327891,35.25333852938009,35.40244052547986,1367100.0,,,,,
2024-07-03,36.21317672729492,36.25977042722969,35.551536945555526,35.63540702738668,516000.0,,,,,
2024-07-05,35.47698974609375,36.203861532721135,35.24401765500836,36.045442217121625,817700.0,,,,,
2024-07-08,36.17589569091797,36.17589569091797,35.31856034683659,35.31856034683659,1541800.0,,,,,
2024-07-09,35.63541030883789,36.530022227502,35.6074512424053,35.77519142151379,1167600.0,,,,,
2024-07-10,35.75654983520508,36.01748095287103,35.58880967201676,35.7285943262975,876900.0,,,,,
2024-07-11,36.66048049926758,36.74435057618882,35.62608406886259,36.01747894611883,878000.0,,,,,
2024-07-12,36.79094314575195,37.173017138933446,36.54865379477854,37.173017138933446,926400.0,,,,,
2024-07-15,37.91852951049805,38.19809881389564,36.85617753317555,37.20097517119552,1960300.0,,,,,
2024-07-16,38.5615348815918,38.81314512328708,37.49918289768152,37.69487856737628,2203900.0,,,,,
2024-07-17,38.81314849853516,39.7450367836873,38.61744925695072,38.95292960838496,1562400.0,,,,,
2024-07-18,38.81314849853516,39.288409959819205,38.4497090812336,38.79451030624751,963200.0,,,,,
2024-07-19,38.505619049072266,38.85973755040708,38.31924070337652,38.58948912689179,925200.0,,,,,
2024-07-22,37.6296501159668,38.49630650937488,37.61101192359685,38.35652184403613,1066400.0,,,,,
2024-07-23,36.22249603271485,37.37803905080274,36.04543854129974,37.29416896436997,2621800.0,,,,,
2024-07-24,35.5981330871582,36.623208775518485,35.551539384027585,36.38091938631627,1457700.0,,,,,
2024-07-25,36.77230453491211,36.912089175517714,35.402431409384114,35.77518452621394,2322700.0,,,,,
2024-07-26,37.45258712768555,37.49918438363482,36.34364140060046,36.94937017922575,1906700.0,,,,,
2024-07-29,37.489864349365234,38.75723295431898,36.94005013265358,38.42175261125809,2117800.0,,,,,
2024-07-30,37.8719367980957,38.281969891161886,37.5830537242043,37.5830537242043,1983400.0,,,,,
2024-07-31,40.24825286865234,40.81670527884249,38.52426100107676,39.22317719953253,4019800.0,,,,,
2024-08-01,38.59880447387695,40.53713348236011,38.25400686260929,40.27620594463011,2038200.0,,,,,
2024-08-02,35.95225143432617,38.03036186552832,35.34652263230514,38.03036186552832,2279700.0,,,,,
2024-08-05,34.14438247680664,34.64760294909738,33.63184468682368,34.47986279166713,2500400.0,,,,,
