Date,Close,High,Low,Open,Volume,"('Close', 'RBLX')","('High', 'RBLX')","('Low', 'RBLX')","('Open', 'RBLX')","('Volume', 'RBLX')"
2024-06-03,34.47999954223633,34.5099983215332,33.880001068115234,34.0,6239800.0,,,,,
2024-06-04,35.0,35.02000045776367,33.900001525878906,34.310001373291016,6449500.0,,,,,
2024-06-05,35.599998474121094,35.90999984741211,34.900001525878906,35.90999984741211,5451700.0,,,,,
2024-06-06,35.63999938964844,36.119998931884766,35.314998626708984,35.400001525878906,3674600.0,,,,,
2024-06-07,35.630001068115234,36.06999969482422,35.18000030517578,35.27000045776367,5833400.0,,,,,
2024-06-10,34.9900016784668,35.529998779296875,34.84000015258789,35.29999923706055,4880000.0,,,,,
2024-06-11,35.4900016784668,35.70000076293945,34.7599983215332,34.91999816894531,3826100.0,,,,,
2024-06-12,36.02999877929688,36.60499954223633,35.875,36.470001220703125,4725000.0,,,,,
2024-06-13,35.52000045776367,37.29999923706055,35.380001068115234,37.04999923706055,6325400.0,,,,,
2024-06-14,35.099998474121094,35.790000915527344,34.8849983215332,35.31999969482422,5713600.0,,,,,
2024-06-17,35.900001525878906,36.2400016784668,34.40999984741211,34.86000061035156,6852500.0,,,,,
2024-06-18,35.900001525878906,36.130001068115234,35.505001068115234,35.900001525878906,4973400.0,,,,,
2024-06-20,35.86000061035156,36.040000915527344,35.349998474121094,35.869998931884766,4392500.0,,,,,
2024-06-21,36.15999984741211,36.27000045776367,35.529998779296875,35.79999923706055,7840700.0,,,,,
2024-06-24,35.189998626708984,36.34000015258789,34.89500045776367,35.9900016784668,5627200.0,,,,,
2024-06-25,35.43000030517578,35.439998626708984,34.619998931884766,35.25,5552500.0,,,,,
2024-06-26,36.90999984741211,37.33000183105469,35.27000045776367,35.369998931884766,8337700.0,,,,,
2024-06-27,37.220001220703125,37.790000915527344,36.630001068115234,36.66999816894531,5181900.0,,,,,
2024-06-28,37.209999084472656,37.5,36.970001220703125,37.130001068115234,7546000.0,,,,,
2024-07-01,37.060001373291016,37.130001068115234,36.369998931884766,37.11000061035156,3638900.0,,,,,
2024-07-02,37.13999938964844,37.7599983215332,36.470001220703125,36.75,4096600.0,,,,,
2024-07-03,37.77000045776367,38.470001220703125,37.34999847412109,37.38999938964844,3947500.0,,,,,
2024-07-05,38.68000030517578,38.70000076293945,37.459999084472656,37.65999984741211,4445700.0,,,,,
2024-07-08,39.81999969482422,39.91999816894531,38.369998931884766,39.0,7845000.0,,,,,
2024-07-09,39.38999938964844,39.9900016784668,39.005001068115234,39.90999984741211,5111600.0,,,,,
2024-07-10,39.65999984741211,39.77000045776367,38.60499954223633,39.58000183105469,3863600.0,,,,,
2024-07-11,38.52000045776367,39.88999938964844,38.43000030517578,39.630001068115234,4325100.0,,,,,
2024-07-12,40.52999877929688,40.68000030517578,39.4900016784668,39.86000061035156,8292100.0,,,,,
2024-07-15,41.11000061035156,41.619998931884766,40.25,40.70000076293945,6457400.0,,,,,
2024-07-16,41.27999877929688,41.48500061035156,40.70000076293945,41.27000045776367,4620500.0,,,,,
