Date,Close,High,Low,Open,Volume,"('Close', 'AI')","('High', 'AI')","('Low', 'AI')","('Open', 'AI')","('Volume', 'AI')"
2024-06-03,29.459999084472656,30.84000015258789,28.757999420166016,30.0,9710500.0,,,,,
2024-06-04,29.670000076293945,30.3799991607666,28.77199935913086,28.8799991607666,5594100.0,,,,,
2024-06-05,30.559999465942383,30.559999465942383,29.559999465942383,29.670000076293945,6960500.0,,,,,
2024-06-06,29.93000030517578,30.64900016784668,29.600000381469727,30.299999237060547,4598100.0,,,,,
2024-06-07,30.0,31.1200008392334,29.21999931335449,29.3700008392334,7843300.0,,,,,
2024-06-10,31.36000061035156,31.36000061035156,29.270000457763672,29.34000015258789,6186800.0,,,,,
2024-06-11,31.309999465942383,31.809999465942383,30.57999992370605,31.25,5264100.0,,,,,
2024-06-12,31.6200008392334,33.11000061035156,31.549999237060547,32.54999923706055,7660600.0,,,,,
2024-06-13,30.489999771118164,32.099998474121094,30.489999771118164,31.790000915527344,4384800.0,,,,,
2024-06-14,29.040000915527344,30.209999084472656,28.520000457763672,30.0,5351100.0,,,,,
2024-06-17,29.209999084472656,29.3700008392334,28.239999771118164,28.68000030517578,3881400.0,,,,,
2024-06-18,28.709999084472656,29.530000686645508,28.690000534057617,29.280000686645508,3015600.0,,,,,
2024-06-20,27.450000762939453,28.709999084472656,27.170000076293945,28.5,4572400.0,,,,,
2024-06-21,27.209999084472656,27.28499984741211,26.299999237060547,26.780000686645508,5119200.0,,,,,
2024-06-24,27.780000686645508,28.1200008392334,26.979999542236328,27.0,3672500.0,,,,,
2024-06-25,27.46999931335449,27.68000030517578,27.15999984741211,27.450000762939453,2087900.0,,,,,
2024-06-26,27.63999938964844,28.15999984741211,27.13999938964844,27.25,2832400.0,,,,,
2024-06-27,28.549999237060547,28.65999984741211,27.34000015258789,27.549999237060547,3497200.0,,,,,
2024-06-28,28.959999084472656,29.32999992370605,28.59000015258789,28.700000762939453,4866400.0,,,,,
2024-07-01,28.61000061035156,29.239999771118164,28.600000381469727,28.690000534057617,2492100.0,,,,,
2024-07-02,28.09000015258789,29.3700008392334,28.049999237060547,28.649999618530277,2368800.0,,,,,
2024-07-03,28.559999465942383,28.989999771118164,27.920000076293945,28.1299991607666,1878100.0,,,,,
2024-07-05,29.940000534057617,30.190000534057617,28.280000686645508,28.43000030517578,4645600.0,,,,,
2024-07-08,29.899999618530277,31.024999618530277,29.850000381469727,29.920000076293945,3907900.0,,,,,
2024-07-09,29.440000534057617,30.26000022888184,28.225000381469727,29.920000076293945,4556500.0,,,,,
2024-07-10,29.959999084472656,30.04800033569336,28.93000030517578,29.989999771118164,3238200.0,,,,,
2024-07-11,29.799999237060547,31.1200008392334,29.56999969482422,30.21999931335449,4232300.0,,,,,
2024-07-12,29.68000030517578,30.31999969482422,29.520000457763672,29.770000457763672,3390000.0,,,,,
2024-07-15,30.57999992370605,30.799999237060547,29.71999931335449,30.1200008392334,4373000.0,,,,,
2024-07-16,30.440000534057617,31.513999938964844,29.739999771118164,30.82999992370605,4468400.0,,,,,
2024-07-17,29.850000381469727,30.375,29.155000686645508,29.75,2956800.0,,,,,
2024-07-18,28.239999771118164,30.084999084472656,27.950000762939453,29.8799991607666,4088700.0,,,,,
2024-07-19,27.82999992370605,28.51000022888184,27.76000022888184,28.31999969482422,2778100.0,,,,,
2024-07-22,28.049999237060547,28.489999771118164,27.71999931335449,28.1299991607666,2233600.0,,,,,
2024-07-23,28.3799991607666,28.86000061035156,27.6200008392334,27.86000061035156,2091500.0,,,,,
2024-07-24,26.459999084472656,28.242000579833984,26.420000076293945,28.0,3666000.0,,,,,
2024-07-25,26.84000015258789,27.6299991607666,25.799999237060547,26.21999931335449,3693400.0,,,,,
2024-07-26,27.729999542236328,27.950000762939453,26.950000762939453,27.63999938964844,2758500.0,,,,,
2024-07-29,27.399999618530277,28.049999237060547,27.1200008392334,27.93000030517578,1902300.0,,,,,
2024-07-30,26.59000015258789,27.93000030517578,25.920000076293945,27.51000022888184,3291300.0,,,,,
2024-07-31,26.75,27.59000015258789,26.674999237060547,27.18000030517578,3173700.0,,,,,
2024-08-01,25.81999969482422,26.924999237060547,25.40999984741211,26.780000686645508,2911300.0,,,,,
2024-08-02,24.43000030517578,25.049999237060547,24.024999618530277,24.51000022888184,4232500.0,,,,,
2024-08-05,23.899999618530277,24.229999542236328,21.0,21.200000762939453,4581700.0,,,,,
2024-08-06,23.899999618530277,24.299999237060547,23.613000869750977,24.190000534057617,2286600.0,,,,,
2024-08-07,23.399999618530277,24.899999618530277,23.34000015258789,24.489999771118164,3129800.0,,,,,
2024-08-08,24.850000381469727,24.959999084472656,23.530000686645508,23.88999938964844,2573800.0,,,,,
2024-08-09,24.950000762939453,25.239999771118164,24.700000762939453,24.96999931335449,1741400.0,,,,,
