Date,Close,High,Low,Open,Volume,"('Close', 'AEG')","('High', 'AEG')","('Low', 'AEG')","('Open', 'AEG')","('Volume', 'AEG')"
2024-06-03,5.92227840423584,5.92227840423584,5.867442545542514,5.913138876555286,1334500.0,,,,,
2024-06-04,5.7851881980896,5.83088496220144,5.766909579604191,5.803466816575008,1405400.0,,,,,
2024-06-05,5.821745872497559,5.840024492356394,5.785188632779888,5.821745872497559,1100800.0,,,,,
2024-06-06,5.840024471282959,5.876581710868715,5.830885379284855,5.830885379284855,1315300.0,,,,,
2024-06-07,5.821745872497559,5.867442640042984,5.812606780466478,5.840024492356394,1567800.0,,,,,
2024-06-10,5.766909599304199,5.785188217852047,5.730352362208502,5.739491889380748,932100.0,,,,,
2024-06-11,5.684655666351318,5.71207381240137,5.638959337330096,5.71207381240137,2150300.0,,,,,
2024-06-12,5.7851881980896,5.858302672031231,5.766909579604191,5.812606343716031,1786300.0,,,,,
2024-06-13,5.712073802947998,5.739491948952673,5.620680709260159,5.721213330215105,2999400.0,,,,,
2024-06-14,5.620680809020996,5.666377138777651,5.565844951835017,5.574984043467687,2218100.0,,,,,
2024-06-17,5.782400131225586,5.791802174581475,5.697779499345181,5.725986526083809,2653600.0,,,,,
2024-06-18,5.867020130157471,5.885825112948488,5.84821559570192,5.84821559570192,1606000.0,,,,,
2024-06-20,5.951640605926514,5.979847631050324,5.885824961196716,5.885824961196716,3880000.0,,,,,
2024-06-21,5.895226955413818,5.923433980305088,5.8576178877824265,5.904629446489392,2145300.0,,,,,
2024-06-24,5.97984790802002,6.017456977703408,5.961043373178325,5.970445416431435,2926500.0,,,,,
2024-06-25,5.914031505584717,5.923433996686293,5.885824928950893,5.904629462818593,1926100.0,,,,,
2024-06-26,5.87642240524292,5.895226939006279,5.867019914193516,5.895226939006279,1292700.0,,,,,
2024-06-27,5.77299690246582,5.848215033051368,5.763594860310339,5.848215033051368,1393200.0,,,,,
2024-06-28,5.763595104217529,5.801204171101865,5.735388079886556,5.7729971467708925,2373900.0,,,,,
2024-07-01,5.885824680328369,5.932835788844101,5.867019698919557,5.885824680328369,3372700.0,,,,,
2024-07-02,5.848215579986572,5.876422605761833,5.810606511176534,5.829411045581553,1641200.0,,,,,
2024-07-03,5.951640605926514,5.970445139897236,5.94223856310888,5.94223856310888,1112700.0,,,,,
2024-07-05,5.8576178550720215,5.932835989914768,5.829410830338267,5.923433947227149,722800.0,,,,,
2024-07-08,5.810606479644775,5.914031642478868,5.80120443666102,5.8858250651921376,1524500.0,,,,,
2024-07-09,5.87642240524292,5.895226939006279,5.820008803952842,5.820008803952842,1805100.0,,,,,
2024-07-10,5.970445156097412,5.989249690119158,5.942238579232522,5.942238579232522,1877100.0,,,,,
