Date,Close,High,Low,Open,Volume,"('Close', 'MFIC')","('High', 'MFIC')","('Low', 'MFIC')","('Open', 'MFIC')","('Volume', 'MFIC')"
2024-06-03,13.41208553314209,13.44538597377578,13.32050654252523,13.437060466635328,241700.0,,,,,
2024-06-04,13.262229919433594,13.487013854186609,13.22060317663147,13.487013854186609,277700.0,,,,,
2024-06-05,13.287205696105955,13.44538636657542,13.178976482010397,13.33715794644394,143900.0,,,,,
2024-06-06,13.453712463378906,13.478688986624183,13.303856499763706,13.303856499763706,242600.0,,,,,
2024-06-07,13.511991500854492,13.62022153024567,13.387112041342617,13.445389016586258,249000.0,,,,,
2024-06-10,13.212279319763184,13.40376204298744,13.145676840545404,13.387111026200904,492000.0,,,,,
2024-06-11,13.058746337890623,13.195219059261603,13.02462815754788,13.16962981392336,220000.0,,,,,
2024-06-12,13.178159713745115,13.246396075214427,13.050216739350557,13.14404153301046,233400.0,,,,,
2024-06-13,12.981979370117188,13.13551076478402,12.905213266063008,13.101392586697887,309900.0,,,,,
2024-06-14,12.939332962036133,12.990509828448022,12.845508164653252,12.93080321315361,223900.0,,,,,
2024-06-17,13.024627685546877,13.033156620242291,12.85403597657366,12.896683903816962,180400.0,,,,,
2024-06-18,12.964920043945312,13.10992250606851,12.930801865412883,13.067274579542593,140900.0,,,,,
2024-06-20,12.879626274108888,13.058746932423622,12.871096525274464,12.973451070962652,262000.0,,,,,
2024-06-21,12.819917678833008,12.905213532530295,12.751681321251796,12.879625101797728,336800.0,,,,,
2024-06-24,12.888154029846191,12.96492013544632,12.845506916460828,12.879625095234044,219200.0,,,,,
2024-06-25,12.70903491973877,12.871096898525952,12.70903491973877,12.862567149444176,204700.0,,,,,
2024-06-26,12.973451614379885,12.981981363571588,12.717564832720305,12.717564832720305,241600.0,,,,,
2024-06-27,12.981979370117188,13.101392586697887,12.93933144414914,13.024627296085235,333400.0,,,,,
2024-06-28,12.91374397277832,13.135511740083466,12.871096043643703,13.075805127359956,209300.0,,,,,
2024-07-01,12.939332962036133,13.041687508301536,12.862566848976677,13.00756932621307,180800.0,,,,,
2024-07-02,13.033158302307127,13.041688051544954,12.828449201249294,12.922274002540387,253000.0,,,,,
2024-07-03,13.09286403656006,13.195218573822777,12.999038433988073,12.999038433988073,74900.0,,,,,
2024-07-05,13.220808029174805,13.24639646211278,13.092865051043308,13.152571665712458,251700.0,,,,,
2024-07-08,13.23786735534668,13.306103717925447,13.20374836061569,13.280514471877204,135000.0,,,,,
2024-07-09,13.186690330505373,13.29757462855406,13.161101896630026,13.289044879448396,108300.0,,,,,
2024-07-10,13.271985054016112,13.28051398894711,13.186689197173532,13.220807377222249,131200.0,,,,,
2024-07-11,13.323163032531738,13.340222530704784,13.237867981991444,13.340222530704784,87800.0,,,,,
2024-07-12,13.331690788269045,13.391397396064104,13.30610235827709,13.348749470449835,107900.0,,,,,
2024-07-15,13.280513763427734,13.340221187580267,13.246395583958387,13.33169143935254,125900.0,,,,,
2024-07-16,13.20374870300293,13.340222245140977,13.20374870300293,13.32316274733311,135500.0,,,,,
2024-07-17,13.331690788269045,13.3402205360802,13.178158581434287,13.186688329245449,185400.0,,,,,
2024-07-18,13.178159713745115,13.36581011450652,13.178159713745115,13.331691933771864,168600.0,,,,,
2024-07-19,13.084335327148438,13.220808054332826,13.075805578339008,13.152571690740633,139900.0,,,,,
2024-07-22,13.280513763427734,13.29757325988319,13.084334434839372,13.084334434839372,96500.0,,,,,
2024-07-23,13.161100387573242,13.280513607593983,13.109922712248958,13.280513607593983,168900.0,,,,,
2024-07-24,11.98402214050293,13.05021626664302,11.881667602006468,13.041686518407923,2940100.0,,,,,
2024-07-25,12.171672821044922,12.3337339741196,12.111965395435025,12.214319936341385,870100.0,,,,,
2024-07-26,12.299615859985352,12.31667454350739,12.154613389560875,12.214320002050394,558700.0,,,,,
2024-07-29,12.384912490844728,12.529914156876956,12.248438946943365,12.248438946943365,643600.0,,,,,
2024-07-30,12.231379508972168,12.512854701568466,12.180201831481211,12.45314808903034,777400.0,,,,,
2024-07-31,12.111966133117676,12.350793409778362,11.787842993785928,12.282557045018166,2399900.0,,,,,
2024-08-01,11.779314041137695,12.197261978046347,11.7366661098642,12.16314379571588,681500.0,,,,,
2024-08-02,11.42107105255127,11.74519414409186,11.327245454759131,11.69401647134692,847000.0,,,,,
2024-08-05,11.2825288772583,11.412412670211967,10.61579504622224,10.884220065263438,1016900.0,,,,,
2024-08-06,11.369118690490724,11.481684320191716,11.221917545941407,11.32582409048637,654900.0,,,,,
2024-08-07,11.273871421813965,11.507660944551027,11.239235080603914,11.455707258511778,529500.0,,,,,
2024-08-08,11.550954818725586,11.689496871748108,11.455706537940774,11.455706537940774,659700.0,,,,,
2024-08-09,11.36046028137207,11.550956037261743,11.27387190198648,11.50766143468102,786000.0,,,,,
2024-08-12,11.30850601196289,11.360458867975426,11.213257732980312,11.317164270781142,561800.0,,,,,
2024-08-13,11.369118690490724,11.412413290495076,11.256553060789727,11.291188575638047,585700.0,,,,,
2024-08-14,11.542296409606934,11.585591010154705,11.386436177945289,11.386436177945289,514900.0,,,,,
2024-08-15,11.776086807250977,12.018535415264877,11.620226574925557,11.680838520485077,608600.0,,,,,
2024-08-16,12.009876251220703,12.035852681179351,11.732792129592944,11.732792129592944,508400.0,,,,,
2024-08-19,11.949264526367188,12.079147504330896,11.91462901052514,11.992559127613704,438800.0,,,,,
2024-08-20,11.871334075927734,11.95792327598931,11.845357646219586,11.949264190827993,385700.0,,,,,
2024-08-21,11.871334075927734,11.949264190827993,11.793403961027478,11.923287761119845,296500.0,,,,,
2024-08-22,11.854016304016112,11.923288161859077,11.81072252830604,11.879993560373164,264400.0,,,,,
2024-08-23,11.95792293548584,11.992558449369056,11.879992822804653,11.90596925177312,402100.0,,,,,
2024-08-26,11.95792293548584,12.027193963252277,11.92328742160262,11.983899364454306,373500.0,,,,,
2024-08-27,12.018534660339355,12.1224412001043,11.931945464314015,11.949263633829393,454800.0,,,,,
2024-08-28,11.95792293548584,12.122441419987176,11.931945680741585,12.035852222391238,338700.0,,,,,
2024-08-29,12.001216888427734,12.053170572919331,11.931945859622802,11.949264029711935,248200.0,,,,,
2024-08-30,12.061830520629885,12.1051242973975,11.992559486870665,11.992559486870665,294300.0,,,,,
2024-09-03,12.018534660339355,12.105123030588922,11.975240062326684,11.975240062326684,262000.0,,,,,
2024-09-04,12.02719497680664,12.087806924766207,12.001217719873235,12.035853236675251,219500.0,,,,,
2024-09-05,12.044511795043944,12.105123740350086,12.001217194492778,12.087806395595113,211100.0,,,,,
2024-09-06,12.02719497680664,12.079147839121738,11.90597025511165,12.009876805517704,409500.0,,,,,
2024-09-09,12.009876251220703,12.122441882075936,11.99255890650688,12.079147281627645,494000.0,,,,,
2024-09-10,11.974265098571776,12.018779265659422,11.849626449570918,11.974265098571776,704700.0,,,,,
2024-09-11,11.938653945922852,12.02768228018176,11.86743161813057,12.000973270481817,470800.0,,,,,
2024-09-12,12.161222457885742,12.268055936619731,11.974263657842004,11.974263657842004,649100.0,,,,,
2024-09-13,12.250251770019531,12.276959929599288,12.143418282663424,12.196834601822935,299800.0,,,,,
2024-09-16,12.107807159423828,12.312571131926912,12.098904156522714,12.250251809693294,576200.0,,,,,
2024-09-17,12.107807159423828,12.187931638422588,12.009875825585754,12.17902948455856,339900.0,,,,,
2024-09-18,12.152320861816406,12.24134919558093,12.05439037390512,12.107807543971258,349300.0,,,,,
2024-09-19,12.223543167114258,12.285863340251602,12.152320839846244,12.285863340251602,325500.0,,,,,
2024-09-20,12.214641571044922,12.259155739880466,12.152321395060298,12.250252736305928,613500.0,,,,,
2024-09-23,12.098904609680176,12.196835098149093,12.090001606445606,12.143418776815908,418900.0,,,,,
2024-09-24,12.081098556518556,12.143418729882564,12.072196402355509,12.098904562918875,523700.0,,,,,
2024-09-25,11.858528137207031,12.09000111772621,11.831819977620077,12.063292958139254,650100.0,,,,,
2024-09-26,11.876335144042969,12.285863971390558,11.849626982204711,11.938654471344616,773000.0,,,,,
2024-09-27,11.9297513961792,12.045487895500466,11.867432069251269,11.867432069251269,343700.0,,,,,
2024-09-30,11.92084789276123,12.000972368729157,11.885236731540912,11.929750046288518,427800.0,,,,,
2024-10-01,11.78730583190918,11.947556487771898,11.778402829019676,11.938653484882394,392900.0,,,,,
2024-10-02,11.724987030029297,11.876334689718256,11.707181023460183,11.707181023460183,345000.0,,,,,
2024-10-03,11.769500732421877,11.822917051944575,11.716083563862083,11.73388956972771,433000.0,,,,,
2024-10-04,11.92084789276123,11.956459053981549,11.796208403971589,11.80511140653593,454300.0,,,,,
2024-10-07,11.849626541137695,11.956460033551314,11.831820534550197,11.903042862825943,226400.0,,,,,
2024-10-08,11.822916984558104,11.849625993204317,11.760597662457789,11.840722990322243,363400.0,,,,,
2024-10-09,11.876335144042969,11.903043305881225,11.787306805865908,11.840723978579575,358300.0,,,,,
2024-10-10,12.036584854125977,12.063293013836246,11.849626038079917,11.867431194874396,437400.0,,,,,
2024-10-11,11.938653945922852,12.098904607974042,11.894139778793395,12.098904607974042,373800.0,,,,,
2024-10-14,11.858528137207031,11.947556467879664,11.858528137207031,11.894139299668668,385800.0,,,,,
2024-10-15,11.858528137207031,11.956459470754345,11.840722980494755,11.894139299668668,335000.0,,,,,
2024-10-16,11.92084789276123,11.965361207508836,11.849625570320592,11.867430726412223,296300.0,,,,,
2024-10-17,11.92084789276123,11.965361207508836,11.903041887632543,11.947556051417203,331200.0,,,,,
2024-10-18,11.885236740112305,11.938653057462776,11.858527732400011,11.885236740112305,336300.0,,,,,
2024-10-21,11.938653945922852,11.947556949156166,11.840723457467746,11.876334621363888,234300.0,,,,,
2024-10-22,11.831820487976074,11.98316814722556,11.82291748471737,11.93865397996916,319600.0,,,,,
2024-10-23,11.796210289001465,11.849627463886517,11.707181947205443,11.840724459899477,360400.0,,,,,
2024-10-24,11.992071151733398,12.000973305955908,11.78730632194748,11.805112328466745,300900.0,,,,,
2024-10-25,12.009876251220703,12.072196424700063,11.90304275973238,12.018779254437344,442400.0,,,,,
2024-10-28,12.054388999938965,12.081097157409266,11.947555521020744,12.009874838130452,256500.0,,,,,
2024-10-29,11.903042793273926,12.072196458718263,11.8941397900322,12.072196458718263,278000.0,,,,,
2024-10-30,11.947556495666504,11.992070661106348,11.894139327331272,11.894139327331272,162000.0,,,,,
2024-10-31,11.903042793273926,12.009876285063294,11.876334632585865,11.95645996368717,208700.0,,,,,
2024-11-01,11.822916984558104,11.965361634522877,11.796208824948982,11.956459480677893,310800.0,,,,,
2024-11-04,11.698278427124023,11.876334240900634,11.635958255524391,11.796208912441887,343000.0,,,,,
2024-11-05,11.760598182678224,11.769501185954107,11.671569847993602,11.698278857821265,302900.0,,,,,
2024-11-06,11.992071151733398,12.000973305955908,11.894139813951696,11.9297509779531,493100.0,,,,,
2024-11-07,12.152320861816406,12.22354318921318,11.965362040140594,12.018779210206732,453400.0,,,,,
2024-11-08,11.974265098571776,12.152320917885234,11.885237613433608,12.134515760472448,541200.0,,,,,
2024-11-11,12.152320861816406,12.22354318921318,12.009876207022858,12.018779210206732,521800.0,,,,,
2024-11-12,12.045488357543944,12.170127865217909,12.027683198754628,12.170127865217909,447900.0,,,,,
2024-11-13,12.214641571044922,12.241349732731388,12.06329390642636,12.090002068112828,485500.0,,,,,
2024-11-14,12.11670970916748,12.223543200360066,12.027682224358884,12.223543200360066,412400.0,,,,,
2024-11-15,12.24134922027588,12.25915522667955,12.143418732167031,12.196835053303817,301100.0,,,,,
2024-11-18,12.303668022155762,12.34818218723759,12.205737538205405,12.250251703287232,383300.0,,,,,
2024-11-19,12.312570571899414,12.32147357439558,12.223542245011837,12.28586241344796,248900.0,,,,,
2024-11-20,12.2591552734375,12.33927975544828,12.232446263730122,12.321474598013811,272600.0,,,,,
2024-11-21,12.303668022155762,12.4105015089299,12.268056859897715,12.321474027803324,378400.0,,,,,
2024-11-22,12.455016136169434,12.463919139323572,12.339279642276976,12.383793809010552,259400.0,,,,,
2024-11-25,12.499529838562012,12.588558168721883,12.472821679128884,12.481724681952285,382400.0,,,,,
2024-11-26,12.481724739074709,12.544044061049572,12.41050156519861,12.544044061049572,266400.0,,,,,
2024-11-27,12.50843334197998,12.544044505661692,12.481725181477977,12.481725181477977,248300.0,,,,,
2024-11-29,12.615266799926758,12.64197496035869,12.570752633182131,12.570752633182131,151200.0,,,,,
2024-12-02,12.633070945739746,12.659779953070345,12.472821146941392,12.641973948183278,418800.0,,,,,
2024-12-03,12.55294704437256,12.641974525764194,12.517335882008489,12.641974525764194,366900.0,,,,,
2024-12-04,12.633070945739746,12.65087695062681,12.508432307678476,12.55294647085909,337400.0,,,,,
2024-12-05,12.55294704437256,12.615266366250411,12.535141038671982,12.58855820673663,438600.0,,,,,
2024-12-06,12.624170303344728,12.65087846483503,12.55294797334582,12.64197546132588,366500.0,,,,,
2024-12-09,12.463918685913086,12.713196821900963,12.446112680252554,12.65978050299353,751800.0,,,,,
2024-12-10,12.47307014465332,12.500523466042075,12.308348470870076,12.42731402718849,478500.0,,,,,
2024-12-11,12.518826484680176,12.582884526634562,12.427314248123595,12.500523688278712,480900.0,,,,,
2024-12-12,12.509675979614258,12.5828854249962,12.482222655777386,12.518827378468355,298000.0,,,,,
2024-12-13,12.546279907226562,12.582884627597831,12.390709627467324,12.555431305500724,412500.0,,,,,
2024-12-16,12.372407913208008,12.500524000314792,12.32665179378756,12.500524000314792,573200.0,,,,,
