Date,Close,High,Low,Open,Volume,"('Close', 'SGML')","('High', 'SGML')","('Low', 'SGML')","('Open', 'SGML')","('Volume', 'SGML')"
2024-06-03,14.869999885559082,15.550000190734863,14.520000457763672,15.380000114440918,599400.0,,,,,
2024-06-04,14.529999732971191,14.789999961853027,14.258999824523926,14.539999961853027,472500.0,,,,,
2024-06-05,14.710000038146973,15.0,14.289999961853027,14.539999961853027,406000.0,,,,,
2024-06-06,14.399999618530272,14.774999618530272,14.199999809265137,14.68000030517578,646200.0,,,,,
2024-06-07,14.25,14.390000343322754,13.760000228881836,14.0,832400.0,,,,,
2024-06-10,13.989999771118164,14.380000114440918,13.920000076293944,14.06999969482422,589900.0,,,,,
2024-06-11,13.529999732971191,13.890000343322754,13.25,13.800000190734863,769400.0,,,,,
2024-06-12,13.579999923706056,14.199999809265137,13.579999923706056,13.880000114440918,741100.0,,,,,
2024-06-13,12.960000038146973,13.619999885559082,12.829999923706056,13.579999923706056,823200.0,,,,,
2024-06-14,12.630000114440918,13.15999984741211,12.390000343322754,12.899999618530272,819100.0,,,,,
2024-06-17,12.289999961853027,12.548999786376951,12.0600004196167,12.539999961853027,967000.0,,,,,
2024-06-18,12.25,12.520000457763672,11.779999732971191,12.270000457763672,658300.0,,,,,
2024-06-20,12.029999732971191,12.359999656677246,11.90999984741211,12.199999809265137,447900.0,,,,,
2024-06-21,12.4399995803833,12.59000015258789,11.789999961853027,12.020000457763672,1167000.0,,,,,
2024-06-24,12.300000190734863,12.920000076293944,12.029999732971191,12.34000015258789,1781100.0,,,,,
2024-06-25,12.1899995803833,12.270000457763672,11.899999618530272,12.170000076293944,385600.0,,,,,
2024-06-26,12.470000267028809,13.244999885559082,12.449999809265137,12.510000228881836,914600.0,,,,,
2024-06-27,12.479999542236328,12.770000457763672,11.85099983215332,12.5,599800.0,,,,,
2024-06-28,12.029999732971191,12.68000030517578,11.949999809265137,12.670000076293944,446500.0,,,,,
2024-07-01,11.989999771118164,12.369999885559082,11.899999618530272,12.0600004196167,421200.0,,,,,
2024-07-02,11.779999732971191,12.300000190734863,11.579999923706056,12.170000076293944,902200.0,,,,,
2024-07-03,12.420000076293944,12.609999656677246,11.8100004196167,11.8100004196167,576900.0,,,,,
2024-07-05,12.420000076293944,12.619000434875488,11.970000267028809,12.510000228881836,369800.0,,,,,
2024-07-08,12.270000457763672,12.520000457763672,12.140000343322754,12.3100004196167,300900.0,,,,,
2024-07-09,11.529999732971191,12.329999923706056,11.210000038146973,12.239999771118164,1119700.0,,,,,
2024-07-10,11.9399995803833,11.949999809265137,11.529999732971191,11.699999809265137,373500.0,,,,,
2024-07-11,12.149999618530272,12.1899995803833,11.81999969482422,11.960000038146973,341200.0,,,,,
2024-07-12,12.460000038146973,12.479999542236328,12.039999961853027,12.119999885559082,468300.0,,,,,
2024-07-15,12.43000030517578,12.550000190734863,12.020000457763672,12.399999618530272,1072900.0,,,,,
2024-07-16,12.399999618530272,12.670000076293944,12.289999961853027,12.399999618530272,592300.0,,,,,
2024-07-17,12.390000343322754,12.470000267028809,12.079999923706056,12.130000114440918,802400.0,,,,,
2024-07-18,12.09000015258789,12.826000213623049,12.015000343322754,12.260000228881836,820200.0,,,,,
2024-07-19,12.229999542236328,12.369999885559082,11.800000190734863,12.09000015258789,704200.0,,,,,
2024-07-22,12.399999618530272,12.470000267028809,12.18000030517578,12.289999961853027,344200.0,,,,,
2024-07-23,12.06999969482422,12.390000343322754,11.960000038146973,12.09000015258789,672300.0,,,,,
