Date,Close,High,Low,Open,Volume,"('Close', 'CMBT')","('High', 'CMBT')","('Low', 'CMBT')","('Open', 'CMBT')","('Volume', 'CMBT')"
2024-06-03,15.868056297302246,16.138586604534588,15.737455582038448,15.74678267944189,380400.0,,,,,
2024-06-04,15.392294883728027,15.868056939104877,15.373637129563908,15.868056939104877,1022700.0,,,,,
2024-06-05,15.67215347290039,15.681482349621678,15.26169357297154,15.345651684161828,363100.0,,,,,
2024-06-06,15.08444881439209,15.532224231314352,15.028477332102144,15.532224231314352,221800.0,,,,,
2024-06-07,15.140419960021973,15.215049194516238,14.963176640161404,15.131091083297528,146800.0,,,,,
2024-06-10,15.16840648651123,15.22437796717401,14.96317653788018,15.131090979868516,94200.0,,,,,
2024-06-11,14.627344131469728,14.96317657487939,14.552714897301056,14.935189944828153,227200.0,,,,,
2024-06-12,14.81391716003418,14.84190290032736,14.534057088150472,14.729959049504004,107500.0,,,,,
2024-06-13,14.599357604980469,14.757944951126513,14.39412765438613,14.757944951126513,158200.0,,,,,
2024-06-14,14.076952934265137,14.436106681571196,14.034973878624136,14.384798749198714,316900.0,,,,,
2024-06-17,14.571372032165527,14.585365347451535,14.235540472157275,14.291511953999986,122600.0,,,,,
2024-06-18,14.636672019958496,14.636672019958496,14.310169345081473,14.422113195580792,129200.0,,,,,
2024-06-20,14.75794506072998,14.99116164330612,14.356813143661467,14.394127761287624,230700.0,,,,,
2024-06-21,14.879218101501465,15.065791193532853,14.496743040424448,14.832574606080948,131500.0,,,,,
2024-06-24,15.280349731445312,15.34565186928209,15.009819420469668,15.009819420469668,122500.0,,,,,
2024-06-25,15.429610252380373,15.43893735007663,15.112435551667016,15.354979236399483,108400.0,,,,,
2024-06-26,15.457594871520996,15.522895230220511,15.168406806151143,15.39229451282148,171000.0,,,,,
2024-06-27,15.522894859313965,15.560210365851397,15.252364554122735,15.466923378809105,110000.0,,,,,
2024-06-28,15.429610252380373,15.513566586756165,15.299007753715172,15.476252858067072,123600.0,,,,,
2024-07-01,15.616182327270508,15.765440799414206,15.438937224361863,15.756111922492558,174500.0,,,,,
2024-07-02,15.67215347290039,15.737455609949404,15.438936892772103,15.67215347290039,148800.0,,,,,
2024-07-03,15.690811157226562,15.840069625507097,15.662826306487272,15.774769268047024,99900.0,,,,,
2024-07-05,16.269189834594727,16.27851871172121,15.700140784989037,15.700140784989037,298500.0,,,,,
2024-07-08,15.979999542236328,16.269189387302344,15.914699183447656,16.269189387302344,376400.0,,,,,
2024-07-09,17.0,17.209999084472656,16.950000762939453,17.200000762939453,336300.0,,,,,
2024-07-10,16.469999313354492,16.68000030517578,15.890000343322754,16.059999465942383,237200.0,,,,,
2024-07-11,16.309999465942383,16.5,16.06999969482422,16.5,124500.0,,,,,
2024-07-12,16.309999465942383,16.510000228881836,16.219999313354492,16.510000228881836,157300.0,,,,,
