Date,Close,High,Low,Open,Volume,"('Close', 'ADT')","('High', 'ADT')","('Low', 'ADT')","('Open', 'ADT')","('Volume', 'ADT')"
2024-06-03,6.923621654510498,6.971503037966693,6.770401958059818,6.847011806285158,4246100.0,,,,,
2024-06-04,6.942773818969727,6.952350277902764,6.8565875150951765,6.8565875150951765,2975100.0,,,,,
2024-06-05,7.038536548614502,7.076841473389843,6.918833544533879,6.981079161451489,2641400.0,,,,,
2024-06-06,7.095993518829346,7.206120513560624,7.019383673780123,7.028960132726623,3295900.0,,,,,
2024-06-07,7.038536548614502,7.1247228576743815,6.981079161451489,7.038536548614502,3570600.0,,,,,
2024-06-10,7.115146160125732,7.17260354536649,7.000231389644217,7.019383851391137,3866200.0,,,,,
2024-06-11,7.067265033721924,7.105569956129845,7.028960111314002,7.076841036008557,3486100.0,,,,,
2024-06-12,7.153451442718506,7.282730908472992,7.14387543967969,7.23006175018268,5385100.0,,,,,
2024-06-13,7.100391387939453,7.216158526325437,7.061802341810792,7.1679219886557535,3922800.0,,,,,
2024-06-14,7.03286075592041,7.11003885288242,6.946035166829278,7.042508248049534,3463800.0,,,,,
2024-06-17,6.917093276977539,7.105214764247935,6.868856738693081,7.032860416838971,5141300.0,,,,,
2024-06-18,6.868856906890869,6.974977017704608,6.791678811760053,6.878504398791088,4867200.0,,,,,
2024-06-20,6.9267401695251465,6.9749767068409465,6.854385823569158,6.859209569304281,3288800.0,,,,,
2024-06-21,7.476634979248047,7.534518549691711,6.888151323044204,6.897798814793679,63254500.0,,,,,
2024-06-24,7.505577087402344,7.563460658562642,7.196864247863023,7.341573405772634,10494400.0,,,,,
2024-06-25,7.409103870391846,7.563460517287194,7.37051482367244,7.486282423848381,6783900.0,,,,,
2024-06-26,7.399456977844238,7.500753342391668,7.331925914806708,7.389809485974134,8135800.0,,,,,
2024-06-27,7.360867500305176,7.442869336338778,7.302983932519875,7.428398099379175,5149200.0,,,,,
2024-06-28,7.331926345825195,7.428398970108864,7.302984788548975,7.389809920395397,5775800.0,,,,,
