Date,Close,High,Low,Open,Volume,"('Close', 'NINE')","('High', 'NINE')","('Low', 'NINE')","('Open', 'NINE')","('Volume', 'NINE')"
2024-06-03,1.7300000190734863,1.809999942779541,1.5700000524520874,1.7100000381469729,1754700.0,,,,,
2024-06-04,1.600000023841858,1.7899999618530271,1.5800000429153442,1.75,869300.0,,,,,
2024-06-05,1.5800000429153442,1.649999976158142,1.5499999523162842,1.600000023841858,580500.0,,,,,
2024-06-06,1.5800000429153442,1.6799999475479126,1.5549999475479126,1.590000033378601,1930300.0,,,,,
2024-06-07,1.5499999523162842,1.600000023841858,1.5099999904632568,1.5700000524520874,338100.0,,,,,
2024-06-10,1.5700000524520874,1.590000033378601,1.5,1.5399999618530271,627300.0,,,,,
2024-06-11,1.559999942779541,1.5700000524520874,1.5299999713897705,1.5700000524520874,229900.0,,,,,
2024-06-12,1.4500000476837158,1.590000033378601,1.4210000038146973,1.590000033378601,1846300.0,,,,,
2024-06-13,1.4900000095367432,1.5,1.399999976158142,1.4199999570846558,482200.0,,,,,
2024-06-14,1.4800000190734863,1.5199999809265137,1.3700000047683716,1.4700000286102295,811400.0,,,,,
2024-06-17,1.4800000190734863,1.5099999904632568,1.4199999570846558,1.4299999475479126,348400.0,,,,,
2024-06-18,1.4800000190734863,1.6200000047683716,1.4600000381469729,1.4900000095367432,614700.0,,,,,
2024-06-20,1.4500000476837158,1.4950000047683716,1.4149999618530271,1.4600000381469729,244200.0,,,,,
2024-06-21,1.4299999475479126,1.4800000190734863,1.399999976158142,1.440000057220459,252400.0,,,,,
2024-06-24,1.600000023841858,1.6100000143051147,1.409999966621399,1.4299999475479126,733400.0,,,,,
2024-06-25,1.7599999904632568,1.7899999618530271,1.5800000429153442,1.600000023841858,1213500.0,,,,,
2024-06-26,1.7200000286102295,1.8049999475479128,1.6699999570846558,1.7799999713897705,765600.0,,,,,
2024-06-27,1.7899999618530271,1.870000004768372,1.7000000476837158,1.7100000381469729,805400.0,,,,,
2024-06-28,1.6799999475479126,1.8200000524520876,1.6100000143051147,1.7999999523162842,669100.0,,,,,
2024-07-01,1.649999976158142,1.7300000190734863,1.6100000143051147,1.659999966621399,269800.0,,,,,
2024-07-02,1.7000000476837158,1.7799999713897705,1.649999976158142,1.649999976158142,489100.0,,,,,
2024-07-03,1.7000000476837158,1.75,1.6449999809265137,1.7100000381469729,363800.0,,,,,
2024-07-05,1.6699999570846558,1.7100000381469729,1.659999966621399,1.690000057220459,176000.0,,,,,
2024-07-08,1.6699999570846558,1.7050000429153442,1.649999976158142,1.659999966621399,164200.0,,,,,
2024-07-09,1.5399999618530271,1.684999942779541,1.5,1.6200000047683716,589600.0,,,,,
2024-07-10,1.5499999523162842,1.590000033378601,1.5,1.5399999618530271,269200.0,,,,,
2024-07-11,1.659999966621399,1.6699999570846558,1.5700000524520874,1.5700000524520874,339300.0,,,,,
2024-07-12,1.6399999856948853,1.6799999475479126,1.6299999952316284,1.6699999570846558,227000.0,,,,,
2024-07-15,1.7899999618530271,1.809999942779541,1.7000000476837158,1.7400000095367432,819800.0,,,,,
2024-07-16,1.7799999713897705,1.809999942779541,1.7400000095367432,1.7799999713897705,317700.0,,,,,
