Date,Close,High,Low,Open,Volume,"('Close', 'CODI')","('High', 'CODI')","('Low', 'CODI')","('Open', 'CODI')","('Volume', 'CODI')"
2024-06-03,21.677270889282227,21.820134787853,21.4963089822323,21.820134787853,107200.0,,,,,
2024-06-04,21.58202743530273,21.639172630748085,21.391541028334213,21.4582125424023,122000.0,,,,,
2024-06-05,21.62012481689453,21.715366201006145,21.37249322165583,21.601075813427027,125700.0,,,,,
2024-06-06,21.277250289916992,21.582027082798223,21.248676784354508,21.448687690065928,157300.0,,,,,
2024-06-07,21.10581398010254,21.33439658657213,21.02961977794601,21.05819328498461,166500.0,,,,,
2024-06-10,21.22010612487793,21.26772681984603,20.839133298680885,20.91532750059768,123400.0,,,,,
2024-06-11,21.22010612487793,21.23915331289733,21.02009520946317,21.077240406747503,123600.0,,,,,
2024-06-12,21.81061172485352,22.05824334646831,21.601078114231683,21.667747816856213,171400.0,,,,,
2024-06-13,21.372493743896484,21.72489123359145,21.24867703494517,21.71536673162496,102400.0,,,,,
2024-06-14,21.05819129943848,21.31534557208689,20.97247260301804,21.172481683590465,155000.0,,,,,
2024-06-17,21.391542434692383,21.401066937328284,20.867707506009644,20.877232008645542,89800.0,,,,,
2024-06-18,21.1724853515625,21.458214994668754,21.1724853515625,21.286777572127644,165900.0,,,,,
2024-06-20,20.658172607421875,21.210581009505475,20.64864810538093,21.029619103953586,195000.0,,,,,
2024-06-21,20.64864921569824,20.80103762332152,20.486736305521877,20.70579441440369,648000.0,,,,,
2024-06-24,20.99152183532715,21.13438572538492,20.78198643440369,20.78198643440369,176200.0,,,,,
2024-06-25,20.53435516357422,21.048667355724778,20.5057834750856,20.78198675794897,143400.0,,,,,
2024-06-26,20.53435516357422,20.65817186906807,20.296248070899985,20.410540274693314,171000.0,,,,,
2024-06-27,20.677221298217773,20.801038017139053,20.401017985401257,20.639125103897253,180200.0,,,,,
2024-06-28,20.848655700683597,20.972472401708146,20.534354422363187,20.867704703397045,1228400.0,,,,,
2024-07-01,20.639123916625977,20.92485171573934,20.353396117512613,20.80103682055369,205000.0,,,,,
2024-07-02,20.772462844848636,20.791511848789444,20.439112542336435,20.581978255279523,142700.0,,,,,
2024-07-03,20.820083618164062,21.02961719419746,20.6676952325738,20.71531592184094,96800.0,,,,,
2024-07-05,20.58197784423828,20.743890741275624,20.410540445420743,20.743890741275624,179000.0,,,,,
2024-07-08,20.72484397888184,20.85818338499781,20.591504572765864,20.62960076739336,166900.0,,,,,
2024-07-09,20.220054626464844,20.667697139985183,20.181958434857822,20.60102562560012,153000.0,,,,,
2024-07-10,20.639123916625977,20.648648418811494,20.25815291227048,20.353396117512613,161900.0,,,,,
2024-07-11,21.54393196105957,21.64869785342813,20.84865782410838,20.92485202610964,390600.0,,,,,
2024-07-12,21.658222198486328,22.124911909431862,21.620126006068865,21.810610601382297,208200.0,,,,,
2024-07-15,22.0010986328125,22.06776833691042,21.66774829570971,21.83918571574047,246000.0,,,,,
2024-07-16,22.572553634643555,22.59160082187253,21.991571733754444,22.077290434430317,405100.0,,,,,
2024-07-17,22.8582820892334,22.982096984573676,22.47731108440212,22.47731108440212,295300.0,,,,,
2024-07-18,22.5502986907959,23.09889720571394,22.49255196178753,22.69466643118453,243700.0,,,,,
2024-07-19,22.232688903808597,22.704291167631347,22.18456509990704,22.56954818817782,136400.0,,,,,
2024-07-22,22.608043670654297,22.694664675332824,22.14606620285901,22.348180656618723,187600.0,,,,,
2024-07-23,22.877531051635746,22.993024498732424,22.52142227899461,22.52142227899461,171400.0,,,,,
2024-07-24,22.48292732238769,23.03152584026775,22.434803518174707,22.781287565566505,326300.0,,,,,
2024-07-25,22.800535202026367,23.3010098743125,22.45405118328304,22.588794152467543,297600.0,,,,,
2024-07-26,23.05077362060547,23.204766110982963,22.95452785518571,23.0988955854477,223000.0,,,,,
2024-07-29,22.598419189453125,23.089270943443022,22.463676218617376,23.089270943443022,225800.0,,,,,
2024-07-30,22.95452880859375,23.03152505698051,22.63691905453145,22.76203726975917,165600.0,,,,,
2024-07-31,23.156641006469727,23.666742249456256,22.713913080497974,22.95452656263093,378100.0,,,,,
2024-08-01,20.683135986328125,23.16626720247853,20.6735112261578,22.66579068803325,425200.0,,,,,
2024-08-02,20.71200942993164,20.731258949494485,20.019041411551072,20.182658656364797,314700.0,,,,,
2024-08-05,19.49931907653809,20.25003388882804,19.335701816259583,19.89392508619764,392000.0,,,,,
2024-08-06,19.547439575195312,19.739931103080764,19.05658783124915,19.460818571220383,323400.0,,,,,
2024-08-07,19.547439575195312,19.932420795230957,19.162458355159675,19.83617686702349,302500.0,,,,,
2024-08-08,19.865049362182617,19.942045606387385,19.58593866534106,19.855424602190112,182300.0,,,,,
2024-08-09,19.547439575195312,19.922797870998416,19.44157088702005,19.922797870998416,129500.0,,,,,
2024-08-12,19.55706596374512,19.71105846458284,19.36457625556567,19.47044495255697,188000.0,,,,,
2024-08-13,19.855424880981445,19.98054492690555,19.35495020449089,19.653310425506756,144300.0,,,,,
2024-08-14,19.691808700561523,19.98054601287834,19.62443721174155,19.98054601287834,117600.0,,,,,
2024-08-15,20.39440155029297,20.635015059451614,20.105664237861355,20.211534769326487,201800.0,,,,,
2024-08-16,20.375150680541992,20.63501369381191,20.298154436136304,20.365525920524373,251700.0,,,,,
2024-08-19,20.81787872314453,20.991120732791728,20.38477553476181,20.500268984036428,226900.0,,,,,
2024-08-20,20.40402603149414,20.76013299215988,20.278905980433468,20.76013299215988,155800.0,,,,,
2024-08-21,20.5772647857666,20.731259107709363,20.35590081631019,20.59651430547635,107100.0,,,,,
