Date,Close,High,Low,Open,Volume,"('Close', 'FSLY')","('High', 'FSLY')","('Low', 'FSLY')","('Open', 'FSLY')","('Volume', 'FSLY')"
2024-06-03,7.590000152587891,7.980000019073486,7.525000095367432,7.96999979019165,3270900.0,,,,,
2024-06-04,7.590000152587891,7.610000133514404,7.46999979019165,7.539999961853027,2328000.0,,,,,
2024-06-05,7.789999961853027,7.809999942779541,7.610000133514404,7.650000095367432,2230200.0,,,,,
2024-06-06,7.71999979019165,7.864999771118164,7.659999847412109,7.710000038146973,2172500.0,,,,,
2024-06-07,7.480000019073486,7.690000057220459,7.400000095367432,7.599999904632568,2856800.0,,,,,
2024-06-10,7.480000019073486,7.599999904632568,7.302999973297119,7.360000133514404,2519600.0,,,,,
2024-06-11,7.400000095367432,7.519999980926514,7.320000171661377,7.449999809265137,2721600.0,,,,,
2024-06-12,7.5,8.109999656677246,7.5,7.690000057220459,3711400.0,,,,,
2024-06-13,7.269999980926514,7.510000228881836,7.150000095367432,7.46999979019165,3665200.0,,,,,
2024-06-14,7.199999809265137,7.25,7.0879998207092285,7.210000038146973,2247400.0,,,,,
2024-06-17,7.079999923706055,7.179999828338623,6.909999847412109,7.170000076293945,3175400.0,,,,,
2024-06-18,6.989999771118164,7.039999961853027,6.889999866485596,7.03000020980835,2819800.0,,,,,
2024-06-20,7.0,7.010000228881836,6.769999980926514,6.96999979019165,2530600.0,,,,,
2024-06-21,7.269999980926514,7.349999904632568,6.98799991607666,6.989999771118164,10414500.0,,,,,
2024-06-24,7.199999809265137,7.385000228881836,7.03000020980835,7.239999771118164,2560400.0,,,,,
2024-06-25,7.0,7.21999979019165,6.940000057220459,7.199999809265137,1756700.0,,,,,
2024-06-26,7.039999961853027,7.150000095367432,6.949999809265137,6.989999771118164,1934200.0,,,,,
2024-06-27,7.449999809265137,7.460000038146973,6.989999771118164,7.039999961853027,3071400.0,,,,,
2024-06-28,7.369999885559082,7.5,7.260000228881836,7.46999979019165,4449300.0,,,,,
2024-07-01,7.230000019073486,7.389999866485596,7.190000057220459,7.349999904632568,2060500.0,,,,,
2024-07-02,7.170000076293945,7.289999961853027,7.019999980926514,7.21999979019165,1790900.0,,,,,
2024-07-03,7.400000095367432,7.485000133514404,7.199999809265137,7.210000038146973,1299700.0,,,,,
2024-07-05,7.420000076293945,7.460000038146973,7.239999771118164,7.320000171661377,1781600.0,,,,,
2024-07-08,7.369999885559082,7.505000114440918,7.340000152587891,7.489999771118164,1498300.0,,,,,
2024-07-09,7.300000190734863,7.380000114440918,7.090000152587891,7.329999923706055,2186800.0,,,,,
2024-07-10,7.130000114440918,7.369999885559082,7.039999961853027,7.369999885559082,2322700.0,,,,,
2024-07-11,7.480000019073486,7.650000095367432,7.289999961853027,7.349999904632568,2991900.0,,,,,
2024-07-12,7.440000057220459,7.630000114440918,7.429999828338623,7.590000152587891,1885300.0,,,,,
2024-07-15,7.590000152587891,7.75,7.480000019073486,7.550000190734863,2798800.0,,,,,
2024-07-16,7.96999979019165,8.100000381469727,7.679999828338623,7.679999828338623,4234300.0,,,,,
2024-07-17,8.1899995803833,8.359999656677246,7.820000171661377,7.849999904632568,4869800.0,,,,,
2024-07-18,7.75,8.329999923706055,7.710000038146973,8.229999542236328,3547000.0,,,,,
2024-07-19,7.75,7.889999866485596,7.590000152587891,7.679999828338623,3503600.0,,,,,
2024-07-22,7.650000095367432,7.836999893188477,7.585000038146973,7.800000190734863,1964600.0,,,,,
2024-07-23,7.980000019073486,8.029999732971191,7.639999866485596,7.650000095367432,1764700.0,,,,,
2024-07-24,7.679999828338623,8.095000267028809,7.670000076293945,7.860000133514404,2587700.0,,,,,
2024-07-25,8.100000381469727,8.220000267028809,7.599999904632568,7.639999866485596,2632000.0,,,,,
2024-07-26,8.210000038146973,8.319999694824219,8.0600004196167,8.260000228881836,2041900.0,,,,,
2024-07-29,8.069999694824219,8.470000267028809,7.980000019073486,8.300000190734863,2194600.0,,,,,
2024-07-30,8.119999885559082,8.345000267028809,7.864999771118164,8.140000343322754,1943400.0,,,,,
2024-07-31,8.100000381469727,8.430000305175781,8.07800006866455,8.1899995803833,4230600.0,,,,,
2024-08-01,7.679999828338623,8.130000114440918,7.539999961853027,8.109999656677246,3146400.0,,,,,
2024-08-02,7.510000228881836,7.550000190734863,7.210000038146973,7.400000095367432,2567500.0,,,,,
2024-08-05,7.090000152587891,7.260000228881836,6.650000095367432,6.889999866485596,3492000.0,,,,,
2024-08-06,7.0,7.139999866485596,6.909999847412109,7.139999866485596,2379900.0,,,,,
2024-08-07,6.840000152587891,7.284999847412109,6.815000057220459,7.130000114440918,9277100.0,,,,,
2024-08-08,5.860000133514404,6.059999942779541,5.519999980926514,5.579999923706055,12434000.0,,,,,
2024-08-09,5.670000076293945,6.079999923706055,5.639999866485596,5.940000057220459,5000100.0,,,,,
2024-08-12,5.960000038146973,6.215000152587891,5.710000038146973,5.730000019073486,10488500.0,,,,,
2024-08-13,6.199999809265137,6.21999979019165,5.920000076293945,5.960000038146973,9948500.0,,,,,
2024-08-14,5.989999771118164,6.349999904632568,5.989999771118164,6.260000228881836,5826700.0,,,,,
2024-08-15,6.269999980926514,6.40500020980835,6.144999980926514,6.170000076293945,3725800.0,,,,,
2024-08-16,6.449999809265137,6.510000228881836,6.164999961853027,6.300000190734863,7804500.0,,,,,
2024-08-19,6.670000076293945,6.679999828338623,6.409999847412109,6.460000038146973,3751300.0,,,,,
2024-08-20,6.46999979019165,6.724999904632568,6.420000076293945,6.639999866485596,2168600.0,,,,,
2024-08-21,6.460000038146973,6.53000020980835,6.349999904632568,6.5,2002800.0,,,,,
2024-08-22,6.230000019073486,6.494999885559082,6.210000038146973,6.46999979019165,1916500.0,,,,,
2024-08-23,6.380000114440918,6.460000038146973,6.25,6.25,2134600.0,,,,,
2024-08-26,6.210000038146973,6.449999809265137,6.150000095367432,6.440000057220459,2647600.0,,,,,
2024-08-27,5.96999979019165,6.150000095367432,5.96999979019165,6.130000114440918,2649800.0,,,,,
2024-08-28,5.789999961853027,6.010000228881836,5.659999847412109,5.900000095367432,2940800.0,,,,,
2024-08-29,6.090000152587891,6.210000038146973,5.864999771118164,5.920000076293945,1916000.0,,,,,
2024-08-30,6.019999980926514,6.164999961853027,5.985000133514404,6.139999866485596,1833600.0,,,,,
2024-09-03,5.900000095367432,6.130000114440918,5.840000152587891,5.940000057220459,2352300.0,,,,,
2024-09-04,5.949999809265137,6.079999923706055,5.860000133514404,5.900000095367432,1750000.0,,,,,
2024-09-05,5.909999847412109,6.045000076293945,5.889999866485596,5.980000019073486,1435300.0,,,,,
2024-09-06,5.650000095367432,6.019999980926514,5.635000228881836,5.889999866485596,2187000.0,,,,,
2024-09-09,5.630000114440918,5.789999961853027,5.610000133514404,5.650000095367432,2416200.0,,,,,
2024-09-10,5.789999961853027,5.800000190734863,5.53000020980835,5.670000076293945,2165300.0,,,,,
2024-09-11,5.920000076293945,5.965000152587891,5.650000095367432,5.760000228881836,2047200.0,,,,,
2024-09-12,6.25,6.425000190734863,5.949999809265137,5.949999809265137,3053000.0,,,,,
2024-09-13,6.699999809265137,6.784999847412109,6.309999942779541,6.309999942779541,3583600.0,,,,,
2024-09-16,6.949999809265137,6.989999771118164,6.65500020980835,6.739999771118164,2922300.0,,,,,
2024-09-17,7.349999904632568,7.489999771118164,6.960000038146973,6.960000038146973,4213400.0,,,,,
2024-09-18,7.039999961853027,7.400000095367432,7.0,7.380000114440918,2481600.0,,,,,
2024-09-19,7.150000095367432,7.320000171661377,7.099999904632568,7.28000020980835,1866400.0,,,,,
2024-09-20,7.230000019073486,7.300000190734863,6.96999979019165,7.139999866485596,4966300.0,,,,,
2024-09-23,7.269999980926514,7.342999935150146,7.159999847412109,7.329999923706055,2254300.0,,,,,
2024-09-24,7.340000152587891,7.369999885559082,7.170000076293945,7.329999923706055,1838300.0,,,,,
2024-09-25,7.5,7.570000171661377,7.264999866485596,7.309999942779541,2314000.0,,,,,
2024-09-26,7.519999980926514,7.699999809265137,7.389999866485596,7.659999847412109,2647200.0,,,,,
2024-09-27,7.559999942779541,7.735000133514404,7.505000114440918,7.559999942779541,1883600.0,,,,,
