Date,Close,High,Low,Open,Volume,"('Close', 'SBSW')","('High', 'SBSW')","('Low', 'SBSW')","('Open', 'SBSW')","('Volume', 'SBSW')"
2024-06-03,5.059999942779541,5.159999847412109,4.989999771118164,5.03000020980835,4396800.0,,,,,
2024-06-04,4.550000190734863,4.880000114440918,4.510000228881836,4.880000114440918,14087900.0,,,,,
2024-06-05,4.550000190734863,4.639999866485596,4.53000020980835,4.610000133514404,7106500.0,,,,,
2024-06-06,4.670000076293945,4.739999771118164,4.590000152587891,4.630000114440918,6223700.0,,,,,
2024-06-07,4.440000057220459,4.599999904632568,4.429999828338623,4.590000152587891,6647300.0,,,,,
2024-06-10,4.579999923706055,4.610000133514404,4.460000038146973,4.5,3806200.0,,,,,
2024-06-11,4.510000228881836,4.539999961853027,4.429999828338623,4.46999979019165,4451100.0,,,,,
2024-06-12,4.510000228881836,4.71999979019165,4.46999979019165,4.670000076293945,5155700.0,,,,,
2024-06-13,4.369999885559082,4.5,4.340000152587891,4.46999979019165,5684300.0,,,,,
2024-06-14,4.559999942779541,4.590000152587891,4.340000152587891,4.389999866485596,7760000.0,,,,,
2024-06-17,4.489999771118164,4.639999866485596,4.440000057220459,4.599999904632568,3740100.0,,,,,
2024-06-18,4.610000133514404,4.630000114440918,4.489999771118164,4.510000228881836,3881300.0,,,,,
2024-06-20,4.639999866485596,4.690000057220459,4.550000190734863,4.570000171661377,6563400.0,,,,,
2024-06-21,4.75,4.78000020980835,4.590000152587891,4.71999979019165,8807500.0,,,,,
2024-06-24,4.78000020980835,4.820000171661377,4.690000057220459,4.760000228881836,5635400.0,,,,,
2024-06-25,4.400000095367432,4.599999904632568,4.380000114440918,4.590000152587891,6231100.0,,,,,
2024-06-26,4.400000095367432,4.409999847412109,4.289999961853027,4.320000171661377,6624800.0,,,,,
2024-06-27,4.289999961853027,4.429999828338623,4.289999961853027,4.369999885559082,3923700.0,,,,,
2024-06-28,4.349999904632568,4.460000038146973,4.309999942779541,4.429999828338623,3389300.0,,,,,
2024-07-01,4.21999979019165,4.409999847412109,4.190000057220459,4.369999885559082,4016800.0,,,,,
2024-07-02,4.260000228881836,4.260000228881836,4.079999923706055,4.159999847412109,7822700.0,,,,,
2024-07-03,4.619999885559082,4.659999847412109,4.400000095367432,4.400000095367432,5987800.0,,,,,
2024-07-05,4.900000095367432,4.940000057220459,4.71999979019165,4.78000020980835,7180300.0,,,,,
2024-07-08,4.840000152587891,4.900000095367432,4.789999961853027,4.900000095367432,5032400.0,,,,,
2024-07-09,4.800000190734863,4.869999885559082,4.730000019073486,4.800000190734863,3540700.0,,,,,
2024-07-10,4.860000133514404,4.920000076293945,4.789999961853027,4.820000171661377,3100600.0,,,,,
2024-07-11,4.800000190734863,5.010000228881836,4.769999980926514,4.949999809265137,5981300.0,,,,,
2024-07-12,4.760000228881836,4.840000152587891,4.71999979019165,4.730000019073486,3020200.0,,,,,
2024-07-15,4.710000038146973,4.760000228881836,4.570000171661377,4.619999885559082,4392500.0,,,,,
2024-07-16,4.960000038146973,4.980000019073486,4.71999979019165,4.75,5332800.0,,,,,
2024-07-17,4.670000076293945,4.909999847412109,4.619999885559082,4.880000114440918,5835500.0,,,,,
2024-07-18,4.480000019073486,4.730000019073486,4.449999809265137,4.710000038146973,6361300.0,,,,,
