Date,Close,High,Low,Open,Volume,"('Close', 'TWO')","('High', 'TWO')","('Low', 'TWO')","('Open', 'TWO')","('Volume', 'TWO')"
2024-06-03,10.524703979492188,10.532793867797864,10.43571675111816,10.451896527729517,530500.0,,,,,
2024-06-04,10.47616481781006,10.557062153219375,10.4276270337598,10.468074929970292,527500.0,,,,,
2024-06-05,10.548972129821776,10.557062017557586,10.419537012025486,10.516613350372705,634500.0,,,,,
2024-06-06,10.411447525024414,10.548972535849826,10.379088744329858,10.484254974460711,953400.0,,,,,
2024-06-07,10.492345809936523,10.573242383230548,10.354820786693,10.39526945908714,1055700.0,,,,,
2024-06-10,10.50043487548828,10.532794430439576,10.379089630397935,10.41144841385498,1229600.0,,,,,
2024-06-11,10.37099838256836,10.443805828679045,10.346729491029514,10.427626824817866,1101200.0,,,,,
2024-06-12,10.459986686706545,10.629870488050765,10.459986686706545,10.557063034404065,929600.0,,,,,
2024-06-13,10.524703979492188,10.581331654643504,10.451896527729517,10.468075532846656,757100.0,,,,,
2024-06-14,10.50043487548828,10.54897343642097,10.427628191330626,10.435717308574198,1022600.0,,,,,
2024-06-17,10.637959480285645,10.654139257125887,10.42762778182204,10.500434463120468,939600.0,,,,,
2024-06-18,10.565153121948242,10.694588254649938,10.548973344613406,10.63795980547226,903800.0,,,,,
2024-06-20,10.686497688293455,10.783574031663589,10.532793670830964,10.565152451954342,1361700.0,,,,,
2024-06-21,10.694586753845217,10.743124536049768,10.629869196576385,10.694586753845217,1572600.0,,,,,
2024-06-24,10.694586753845217,10.824021868382877,10.694586753845217,10.743124536049768,963400.0,,,,,
2024-06-25,10.735036849975586,10.767395632920362,10.678408401201546,10.726946961365831,720700.0,,,,,
2024-06-26,10.654139518737791,10.718857084699458,10.637959741500255,10.678408413099858,512200.0,,,,,
2024-06-27,10.621779441833496,10.6864969999114,10.516613217083364,10.6864969999114,752800.0,,,,,
2024-06-28,10.686497688293455,10.702676693108046,10.597511233077718,10.702676693108046,1510000.0,,,,,
2024-07-01,10.508524894714355,10.694588480523455,10.411448543137798,10.694588480523455,1206800.0,,,,,
2024-07-02,10.662229537963867,10.743126110659771,10.500434849583554,10.557063299114365,1516900.0,,,,,
2024-07-03,10.629870414733888,10.751215655645282,10.589421743932013,10.74312576718606,1043500.0,,,,,
2024-07-05,10.554481506347656,10.680129772364005,10.520975248819818,10.638246750741157,1100800.0,,,,,
2024-07-08,10.688506126403809,10.713635618872567,10.529350810113286,10.554481101434208,1590900.0,,,,,
2024-07-09,10.730389595031738,10.789025346194318,10.587987800335018,10.655000315621452,986300.0,,,,,
2024-07-10,11.048697471618652,11.065450998089824,10.780647438896793,10.789024202132376,1338400.0,,,,,
2024-07-11,11.24135971069336,11.26648920306569,11.07382843012422,11.149217706093372,1341100.0,,,,,
2024-07-12,11.475903511047363,11.534540058424296,11.24973648184313,11.24973648184313,1438600.0,,,,,
2024-07-15,11.576421737670898,11.676940501374231,11.501032465180367,11.517785991890316,1014700.0,,,,,
2024-07-16,11.777460098266602,11.802589589552667,11.534539552228953,11.618304789466553,1157000.0,,,,,
2024-07-17,11.81096649169922,11.894731729920975,11.643434417551436,11.702070963044012,1252800.0,,,,,
2024-07-18,11.542916297912598,11.852849374255614,11.5261635688722,11.777460895295569,847800.0,,,,,
2024-07-19,11.459151268005373,11.62668255578424,11.40051471814362,11.517787019014929,876700.0,,,,,
2024-07-22,11.568045616149902,11.576421580539064,11.45915009056968,11.492656344682665,541100.0,,,,,
2024-07-23,11.542916297912598,11.6350591036174,11.50103327703334,11.509410040979628,1046800.0,,,,,
2024-07-24,11.29999542236328,11.542915978110118,11.291618658649076,11.450773973810335,1002100.0,,,,,
2024-07-25,11.283243179321287,11.45077446655371,11.26648965117195,11.350255694214258,774900.0,,,,,
2024-07-26,11.517786979675291,11.526163743748674,11.375385185836588,11.434020936645869,1050500.0,,,,,
2024-07-29,11.459151268005373,11.62668255578424,11.425645010449596,11.559670040672692,947000.0,,,,,
2024-07-30,11.542916297912598,11.551293061858884,11.4340207631674,11.517786804925914,835800.0,,,,,
2024-07-31,11.283243179321287,11.584799496339649,11.241360157800136,11.492657488074864,1701500.0,,,,,
2024-08-01,11.174346923828123,11.35025496381538,11.057074630885907,11.35025496381538,1305200.0,,,,,
2024-08-02,11.07382869720459,11.124087683161406,10.897920648651375,10.931426905573314,1059800.0,,,,,
2024-08-05,10.78902530670166,10.914673572690743,10.46233869673697,10.7471422850879,1469100.0,,,,,
2024-08-06,11.048697471618652,11.124086743034704,10.789024202132376,10.83928318384167,1130300.0,,,,,
2024-08-07,11.08220386505127,11.367007427825287,11.07382790056248,11.182723427437963,1351100.0,,,,,
2024-08-08,11.24135971069336,11.274865966807187,11.13246417861038,11.199476690838036,685700.0,,,,,
2024-08-09,11.26648998260498,11.291619476716043,11.132464948876349,11.26648998260498,630000.0,,,,,
2024-08-12,11.10733413696289,11.29161813704973,11.065451119178746,11.29161813704973,653900.0,,,,,
2024-08-13,11.207853317260742,11.25811230138963,11.11571131378968,11.182723825196298,576500.0,,,,,
2024-08-14,11.258111953735352,11.258111953735352,11.149217225201417,11.258111953735352,534600.0,,,,,
2024-08-15,11.308371543884276,11.375384052088014,11.216229544817166,11.375384052088014,557400.0,,,,,
2024-08-16,11.400513648986816,11.467526157813834,11.367007394573308,11.434019903400326,732200.0,,,,,
2024-08-19,11.50940990447998,11.51778666832692,11.450774155255738,11.475903647944389,635600.0,,,,,
