Date,Close,High,Low,Open,Volume,"('Close', 'GNL')","('High', 'GNL')","('Low', 'GNL')","('Open', 'GNL')","('Volume', 'GNL')"
2024-06-03,6.284456253051758,6.338346757030564,6.205693452059983,6.251292926809112,1114800.0,,,,,
2024-06-04,6.325911045074463,6.371510522970406,6.255438873111057,6.2595843880119775,901500.0,,,,,
2024-06-05,6.359074115753174,6.375655779346429,6.255438619460816,6.342492452159918,769300.0,,,,,
2024-06-06,6.317619323730469,6.371509825529266,6.259583702822546,6.309328690174201,820500.0,,,,,
2024-06-07,6.14351224899292,6.259584292417716,6.1062034061305255,6.184966606692926,993400.0,,,,,
2024-06-10,6.135221481323242,6.147657630227756,6.010858806263965,6.085476490367141,926600.0,,,,,
2024-06-11,5.927950382232666,6.085476381785309,5.927950382232666,6.060603689082034,1312600.0,,,,,
2024-06-12,6.052312850952148,6.31347394116939,6.044021821884667,6.068894513749084,1966100.0,,,,,
2024-06-13,6.060604095458984,6.131076268282536,5.990131922635433,6.052313460894013,1248900.0,,,,,
2024-06-14,5.977695465087891,6.056458268417762,5.936241108384984,6.0025677628392,1095600.0,,,,,
2024-06-17,5.961113452911377,6.019149469834311,5.903077435988443,5.927950127623421,1538700.0,,,,,
2024-06-18,5.911368370056152,6.010858344322434,5.903077341198288,5.944531694811579,1065400.0,,,,,
2024-06-20,5.927950382232666,5.99427703565735,5.845042065451811,5.878205392164154,1821500.0,,,,,
2024-06-21,5.903078079223633,5.952823072576083,5.845042451314807,5.944532438019707,5129600.0,,,,,
2024-06-24,5.969404697418213,6.019150085778652,5.878205741212884,5.919659704395834,1689800.0,,,,,
2024-06-25,5.861624240875244,6.0108592241178425,5.803588216389642,5.95282319963224,1215300.0,,,,,
2024-06-26,5.820168972015381,5.903077283087792,5.795296281024652,5.820168972015381,1168200.0,,,,,
2024-06-27,5.961113452911377,5.990131263703833,5.816023608273054,5.853332448056509,1665600.0,,,,,
2024-06-28,6.093767166137695,6.110348829902963,5.990131668770258,6.044022174841891,3495000.0,,,,,
2024-07-01,6.052312850952148,6.0937668102754765,5.936240816035569,6.07718514747854,1575800.0,,,,,
2024-07-02,6.176675319671631,6.234711338966006,6.073039825077557,6.0771853397424485,1306100.0,,,,,
2024-07-03,6.135221481323242,6.25129312688748,6.118639817671208,6.168384808627311,479300.0,,,,,
2024-07-05,6.267874717712402,6.276165747111108,6.110348717179368,6.135221410037444,1282100.0,,,,,
2024-07-08,6.267874717712402,6.334201371549882,6.189111915114906,6.317619708090511,1561200.0,,,,,
2024-07-09,6.201548099517822,6.32591077384688,6.151803108853807,6.32591077384688,1619600.0,,,,,
2024-07-10,6.276165962219238,6.292747626246925,6.176675582715064,6.259584298191552,1989100.0,,,,,
2024-07-11,6.572981834411621,6.6246020622712685,6.349294180353151,6.400914408212798,3206700.0,,,,,
2024-07-12,6.753653049468994,6.796670112492302,6.598792361019096,6.624602270640187,2062700.0,,,,,
2024-07-15,7.003151893615723,7.028961804906145,6.775162019183849,6.779463807812634,2241800.0,,,,,
2024-07-16,7.252650260925293,7.269856595836454,7.046168498615066,7.046168498615066,2603700.0,,,,,
2024-07-17,7.390303611755371,7.441923432707737,7.192425443485273,7.192425443485273,1623500.0,,,,,
2024-07-18,7.235442161560059,7.527957201227779,7.188123310883745,7.312872709764128,1304000.0,,,,,
2024-07-19,7.278458595275879,7.330079229780625,7.188122690013111,7.218235205422134,1001900.0,,,,,
2024-07-22,7.398906707763672,7.420414828348611,7.170916855345164,7.278459099234274,968000.0,,,,,
2024-07-23,7.562370777130127,7.609689628370131,7.338682706427492,7.390303346005881,1600500.0,,,,,
2024-07-24,7.43332052230835,7.613991532865636,7.416113368692302,7.502147495808055,844100.0,,,,,
2024-07-25,7.5107502937316895,7.665611395204837,7.416113409766015,7.424716986621689,1057900.0,,,,,
2024-07-26,7.7086286544799805,7.730136776682332,7.5580693376167165,7.648405255927583,1099300.0,,,,,
2024-07-29,7.605388164520264,7.725834961205056,7.53656118913402,7.725834961205056,1185500.0,,,,,
2024-07-30,7.657007217407227,7.665610793587669,7.476336220028835,7.6398008855285235,1259700.0,,,,,
2024-07-31,7.484940052032471,7.687119996772155,7.484940052032471,7.648404723119118,1728000.0,,,,,
2024-08-01,7.373096466064453,7.579578211552618,7.295665914066674,7.5193539930642,1424700.0,,,,,
2024-08-02,7.278458595275879,7.342983773045199,7.106391181063643,7.14080466390609,1303400.0,,,,,
2024-08-05,6.90851354598999,7.080580972820696,6.788066347208496,6.917117122452078,1807200.0,,,,,
2024-08-06,7.123598575592041,7.25264977087646,6.8396870946415,6.882704159736306,1213300.0,,,,,
2024-08-07,6.960134506225586,7.312872952665219,6.951530929365535,7.287063042567313,1733900.0,,,,,
2024-08-08,7.028961181640625,7.0934863643863055,6.925720725151092,6.977340543154751,1243100.0,,,,,
2024-08-09,6.934324264526367,7.054771052878298,6.84398835278021,7.054771052878298,3512100.0,,,,,
