Date,Close,High,Low,Open,Volume,"('Close', 'MREO')","('High', 'MREO')","('Low', 'MREO')","('Open', 'MREO')","('Volume', 'MREO')"
2024-06-03,3.444999933242798,3.559999942779541,3.375,3.450000047683716,805100.0,,,,,
2024-06-04,3.3299999237060547,3.4800000190734863,3.289999961853028,3.4600000381469727,731500.0,,,,,
2024-06-05,3.5,3.595000028610229,3.3299999237060547,3.359999895095825,637200.0,,,,,
2024-06-06,3.440000057220459,3.549999952316284,3.359999895095825,3.490000009536743,598600.0,,,,,
2024-06-07,3.4200000762939453,3.49399995803833,3.359999895095825,3.390000104904175,351900.0,,,,,
2024-06-10,3.470000028610229,3.5999999046325684,3.359999895095825,3.380000114440918,794500.0,,,,,
2024-06-11,3.5199999809265137,3.569999933242798,3.4260001182556152,3.450000047683716,651900.0,,,,,
2024-06-12,3.829999923706055,4.179999828338623,3.650000095367432,3.940000057220459,4311200.0,,,,,
2024-06-13,3.990000009536743,4.199999809265137,3.880000114440918,3.9800000190734863,2629000.0,,,,,
2024-06-14,4.25,4.409999847412109,3.990000009536743,4.0,5852100.0,,,,,
2024-06-17,4.25,4.5,4.159999847412109,4.409999847412109,2379800.0,,,,,
2024-06-18,3.9800000190734863,4.289999961853027,3.920000076293945,4.289999961853027,1743400.0,,,,,
2024-06-20,3.890000104904175,4.079999923706055,3.829999923706055,4.019999980926514,986200.0,,,,,
2024-06-21,3.9800000190734863,3.994999885559082,3.7200000286102295,3.859999895095825,1126000.0,,,,,
2024-06-24,3.759999990463257,4.050000190734863,3.700000047683716,4.0,749100.0,,,,,
2024-06-25,3.5,3.809999942779541,3.470000028610229,3.759999990463257,1683100.0,,,,,
2024-06-26,3.490000009536743,3.634999990463257,3.259999990463257,3.509999990463257,2361400.0,,,,,
2024-06-27,3.4800000190734863,3.5450000762939453,3.400000095367432,3.490000009536743,868000.0,,,,,
2024-06-28,3.5999999046325684,3.609999895095825,3.400000095367432,3.470000028610229,1279000.0,,,,,
2024-07-01,3.630000114440918,3.660000085830689,3.4600000381469727,3.509999990463257,1098100.0,,,,,
2024-07-02,3.450000047683716,3.759999990463257,3.440000057220459,3.609999895095825,930700.0,,,,,
2024-07-03,3.5899999141693115,3.609999895095825,3.369999885559082,3.400000095367432,298600.0,,,,,
2024-07-05,3.630000114440918,3.660000085830689,3.5199999809265137,3.569999933242798,701500.0,,,,,
2024-07-08,3.670000076293945,3.684999942779541,3.5299999713897705,3.630000114440918,692000.0,,,,,
2024-07-09,3.849999904632568,3.859999895095825,3.569999933242798,3.670000076293945,996800.0,,,,,
2024-07-10,3.7699999809265137,3.950000047683716,3.7200000286102295,3.829999923706055,525500.0,,,,,
2024-07-11,3.890000104904175,4.0,3.7300000190734863,3.7899999618530273,1298300.0,,,,,
2024-07-12,4.150000095367432,4.170000076293945,3.849999904632568,3.920000076293945,1056000.0,,,,,
2024-07-15,4.150000095367432,4.340000152587891,4.079999923706055,4.179999828338623,910500.0,,,,,
2024-07-16,4.090000152587891,4.199999809265137,3.964999914169312,4.199999809265137,804400.0,,,,,
2024-07-17,3.890000104904175,4.070000171661377,3.819999933242798,4.0,767300.0,,,,,
2024-07-18,3.880000114440918,3.940999984741211,3.8010001182556152,3.920000076293945,614600.0,,,,,
2024-07-19,3.880000114440918,3.9149999618530273,3.7799999713897705,3.819999933242798,784700.0,,,,,
2024-07-22,3.9800000190734863,4.0,3.759999990463257,3.859999895095825,827400.0,,,,,
