Date,Close,High,Low,Open,Volume,"('Close', 'TIGR')","('High', 'TIGR')","('Low', 'TIGR')","('Open', 'TIGR')","('Volume', 'TIGR')"
2024-06-03,4.110000133514404,4.340000152587891,4.074999809265137,4.260000228881836,709100.0,,,,,
2024-06-04,4.050000190734863,4.445000171661377,4.050000190734863,4.130000114440918,2619700.0,,,,,
2024-06-05,4.21999979019165,4.46999979019165,4.039999961853027,4.340000152587891,2845500.0,,,,,
2024-06-06,4.485000133514404,4.630000114440918,4.079999923706055,4.139999866485596,4054400.0,,,,,
2024-06-07,4.75,4.789999961853027,4.360000133514404,4.429999828338623,2765800.0,,,,,
2024-06-10,4.75,4.78000020980835,4.659999847412109,4.699999809265137,696800.0,,,,,
2024-06-11,4.71999979019165,4.748000144958496,4.590000152587891,4.730000019073486,823700.0,,,,,
2024-06-12,4.764999866485596,4.96999979019165,4.710000038146973,4.71999979019165,1876400.0,,,,,
2024-06-13,4.570000171661377,4.940000057220459,4.534999847412109,4.760000228881836,1544000.0,,,,,
2024-06-14,4.46999979019165,4.590000152587891,4.394999980926514,4.559999942779541,965700.0,,,,,
2024-06-17,4.289999961853027,4.510000228881836,4.264999866485596,4.449999809265137,788600.0,,,,,
2024-06-18,4.650000095367432,4.77899980545044,4.232999801635742,4.260000228881836,1662500.0,,,,,
2024-06-20,4.449999809265137,4.670000076293945,4.40500020980835,4.619999885559082,815400.0,,,,,
2024-06-21,4.409999847412109,4.449999809265137,4.35099983215332,4.400000095367432,611600.0,,,,,
2024-06-24,4.46999979019165,4.630000114440918,4.409999847412109,4.409999847412109,817200.0,,,,,
2024-06-25,4.449999809265137,4.5,4.40500020980835,4.429999828338623,546700.0,,,,,
2024-06-26,4.349999904632568,4.46999979019165,4.320000171661377,4.449999809265137,473000.0,,,,,
2024-06-27,4.309999942779541,4.335000038146973,4.239999771118164,4.320000171661377,520300.0,,,,,
2024-06-28,4.199999809265137,4.340000152587891,4.170000076293945,4.340000152587891,353500.0,,,,,
2024-07-01,4.21999979019165,4.289999961853027,4.159999847412109,4.230000019073486,373400.0,,,,,
2024-07-02,4.199999809265137,4.275000095367432,4.159999847412109,4.190000057220459,382000.0,,,,,
2024-07-03,4.440000057220459,4.474999904632568,4.260000228881836,4.260000228881836,489400.0,,,,,
2024-07-05,4.590000152587891,4.599999904632568,4.260000228881836,4.349999904632568,1032100.0,,,,,
2024-07-08,4.329999923706055,4.590000152587891,4.309999942779541,4.579999923706055,503000.0,,,,,
2024-07-09,4.389999866485596,4.440000057220459,4.260000228881836,4.320000171661377,394300.0,,,,,
2024-07-10,4.670000076293945,4.730000019073486,4.440000057220459,4.449999809265137,1155100.0,,,,,
2024-07-11,4.610000133514404,4.804999828338623,4.485000133514404,4.71999979019165,798400.0,,,,,
2024-07-12,4.53000020980835,4.710000038146973,4.5,4.659999847412109,302900.0,,,,,
2024-07-15,4.670000076293945,4.690000057220459,4.429999828338623,4.5,619500.0,,,,,
2024-07-16,4.610000133514404,4.699999809265137,4.550000190734863,4.599999904632568,366100.0,,,,,
2024-07-17,4.420000076293945,4.599999904632568,4.340000152587891,4.599999904632568,522900.0,,,,,
2024-07-18,4.239999771118164,4.440000057220459,4.210000038146973,4.429999828338623,663700.0,,,,,
2024-07-19,4.21999979019165,4.269999980926514,4.199999809265137,4.239999771118164,324600.0,,,,,
2024-07-22,4.309999942779541,4.329999923706055,4.21999979019165,4.28000020980835,348600.0,,,,,
2024-07-23,4.260000228881836,4.289999961853027,4.239999771118164,4.260000228881836,312800.0,,,,,
2024-07-24,4.090000152587891,4.25,4.060999870300293,4.199999809265137,471600.0,,,,,
2024-07-25,4.039999961853027,4.110000133514404,4.019999980926514,4.090000152587891,337200.0,,,,,
2024-07-26,4.119999885559082,4.130000114440918,4.039999961853027,4.090000152587891,268800.0,,,,,
2024-07-29,4.050000190734863,4.178999900817871,4.039999961853027,4.130000114440918,314700.0,,,,,
2024-07-30,4.050000190734863,4.090000152587891,3.9600000381469727,4.010000228881836,675100.0,,,,,
2024-07-31,4.079999923706055,4.25,4.070000171661377,4.199999809265137,452400.0,,,,,
2024-08-01,3.890000104904175,4.070000171661377,3.829999923706055,4.059999942779541,869000.0,,,,,
2024-08-02,3.740000009536743,3.839999914169312,3.7200000286102295,3.829999923706055,432800.0,,,,,
2024-08-05,3.609999895095825,3.670000076293945,3.359999895095825,3.359999895095825,668400.0,,,,,
2024-08-06,3.670000076293945,3.759999990463257,3.5799999237060547,3.5799999237060547,1484100.0,,,,,
2024-08-07,3.5199999809265137,3.829999923706055,3.4749999046325684,3.740000009536743,1385200.0,,,,,
2024-08-08,3.660000085830689,3.670000076293945,3.525000095367432,3.549999952316284,1110600.0,,,,,
2024-08-09,3.630000114440918,3.690000057220459,3.5999999046325684,3.670000076293945,397300.0,,,,,
2024-08-12,3.650000095367432,3.690000057220459,3.6040000915527344,3.630000114440918,265900.0,,,,,
2024-08-13,3.759999990463257,3.7799999713897705,3.660000085830689,3.670000076293945,420000.0,,,,,
2024-08-14,3.740000009536743,3.839999914169312,3.690000057220459,3.75,351500.0,,,,,
2024-08-15,3.809999942779541,3.859999895095825,3.7799999713897705,3.7899999618530273,357200.0,,,,,
2024-08-16,3.799999952316284,3.920000076293945,3.759999990463257,3.839999914169312,299900.0,,,,,
2024-08-19,3.940000057220459,3.950000047683716,3.825000047683716,3.829999923706055,354900.0,,,,,
2024-08-20,3.7899999618530273,3.9600000381469727,3.7699999809265137,3.940000057220459,440200.0,,,,,
2024-08-21,3.990000009536743,4.010000228881836,3.799999952316284,3.799999952316284,402300.0,,,,,
2024-08-22,3.910000085830689,4.059999942779541,3.9049999713897705,4.0,337400.0,,,,,
2024-08-23,4.019999980926514,4.046999931335449,3.954999923706055,3.9800000190734863,401800.0,,,,,
2024-08-26,3.910000085830689,3.990000009536743,3.805000066757202,3.990000009536743,516500.0,,,,,
2024-08-27,3.859999895095825,3.974999904632568,3.849999904632568,3.930000066757202,258500.0,,,,,
2024-08-28,3.690000057220459,3.849999904632568,3.674999952316284,3.829999923706055,491900.0,,,,,
2024-08-29,3.890000104904175,3.910000085830689,3.759999990463257,3.7699999809265137,1094600.0,,,,,
2024-08-30,3.640000104904175,3.950000047683716,3.5899999141693115,3.900000095367432,1693700.0,,,,,
2024-09-03,3.650000095367432,3.690000057220459,3.5799999237060547,3.609999895095825,1030700.0,,,,,
2024-09-04,3.609999895095825,3.7100000381469727,3.5899999141693115,3.640000104904175,818200.0,,,,,
2024-09-05,3.5299999713897705,3.625,3.5299999713897705,3.5999999046325684,787300.0,,,,,
2024-09-06,3.440000057220459,3.559999942779541,3.390000104904175,3.559999942779541,863000.0,,,,,
