Date,Close,High,Low,Open,Volume,"('Close', 'QURE')","('High', 'QURE')","('Low', 'QURE')","('Open', 'QURE')","('Volume', 'QURE')"
2024-06-03,5.329999923706055,5.519999980926514,5.065000057220459,5.199999809265137,1916700.0,,,,,
2024-06-04,5.420000076293945,5.619999885559082,5.190000057220459,5.269999980926514,1020000.0,,,,,
2024-06-05,5.429999828338623,5.590000152587891,5.260000228881836,5.440000057220459,1021600.0,,,,,
2024-06-06,5.309999942779541,5.440000057220459,5.289999961853027,5.440000057220459,324100.0,,,,,
2024-06-07,5.329999923706055,5.349999904632568,5.150000095367432,5.230000019073486,451700.0,,,,,
2024-06-10,5.380000114440918,5.429999828338623,5.182000160217285,5.28000020980835,414400.0,,,,,
2024-06-11,5.230000019073486,5.360000133514404,5.070000171661377,5.329999923706055,524900.0,,,,,
2024-06-12,5.28000020980835,5.489999771118164,5.204999923706055,5.409999847412109,376000.0,,,,,
2024-06-13,5.25,5.340000152587891,5.199999809265137,5.260000228881836,318900.0,,,,,
2024-06-14,4.889999866485596,5.199999809265137,4.860000133514404,5.199999809265137,541500.0,,,,,
2024-06-17,4.690000057220459,4.889999866485596,4.650000095367432,4.889999866485596,607400.0,,,,,
2024-06-18,4.570000171661377,4.670000076293945,4.514999866485596,4.650000095367432,609000.0,,,,,
2024-06-20,4.559999942779541,4.599999904632568,4.420000076293945,4.510000228881836,431000.0,,,,,
2024-06-21,4.590000152587891,4.78000020980835,4.53000020980835,4.599999904632568,459200.0,,,,,
2024-06-24,4.539999961853027,4.619999885559082,4.380000114440918,4.550000190734863,469500.0,,,,,
2024-06-25,4.460000038146973,4.539999961853027,4.429999828338623,4.5,394200.0,,,,,
2024-06-26,4.400000095367432,4.489999771118164,4.364999771118164,4.489999771118164,504300.0,,,,,
2024-06-27,4.539999961853027,4.559999942779541,4.320000171661377,4.429999828338623,372600.0,,,,,
2024-06-28,4.480000019073486,4.579999923706055,4.309999942779541,4.5,435400.0,,,,,
2024-07-01,4.445000171661377,4.579999923706055,4.375,4.440000057220459,463700.0,,,,,
2024-07-02,4.010000228881836,4.429999828338623,3.940000057220459,4.429999828338623,1124400.0,,,,,
2024-07-03,3.910000085830689,4.079999923706055,3.900000095367432,4.010000228881836,585800.0,,,,,
2024-07-05,3.839999914169312,3.920000076293945,3.7300000190734863,3.920000076293945,605900.0,,,,,
2024-07-08,3.7799999713897705,3.924999952316284,3.759999990463257,3.890000104904175,311800.0,,,,,
