Date,Close,High,Low,Open,Volume,"('Close', 'CENX')","('High', 'CENX')","('Low', 'CENX')","('Open', 'CENX')","('Volume', 'CENX')"
2024-06-03,17.709999084472656,18.65999984741211,17.540000915527344,18.540000915527344,980900.0,,,,,
2024-06-04,16.6299991607666,17.5,16.450000762939453,17.5,1465700.0,,,,,
2024-06-05,16.8799991607666,16.889999389648438,16.530000686645508,16.579999923706055,811400.0,,,,,
2024-06-06,16.68000030517578,17.18000030517578,16.600000381469727,16.889999389648438,815200.0,,,,,
2024-06-07,15.8100004196167,16.34000015258789,15.600000381469728,16.06999969482422,1446900.0,,,,,
2024-06-10,15.789999961853027,16.0,15.529999732971191,15.6899995803833,1305700.0,,,,,
2024-06-11,15.289999961853027,15.390000343322754,14.949999809265137,15.300000190734863,1427800.0,,,,,
2024-06-12,15.380000114440918,16.290000915527344,15.359999656677246,16.010000228881836,823700.0,,,,,
2024-06-13,15.350000381469728,15.489999771118164,15.039999961853027,15.239999771118164,882900.0,,,,,
2024-06-14,15.239999771118164,15.609999656677246,14.8100004196167,15.0600004196167,1300600.0,,,,,
2024-06-17,15.460000038146973,15.479999542236328,14.729999542236328,14.9399995803833,1434400.0,,,,,
2024-06-18,15.289999961853027,15.75,15.229999542236328,15.34000015258789,1004500.0,,,,,
2024-06-20,15.960000038146973,16.420000076293945,15.489999771118164,15.520000457763672,1507300.0,,,,,
2024-06-21,16.510000228881836,16.510000228881836,15.640000343322754,15.75,4558900.0,,,,,
2024-06-24,16.75,17.18000030517578,16.489999771118164,16.520000457763672,1194600.0,,,,,
2024-06-25,16.5,16.68000030517578,16.299999237060547,16.6299991607666,966000.0,,,,,
2024-06-26,16.389999389648438,16.530000686645508,15.800000190734863,16.469999313354492,1003500.0,,,,,
2024-06-27,15.90999984741211,16.600000381469727,15.800000190734863,16.520000457763672,853600.0,,,,,
2024-06-28,16.75,17.100000381469727,16.360000610351562,16.450000762939453,1708000.0,,,,,
2024-07-01,16.670000076293945,16.969999313354492,16.440000534057617,16.780000686645508,1216100.0,,,,,
2024-07-02,18.93000030517578,18.93000030517578,16.920000076293945,16.989999771118164,2686700.0,,,,,
2024-07-03,20.190000534057617,21.3700008392334,19.209999084472656,19.290000915527344,2770400.0,,,,,
2024-07-05,20.15999984741211,20.6200008392334,20.1200008392334,20.239999771118164,1814200.0,,,,,
2024-07-08,19.86000061035156,20.350000381469727,19.6200008392334,20.09000015258789,1172400.0,,,,,
2024-07-09,18.649999618530277,20.040000915527344,18.59000015258789,19.799999237060547,1361800.0,,,,,
2024-07-10,17.920000076293945,18.799999237060547,17.5,18.68000030517578,1991900.0,,,,,
2024-07-11,19.1299991607666,19.239999771118164,17.950000762939453,18.57999992370605,1362900.0,,,,,
2024-07-12,18.71999931335449,19.5,17.81999969482422,19.32999992370605,1756300.0,,,,,
2024-07-15,19.299999237060547,19.479999542236328,18.479999542236328,18.76000022888184,1257900.0,,,,,
2024-07-16,20.01000022888184,20.1200008392334,18.209999084472656,18.8700008392334,2060700.0,,,,,
2024-07-17,19.149999618530277,20.670000076293945,19.11000061035156,19.82999992370605,1472900.0,,,,,
2024-07-18,17.309999465942383,19.3700008392334,17.270000457763672,19.25,1877800.0,,,,,
2024-07-19,16.110000610351562,17.489999771118164,16.059999465942383,17.100000381469727,2633400.0,,,,,
2024-07-22,15.829999923706056,16.219999313354492,15.529999732971191,16.079999923706055,1765500.0,,,,,
2024-07-23,15.960000038146973,16.149999618530273,15.520000457763672,15.609999656677246,1081800.0,,,,,
