Date,Close,High,Low,Open,Volume,"('Close', 'NWSA')","('High', 'NWSA')","('Low', 'NWSA')","('Open', 'NWSA')","('Volume', 'NWSA')"
2024-06-03,26.99357032775879,27.17161353947105,26.795742021459983,27.09248259427764,1957600.0,,,,,
2024-06-04,26.934221267700195,27.15183278651021,26.7561761656304,26.884765133405512,2512000.0,,,,,
2024-06-05,27.58705139160156,27.616726203447566,26.864981283023727,26.96389543587986,2168800.0,,,,,
2024-06-06,27.40900611877441,27.616726027109014,27.36944158986292,27.5573782904265,2340800.0,,,,,
2024-06-07,26.8946590423584,27.310097020579157,26.825419693760065,27.310097020579157,3109300.0,,,,,
2024-06-10,26.914438247680664,26.954004664697774,26.6869370097241,26.775959561381992,1412100.0,,,,,
2024-06-11,27.05291748046875,27.15183163148093,26.795741442489284,26.795741442489284,1618000.0,,,,,
2024-06-12,27.2507438659668,27.43868056402071,27.122156790433387,27.369441224377297,1338600.0,,,,,
2024-06-13,26.8946590423584,27.151835113317038,26.706722319998097,27.151835113317038,1235400.0,,,,,
2024-06-14,26.785850524902344,26.864981470413092,26.489109950894655,26.72650278742692,2442700.0,,,,,
2024-06-17,26.568239212036133,26.78584882673708,26.44954185797988,26.78584882673708,1780500.0,,,,,
2024-06-18,26.716609954833984,26.82541570739425,26.311063641911787,26.508890053276254,1988900.0,,,,,
2024-06-20,26.607805252075195,26.92432903205105,26.54845751498736,26.62758845998132,1901300.0,,,,,
2024-06-21,26.558349609375,26.83530697865298,26.31106516587361,26.66715348160681,8347600.0,,,,,
2024-06-24,27.211179733276367,27.23096294107088,26.62758830975197,26.667152838710464,2594000.0,,,,,
2024-06-25,27.567270278930664,27.58705160034713,27.06280979351473,27.221071684629862,2369400.0,,,,,
2024-06-26,27.567270278930664,27.68596575395173,27.37933357574499,27.567270278930664,1780800.0,,,,,
2024-06-27,27.38922691345215,27.6167281605017,27.32987728555434,27.57716174190316,2004100.0,,,,,
2024-06-28,27.270526885986328,27.636508675824583,27.11226500028073,27.35954943252454,4829000.0,,,,,
2024-07-01,26.99357032775879,27.55737854809066,26.983678723780795,27.260636088642457,2042900.0,,,,,
2024-07-02,27.32987403869629,27.349657245645265,26.79574065748718,26.864979995178132,2368200.0,,,,,
2024-07-03,27.35955047607422,27.52770397187895,27.31009434239129,27.35955047607422,1063300.0,,,,,
2024-07-05,27.18150520324707,27.349658697981816,27.092482653879816,27.310094168613347,1772500.0,,,,,
2024-07-08,26.954004287719727,27.4683563819648,26.87487334142284,27.34965901920417,2556100.0,,,,,
2024-07-09,27.41889953613281,27.57716143550724,26.775960334095384,26.91443902439034,3186700.0,,,,,
2024-07-10,27.48813819885254,27.596942065359418,27.329874427638888,27.52770272668309,1674300.0,,,,,
2024-07-11,27.53759765625,27.725534374377677,27.507922841820143,27.646403422528763,2112500.0,,,,,
2024-07-12,27.43868064880371,27.78487923472101,27.3991161202983,27.616725743654357,3380400.0,,,,,
2024-07-15,27.39911651611328,27.62661774653986,27.230963022617438,27.43868104519025,2502100.0,,,,,
2024-07-16,28.13107681274414,28.309121901215693,27.448571269146672,27.498027399664124,4387900.0,,,,,
2024-07-17,27.68596649169922,28.180535386270403,27.567271013515278,28.071729625742947,3877800.0,,,,,
2024-07-18,27.478248596191406,27.82444531478293,27.37933443946642,27.715641440353004,2286800.0,,,,,
2024-07-19,27.072702407836918,27.54748809890034,26.954005041755742,27.46835715038977,3194900.0,,,,,
2024-07-22,27.428789138793945,27.567269705612613,26.914437060051508,27.201287910876125,2333600.0,,,,,
2024-07-23,27.794771194458008,27.893685346934053,27.280419110887014,27.389224867273715,2269500.0,,,,,
2024-07-24,27.01335334777832,27.725533785933965,26.99357202520896,27.725533785933965,1793800.0,,,,,
2024-07-25,26.855091094970703,27.349659998696243,26.855091094970703,27.141941964714228,2145500.0,,,,,
2024-07-26,27.19139671325684,27.339766999479213,26.756175571924725,27.04302642703446,2205500.0,,,,,
2024-07-29,27.38922691345215,27.498030791336767,27.250746334987944,27.39911851810178,1628200.0,,,,,
2024-07-30,27.12215614318848,27.527702454248065,26.963894260171585,27.498027643695977,2345000.0,,,,,
2024-07-31,27.280418395996094,27.44857188480969,27.17161264246068,27.35954933857717,3497400.0,,,,,
2024-08-01,26.8748722076416,27.507919751310084,26.657262586163185,27.428788808351523,2663700.0,,,,,
2024-08-02,26.01432228088379,26.67704465421248,25.70769010415874,26.469326630614056,3073700.0,,,,,
2024-08-05,25.13399124145508,25.668126556793315,24.86692358378596,25.668126556793315,3575700.0,,,,,
2024-08-06,25.77692985534668,25.875844010046563,25.13399067974332,25.25268804270929,5465500.0,,,,,
2024-08-07,25.75714874267578,26.19236800827721,25.63845137874683,26.133020269628037,4195300.0,,,,,
2024-08-08,26.48910903930664,26.64737092488177,25.717580932155013,25.84616800669837,4232500.0,,,,,
2024-08-09,27.43868064880371,27.656290272159765,26.6078047972544,26.805633099673003,5104500.0,,,,,
