Date,Close,High,Low,Open,Volume,"('Close', 'HLN')","('High', 'HLN')","('Low', 'HLN')","('Open', 'HLN')","('Volume', 'HLN')"
2024-06-03,8.279634475708008,8.308959955700873,8.211207112737723,8.220982583482078,6154000.0,,,,,
2024-06-04,8.191656112670898,8.250307065562525,8.123229690217304,8.240532528240648,4129200.0,,,,,
2024-06-05,8.348060607910156,8.348060607910156,8.27474644442962,8.308959658571194,2725300.0,,,,,
2024-06-06,8.387161254882812,8.426262202812145,8.357835776995847,8.377385784840447,3329800.0,,,,,
2024-06-07,8.328511238098145,8.367612190435873,8.29918482466467,8.328511238098145,3657100.0,,,,,
2024-06-10,8.191656112670898,8.191656112670898,8.093903281531402,8.123229690217304,4378100.0,,,,,
2024-06-11,8.133005142211914,8.15255608353463,8.079241918054826,8.113455133129388,2458300.0,,,,,
2024-06-12,8.133005142211914,8.225870249014436,8.123230603790748,8.201432504601232,2575700.0,,,,,
2024-06-13,8.289408683776855,8.318735094840902,8.162331298126645,8.172105836241164,6297500.0,,,,,
2024-06-14,8.201432228088379,8.220982236511771,8.133004868006102,8.142780338337879,2536500.0,,,,,
2024-06-17,8.181880950927734,8.201431890787214,8.1134545258998,8.133004533519157,2857800.0,,,,,
2024-06-18,8.269858360290527,8.27963383027284,8.162330987205472,8.18188099492997,5267700.0,,,,,
2024-06-20,8.328511238098145,8.338285777002397,8.250308401182451,8.250308401182451,4061200.0,,,,,
2024-06-21,8.377386093139648,8.396937033943882,8.3285106056094,8.348060614173466,4133100.0,,,,,
2024-06-24,8.445813179016113,8.480026392070577,8.38716129075122,8.396936760835391,5238500.0,,,,,
2024-06-25,8.377386093139648,8.436037983312183,8.357836084575583,8.41648704250795,2214900.0,,,,,
2024-06-26,8.3089599609375,8.357836382449879,8.289409019436468,8.3089599609375,2669200.0,,,,,
2024-06-27,8.240532875061035,8.318734770367891,8.206319662394302,8.318734770367891,2892000.0,,,,,
2024-06-28,8.07435417175293,8.147668337133117,8.07435417175293,8.14278060180908,3453200.0,,,,,
2024-07-01,8.133005142211914,8.225870249014436,8.123230603790748,8.15255608353463,3275500.0,,,,,
2024-07-02,8.142780303955078,8.147668039100328,8.059690670966143,8.093903884742735,2500200.0,,,,,
2024-07-03,8.269858360290527,8.27963383027284,8.182858914824251,8.201431934894595,1761800.0,,,,,
2024-07-05,8.279634475708008,8.299184484956518,8.2160948481099,8.250308063474943,2462800.0,,,,,
2024-07-08,8.29918384552002,8.37738574096915,8.29918384552002,8.37738574096915,2580100.0,,,,,
2024-07-09,8.416486740112305,8.455587688075749,8.387161262199756,8.396936732250651,3717500.0,,,,,
2024-07-10,8.53378963470459,8.553340574922537,8.436037730335274,8.475138678531028,8889100.0,,,,,
2024-07-11,8.602216720581055,8.621766727939226,8.548452568925887,8.553340303825458,3216400.0,,,,,
2024-07-12,8.699969291687012,8.739070241653957,8.631542862304903,8.651093803408466,2482800.0,,,,,
2024-07-15,8.58266544342041,8.670642803672248,8.58266544342041,8.660867334257583,3006000.0,,,,,
2024-07-16,8.553339958190918,8.57777769946115,8.484913536842214,8.553339958190918,5471500.0,,,,,
2024-07-17,8.71951961517334,8.739069622651964,8.611992243440616,8.62176678105987,3682700.0,,,,,
2024-07-18,8.70974349975586,8.792833122921747,8.67064255545662,8.748844444055099,3491600.0,,,,,
2024-07-19,8.70974349975586,8.739068974920277,8.690193493726264,8.70974349975586,1704200.0,,,,,
2024-07-22,8.71951961517334,8.787946039708698,8.690194137835347,8.77817056984933,2767700.0,,,,,
2024-07-23,8.641318321228027,8.690194741680983,8.597329636044387,8.651093791766655,3981000.0,,,,,
2024-07-24,8.768396377563477,8.778170915567689,8.680419009844487,8.680419009844487,5824800.0,,,,,
2024-07-25,8.934575080871582,8.983450564539382,8.7830580983331,8.7879458331479,9808500.0,,,,,
2024-07-26,9.02255153656006,9.071427952607404,8.92968737153421,8.944349643780347,6835200.0,,,,,
2024-07-29,8.94434928894043,9.0665398580912,8.915023813371462,9.061653055696423,3682700.0,,,,,
2024-07-30,8.895474433898926,8.915024441575826,8.807497068752566,8.885698963940413,4477900.0,,,,,
2024-07-31,8.94434928894043,8.99322570304875,8.915023813371462,8.973675696749458,5155500.0,,,,,
2024-08-01,9.120304107666016,9.276707888749751,9.042102217124148,9.188730528830131,4923900.0,,,,,
2024-08-02,9.413561820983888,9.511313719678414,9.335359929132231,9.39401088190093,6995800.0,,,,,
2024-08-05,9.296258926391602,9.398898559229576,9.198506096054412,9.384236287247056,8983000.0,,,,,
2024-08-06,9.306034088134766,9.345135032528606,9.183843520374005,9.198505791871664,4897300.0,,,,,
2024-08-07,9.39401149749756,9.442887916167772,9.35002281391838,9.354910549009416,5425300.0,,,,,
2024-08-08,9.403786659240724,9.46243854616926,9.374461181896512,9.39401118937928,3975000.0,,,,,
2024-08-09,9.589516639709473,9.609066646747934,9.486876072977244,9.511313814835342,4278100.0,,,,,
