Date,Close,High,Low,Open,Volume,"('Close', 'DRD')","('High', 'DRD')","('Low', 'DRD')","('Open', 'DRD')","('Volume', 'DRD')"
2024-06-03,8.335820198059082,8.40406638015929,8.287072526651292,8.345569918297539,229000.0,,,,,
2024-06-04,8.17007827758789,8.257823895916797,8.121330608540227,8.228574736617526,281600.0,,,,,
2024-06-05,8.248074531555176,8.33582015366499,8.082333007522081,8.199326860407002,159800.0,,,,,
2024-06-06,8.423565864562988,8.511310557813179,8.199326946831606,8.209076667120906,186700.0,,,,,
2024-06-07,7.897092819213867,8.267572881247236,7.848345149014379,8.189576980841846,500300.0,,,,,
2024-06-10,8.004337310791016,8.023835821879436,7.838595782509114,8.014087031227485,274100.0,,,,,
2024-06-11,8.053085327148438,8.062835048001332,7.906842303708695,7.906842303708695,180600.0,,,,,
2024-06-12,8.121331214904785,8.365068648556873,8.10183270370057,8.267573303182228,252300.0,,,,,
2024-06-13,7.887343406677246,8.131080837391453,7.828846014200652,8.09208288566856,236200.0,,,,,
2024-06-14,7.90684175491333,8.02383560767412,7.760599671408463,7.955589426009783,570200.0,,,,,
2024-06-17,7.828845500946045,7.916591119016129,7.721601373185082,7.81909671099283,375400.0,,,,,
2024-06-18,8.18957805633545,8.267573966983626,7.838596458418649,7.838596458418649,249100.0,,,,,
2024-06-20,8.579558372497559,8.657554281628798,8.38456859966946,8.40406711205998,363700.0,,,,,
2024-06-21,8.589306831359863,8.68680123855452,8.530809443215517,8.667302729029364,1119300.0,,,,,
2024-06-24,8.404067039489746,8.696552161098536,8.365069085260878,8.657554206869667,217400.0,,,,,
2024-06-25,8.41381549835205,8.569807291867477,8.34556932113516,8.511309904406977,255000.0,,,,,
2024-06-26,8.306571960449219,8.394316653171291,8.277322799757366,8.306571960449219,158800.0,,,,,
2024-06-27,8.18957805633545,8.443065230834325,8.170079543565702,8.394317554233066,203000.0,,,,,
2024-06-28,8.394316673278809,8.413816113786753,8.238324868353248,8.335820211323973,246100.0,,,,,
2024-07-01,8.41381549835205,8.560057572326656,8.306571372756304,8.482061675568943,150200.0,,,,,
2024-07-02,8.374817848205566,8.472312257732328,8.257823998902774,8.365068128317551,152200.0,,,,,
2024-07-03,8.794047355651855,8.842794100235272,8.677052565254904,8.677052565254904,173900.0,,,,,
2024-07-05,9.154778480529783,9.281522059511271,8.950038995988079,9.057283133687244,310800.0,,,,,
2024-07-08,9.06703281402588,9.115780487230468,8.91104100359882,9.04753337283023,142300.0,,,,,
2024-07-09,9.184026718139648,9.232774391589958,9.08653137123903,9.096281091886,195900.0,,,,,
2024-07-10,9.301019668579102,9.51550885295119,9.23277349028162,9.34001761757544,235200.0,,,,,
2024-07-11,9.43751335144043,9.554507203344508,9.213274437952585,9.554507203344508,216800.0,,,,,
2024-07-12,9.40826416015625,9.48626006116889,9.291270308637287,9.34001797921631,161800.0,,,,,
