,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-3116000.0,-4169000.0,-4186000.0,-2649000.0,-3302000.0,
Total Unusual Items,515000.0,1163000.0,538000.0,-343000.0,72000.0,
Total Unusual Items Excluding Goodwill,515000.0,1163000.0,538000.0,-343000.0,72000.0,
Net Income From Continuing Operation Net Minority Interest,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Reconciled Depreciation,33000.0,32000.0,47000.0,41000.0,46000.0,
EBITDA,-2601000.0,-3006000.0,-3648000.0,-2992000.0,-3230000.0,
EBIT,-2634000.0,-3038000.0,-3695000.0,-3033000.0,-3276000.0,
Net Interest Income,4000.0,6000.0,0.0,4000.0,5000.0,
Interest Income,4000.0,6000.0,0.0,4000.0,5000.0,
Normalized Income,-2630000.0,-3032000.0,-3695000.0,-3029000.0,-3271000.0,
Net Income From Continuing And Discontinued Operation,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Total Expenses,2634000.0,3038000.0,3695000.0,3033000.0,3276000.0,
Total Operating Income As Reported,-2634000.0,-3038000.0,-3695000.0,-3033000.0,-3276000.0,
Diluted Average Shares,3017000.0,1612000.0,647000.0,,503000.0,398000.0
Basic Average Shares,3017000.0,1612000.0,647000.0,,503000.0,398000.0
Diluted EPS,-0.7,-1.16,-4.88,,-6.36,-10.64
Basic EPS,-0.7,-1.16,-4.88,,-6.36,-10.64
Diluted NI Availto Com Stockholders,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Net Income Common Stockholders,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Net Income,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Net Income Including Noncontrolling Interests,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Net Income Continuous Operations,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Pretax Income,-2115000.0,-1869000.0,-3157000.0,-3372000.0,-3199000.0,
Other Income Expense,515000.0,1163000.0,538000.0,-343000.0,72000.0,
Gain On Sale Of Security,515000.0,1163000.0,538000.0,-343000.0,72000.0,
Net Non Operating Interest Income Expense,4000.0,6000.0,0.0,4000.0,5000.0,
Interest Income Non Operating,4000.0,6000.0,0.0,4000.0,5000.0,
Operating Income,-2634000.0,-3038000.0,-3695000.0,-3033000.0,-3276000.0,
Operating Expense,2634000.0,3038000.0,3695000.0,3033000.0,3276000.0,
Research And Development,1317000.0,1873000.0,2288000.0,2276000.0,2292000.0,
Selling General And Administration,1317000.0,1165000.0,1407000.0,757000.0,984000.0,
General And Administrative Expense,1317000.0,1165000.0,1407000.0,757000.0,984000.0,
Other Gand A,1223000.0,1165000.0,1277000.0,757000.0,851000.0,
Salaries And Wages,94000.0,,130000.0,,133000.0,127000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
