,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,2397540.983607,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.184426,0.235556,0.21659,0.217021,0.234201,,
Total Unusual Items,13000000.0,,,,,-16000000.0,-130000000.0
Total Unusual Items Excluding Goodwill,13000000.0,,,,,-16000000.0,-130000000.0
Net Income From Continuing Operation Net Minority Interest,199000000.0,172000000.0,170000000.0,184000000.0,206000000.0,,
Reconciled Depreciation,25000000.0,25000000.0,26000000.0,23000000.0,25000000.0,,
Net Interest Income,575000000.0,575000000.0,575000000.0,534000000.0,533000000.0,,
Interest Expense,356000000.0,349000000.0,392000000.0,448000000.0,438000000.0,,
Interest Income,931000000.0,924000000.0,967000000.0,982000000.0,971000000.0,,
Normalized Income,188397540.983607,172000000.0,170000000.0,184000000.0,206000000.0,,
Net Income From Continuing And Discontinued Operation,199000000.0,172000000.0,170000000.0,184000000.0,206000000.0,,
Diluted Average Shares,131731000.0,132700000.0,133361000.0,134039000.0,133763000.0,,
Basic Average Shares,130769231.0,130952381.0,132520325.0,132089552.0,133333333.0,,
Diluted EPS,1.42,1.25,1.22,1.33,1.49,,
Basic EPS,1.43,1.26,1.23,1.34,1.5,,
Diluted NI Availto Com Stockholders,187000000.0,165000000.0,163000000.0,177000000.0,200000000.0,,
Net Income Common Stockholders,187000000.0,165000000.0,163000000.0,177000000.0,200000000.0,,
Otherunder Preferred Stock Dividend,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
Preferred Stock Dividends,11000000.0,6000000.0,6000000.0,6000000.0,5000000.0,,
Net Income,199000000.0,172000000.0,170000000.0,184000000.0,206000000.0,,
Net Income Including Noncontrolling Interests,199000000.0,172000000.0,170000000.0,184000000.0,206000000.0,,
Net Income Continuous Operations,199000000.0,172000000.0,170000000.0,184000000.0,206000000.0,,
Tax Provision,45000000.0,53000000.0,47000000.0,51000000.0,63000000.0,,
Pretax Income,244000000.0,225000000.0,217000000.0,235000000.0,269000000.0,,
Special Income Charges,13000000.0,,,,,-16000000.0,-130000000.0
Other Special Charges,-13000000.0,,,,,16000000.0,99000000.0
Gain On Sale Of Security,5000000.0,7000000.0,-10000000.0,7000000.0,17000000.0,,
Selling General And Administration,380000000.0,390000000.0,354000000.0,356000000.0,354000000.0,,
Selling And Marketing Expense,11000000.0,8000000.0,11000000.0,10000000.0,12000000.0,,
General And Administrative Expense,369000000.0,382000000.0,343000000.0,346000000.0,342000000.0,,
Insurance And Claims,11000000.0,14000000.0,-3000000.0,11000000.0,19000000.0,,
Salaries And Wages,358000000.0,368000000.0,346000000.0,335000000.0,323000000.0,,
Total Revenue,849000000.0,829000000.0,825000000.0,811000000.0,824000000.0,,
Operating Revenue,849000000.0,829000000.0,825000000.0,811000000.0,824000000.0,,
Occupancy And Equipment,59000000.0,59000000.0,61000000.0,59000000.0,57000000.0,,
Other Non Interest Expense,135000000.0,135000000.0,159000000.0,147000000.0,144000000.0,,
