,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.211731,0.212346,
Normalized EBITDA,-87000.0,158000.0,-477000.0,-629000.0,-197000.0,
Net Income From Continuing Operation Net Minority Interest,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Reconciled Depreciation,171000.0,173000.0,193000.0,208000.0,241000.0,
Reconciled Cost Of Revenue,7146000.0,6694000.0,5710000.0,5640000.0,5489000.0,
EBITDA,-87000.0,158000.0,-477000.0,-629000.0,-197000.0,
EBIT,-258000.0,-15000.0,-670000.0,-837000.0,-438000.0,
Net Interest Income,40000.0,22000.0,31000.0,42000.0,26000.0,
Normalized Income,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Net Income From Continuing And Discontinued Operation,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Total Expenses,14056000.0,13068000.0,11281000.0,11704000.0,12037000.0,
Total Operating Income As Reported,-258000.0,-15000.0,-1050000.0,-837000.0,-438000.0,
Diluted Average Shares,10085000.0,10054000.0,10014000.0,10006000.0,9997000.0,
Basic Average Shares,10085000.0,10043000.0,10014000.0,10006000.0,9997000.0,
Diluted EPS,-0.01,0.0,-0.79,-0.06,-0.03,
Basic EPS,-0.01,0.0,-0.79,-0.06,-0.03,
Diluted NI Availto Com Stockholders,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Net Income Common Stockholders,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Net Income,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Net Income Including Noncontrolling Interests,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Net Income Continuous Operations,-143000.0,19000.0,-7957000.0,-551000.0,-319000.0,
Tax Provision,40000.0,51000.0,6806000.0,-148000.0,-86000.0,
Pretax Income,-103000.0,70000.0,-1151000.0,-699000.0,-405000.0,
Other Income Expense,115000.0,63000.0,-132000.0,96000.0,7000.0,
Other Non Operating Income Expenses,115000.0,63000.0,-132000.0,96000.0,7000.0,
Net Non Operating Interest Income Expense,40000.0,22000.0,31000.0,42000.0,26000.0,
Total Other Finance Cost,-40000.0,-22000.0,,-42000.0,-26000.0,-48000.0
Operating Income,-258000.0,-15000.0,-1050000.0,-837000.0,-438000.0,
Operating Expense,6910000.0,6374000.0,5571000.0,6064000.0,6548000.0,
Research And Development,1725000.0,1635000.0,1572000.0,1640000.0,1799000.0,
Selling General And Administration,5185000.0,4739000.0,3999000.0,4424000.0,4749000.0,
Selling And Marketing Expense,2103000.0,2085000.0,2035000.0,1880000.0,2197000.0,
General And Administrative Expense,3082000.0,2654000.0,1964000.0,2544000.0,2552000.0,
Other Gand A,3082000.0,2654000.0,1964000.0,2544000.0,2552000.0,
Gross Profit,6652000.0,6359000.0,4521000.0,5227000.0,6110000.0,
Cost Of Revenue,7146000.0,6694000.0,5710000.0,5640000.0,5489000.0,
Total Revenue,13798000.0,13053000.0,10231000.0,10867000.0,11599000.0,
Operating Revenue,13798000.0,13053000.0,10231000.0,10867000.0,11599000.0,
