,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,9666666.666667,5622950.819672,37989227.029966,-21472411.826053,2371335.504886,
Tax Rate For Calcs,0.205674,0.20082,0.22,0.263525,0.338762,
Normalized EBITDA,401000000.0,237000000.0,292607185.538619,359287758.167986,317000000.0,
Total Unusual Items,47000000.0,28000000.0,172678304.681663,-81481403.816745,7000000.0,
Total Unusual Items Excluding Goodwill,47000000.0,28000000.0,172678304.681663,-81481403.816745,7000000.0,
Net Income From Continuing Operation Net Minority Interest,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Reconciled Depreciation,16000000.0,16000000.0,12985369.215833,17635033.708437,14000000.0,
Reconciled Cost Of Revenue,57000000.0,42000000.0,40365232.373809,40890483.900683,28000000.0,
EBITDA,448000000.0,265000000.0,465285490.220282,277806354.351242,324000000.0,
EBIT,432000000.0,249000000.0,452300121.004449,260171320.642804,310000000.0,
Net Interest Income,16000000.0,28000000.0,16480820.26087,21568606.892668,39000000.0,
Interest Expense,9000000.0,5000000.0,6856394.199809,2696075.861583,3000000.0,
Interest Income,25000000.0,33000000.0,23337214.460679,24264682.754251,42000000.0,
Normalized Income,298666666.666667,172622950.819672,360701840.518672,249632994.255395,198371335.504886,
Net Income From Continuing And Discontinued Operation,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Total Expenses,565000000.0,527000000.0,487490831.905814,512404195.693169,518000000.0,
Total Operating Income As Reported,360000000.0,188000000.0,254720943.562844,314841747.836025,236000000.0,
Diluted Average Shares,619926199.0,639344262.0,,639071176.0,648562300.0,653061224.0
Basic Average Shares,617647059.0,637254902.0,,634904714.0,644444444.0,648648649.0
Diluted EPS,0.542,0.305,,0.296718,0.313,0.294
Basic EPS,0.544,0.306,,0.298665,0.315,0.296
Diluted NI Availto Com Stockholders,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Net Income Common Stockholders,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Net Income,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Net Income Including Noncontrolling Interests,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Net Income Continuous Operations,336000000.0,195000000.0,495390918.170369,189624002.264704,203000000.0,
Tax Provision,87000000.0,49000000.0,-49947191.36573,67851242.516517,104000000.0,
Pretax Income,423000000.0,244000000.0,445443726.80464,257475244.781221,307000000.0,
Other Income Expense,47000000.0,28000000.0,172678304.681663,-81481403.816745,7000000.0,
Special Income Charges,0.0,,-1563658.299263,-2546293.869273,-25000000.0,
Restructuring And Mergern Acquisition,0.0,,1563658.299263,2546293.869273,25000000.0,
Gain On Sale Of Security,47000000.0,28000000.0,174241962.980926,-78935109.947471,32000000.0,
Net Non Operating Interest Income Expense,16000000.0,28000000.0,16480820.26087,21568606.892668,39000000.0,
Interest Expense Non Operating,9000000.0,5000000.0,6856394.199809,2696075.861583,3000000.0,
Interest Income Non Operating,25000000.0,33000000.0,23337214.460679,24264682.754251,42000000.0,
Operating Income,360000000.0,188000000.0,256284601.862107,317388041.705298,261000000.0,
Operating Expense,508000000.0,485000000.0,447125599.532004,471513711.792486,490000000.0,
Research And Development,364000000.0,359000000.0,298953295.544299,341952288.44417,361000000.0,
Selling General And Administration,144000000.0,126000000.0,148172303.987705,129561423.348317,129000000.0,
Gross Profit,868000000.0,673000000.0,703410201.394111,788901753.497784,751000000.0,
Cost Of Revenue,57000000.0,42000000.0,40365232.373809,40890483.900683,28000000.0,
Total Revenue,925000000.0,715000000.0,743775433.76792,829792237.398467,779000000.0,
Operating Revenue,925000000.0,692000000.0,604816786.52198,829792237.398467,779000000.0,
