,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.275626,0.299174,0.279901,0.235433,0.328291,,
Net Income From Continuing Operation Net Minority Interest,636838000.0,557203000.0,552640000.0,553386000.0,487272000.0,,
Reconciled Depreciation,23070000.0,21322000.0,21061000.0,19269000.0,18333000.0,,
Net Interest Income,2098754000.0,1835932000.0,1745687000.0,1712848000.0,1718116000.0,,
Interest Expense,1029989000.0,896204000.0,747994000.0,760959000.0,665191000.0,,
Interest Income,3128743000.0,2732136000.0,2493681000.0,2473807000.0,2383307000.0,,
Normalized Income,636838000.0,557203000.0,552640000.0,553386000.0,487272000.0,,
Net Income From Continuing And Discontinued Operation,636838000.0,557203000.0,552640000.0,553386000.0,487272000.0,,
Diluted Average Shares,4899768000.0,4892628000.0,,4889409000.0,4880953000.0,4886361000.0,
Basic Average Shares,4825586000.0,4816294000.0,,4797673000.0,4788239000.0,4773284000.0,
Diluted EPS,0.13,0.1139,,0.1132,0.0998,0.0775,
Basic EPS,0.132,0.1157,,0.1153,0.1018,0.0794,
Diluted NI Availto Com Stockholders,636838000.0,557203000.0,552640000.0,553386000.0,487272000.0,,
Net Income Common Stockholders,636838000.0,557203000.0,552640000.0,553386000.0,487272000.0,,
Net Income,636838000.0,557203000.0,552640000.0,553386000.0,487272000.0,,
Minority Interests,-149000.0,-5000.0,,,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,636987000.0,557208000.0,552640000.0,553386000.0,487272000.0,,
Net Income Continuous Operations,636987000.0,557208000.0,552640000.0,553386000.0,487272000.0,,
Tax Provision,242375000.0,237865000.0,214810000.0,170404000.0,238149000.0,,
Pretax Income,879362000.0,795073000.0,767450000.0,723790000.0,725421000.0,,
Other Non Operating Income Expenses,9325000.0,56870000.0,272797000.0,-105121000.0,-10757000.0,,
Depreciation Amortization Depletion Income Statement,23070000.0,21322000.0,21061000.0,19269000.0,18333000.0,,
Depreciation And Amortization In Income Statement,23070000.0,21322000.0,21061000.0,19269000.0,18333000.0,,
Selling General And Administration,378224000.0,311366000.0,333266000.0,375939000.0,367464000.0,,
Selling And Marketing Expense,58598000.0,36633000.0,22306000.0,99818000.0,39489000.0,,
General And Administrative Expense,319626000.0,274733000.0,310960000.0,276121000.0,327975000.0,,
Other Gand A,85570000.0,77318000.0,88719000.0,77774000.0,80842000.0,,
Salaries And Wages,234056000.0,197415000.0,222241000.0,198347000.0,247133000.0,,
Total Revenue,2509867000.0,2250376000.0,2110169000.0,2096449000.0,2084972000.0,,
Operating Revenue,2509867000.0,2250376000.0,2110169000.0,2096449000.0,2084972000.0,,
Other Non Interest Expense,225317000.0,204811000.0,456834000.0,98186000.0,203232000.0,,
